Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, H_2802, X3;161.007 + 2.352*S_2802 - 0.155*H_2802 + 0.472*X3;OMP3;0.6100872326701394;0.792334253035227;78.37837837837837
S_2802, H_2802, X2, X3, Xs;123.433 + 2.212*S_2802 - 0.084*H_2802 + 0.813*X2 + 0.436*X3 + 0.191*Xs;Lars5;0.6123478507423608;0.7905884578535228;81.08108108108108
S_2802, H_2802, X2, X3, Xs;123.433 + 2.212*S_2802 - 0.084*H_2802 + 0.813*X2 + 0.436*X3 + 0.191*Xs;OMP5;0.6123478507423609;0.7905884578535227;81.08108108108108
S_2802, H_2802, X2, X3, Xs;123.433 + 2.212*S_2802 - 0.084*H_2802 + 0.813*X2 + 0.436*X3 + 0.191*Xs;LinearRegression;0.6123478507423611;0.7905884578535226;81.08108108108108
S_2802, H_2802, X2, X3;138.058 + 2.233*S_2802 - 0.077*H_2802 + 0.787*X2 + 0.44*X3;OMP4;0.6136433855120431;0.7895833049256539;83.78378378378379
S_2802, H_2802, X2, X3, Xs;127.98 + 2.156*S_2802 - 0.085*H_2802 + 0.77*X2 + 0.427*X3 + 0.19*Xs;Ridge;0.6136967646855344;0.7895418171411238;81.08108108108108
S_2802, H_2802, X2, X3, Xs;149.289 + 2.32*S_2802 - 0.088*H_2802 + 0.659*X2 + 0.26*X3 + 0.121*Xs;TheilSenRegressor;0.6155109060331071;0.7881283680684915;78.37837837837837
S_2802, H_2802, X2, X3;162.411 + 2.137*S_2802 - 0.066*H_2802 + 0.422*X2 + 0.334*X3;Lars4;0.618355525101445;0.7858984950847764;81.08108108108108
S_2802, H_2802, X2, X3, Xs;136.867 + 2.04*S_2802 - 0.087*H_2802 + 0.694*X2 + 0.408*X3 + 0.186*Xs;BayesianRidge;0.6183607534144948;0.785894381349465;81.08108108108108
S_2802, X3;147.531 + 2.342*S_2802 + 0.412*X3;OMP2;0.6195030320185434;0.7849942632400772;81.08108108108108
S_2802, X2, X3;157.185 + 2.209*S_2802 + 0.588*X2 + 0.248*X3;ARDRegression;0.6243565828320601;0.7811394609634523;81.08108108108108
S_2802, H_2802, X3;190.51 + 2.027*S_2802 - 0.053*H_2802 + 0.211*X3;Lars3;0.6289335735665793;0.7774590407479819;75.67567567567568
S_2802;198.947 + 2.329*S_2802;OMP1;0.6408054303611362;0.7677033283890848;81.08108108108108
S_2802, X3;205.833 + 1.857*S_2802 + 0.076*X3;Lars2;0.6527723206198155;0.7575541547853993;81.08108108108108
S_2802, X3;205.903 + 1.857*S_2802 + 0.075*X3;LassoLars;0.6528502374704157;0.7574870080963909;81.08108108108108
S_2802, X3;205.903 + 1.857*S_2802 + 0.075*X3;Lasso;0.6528502375687225;0.7574870080116639;81.08108108108108
S_2802, X3;205.903 + 1.857*S_2802 + 0.075*X3;ElasticNet;0.6528502375687225;0.7574870080116639;81.08108108108108
S_2802;218.921 + 1.749*S_2802;Lars1;0.6687668598554632;0.7434721831777321;78.37837837837837
S_2802, H_2802, X2, X3, Xs;124.594 + 1.738*S_2802 + 0.068*H_2802 + 0.835*X2 + 0.462*X3 - 0.047*Xs;HuberRegressor;0.671574966683674;0.7409366127570037;81.08108108108108
S_2802, X2, X3;148.886 + 1.743*S_2802 + 0.229*X2 + 0.388*X3;QuantileRegressor;0.6737019619403334;0.7390031572853702;81.08108108108108
S_2802, H_2802, X2, X3, Xs;0.029 + 1.616*S_2802 + 0.182*H_2802 + 0.951*X2 + 0.828*X3 + 0.553*Xs;SGDRegressor;0.7811973008712843;0.6242842118069464;70.27027027027027
S_2802, H_2802, X2, X3, Xs;0.122 + 3.013*S_2802 + 0.165*H_2802 + 1.803*X2 + 0.769*X3 + 0.508*Xs;PassiveAggressiveRegressor;0.8022124480515355;0.5970386823239868;64.86486486486487
