Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;BaggingRegressor;0.5861358884221014;0.8102127623677832;89.1891891891892;0.6564447203036339;0.6099636602399428;0.7924293868772735;81.0;0.6279443331866916;0.5929210295657034;0.8052606116647866;82.0;0.6484446526987462
;;AdaBoostRegressor;0.5942774790798796;0.8042600809803152;70.27027027027027;0.6468342778584633;0.6145340675344522;0.7888902837781445;77.0;0.6223478798395614;0.6035553408770634;0.7973211087753614;78.0;0.6357209504987718
;;KNeighborsRegressor;0.6003390079773254;0.7997456317484959;70.27027027027027;0.6395930755008008;0.555309559433321;0.8316437297316507;80.0;0.6916312932019708;0.5783294949493398;0.8158032822143102;80.0;0.6655349952716415
;;VotingRegressor;0.6082972995269483;0.7937092637661615;81.08108108108108;0.6299743953882222;0.6550465744197992;0.7555885026526584;79.0;0.5709139853408867;0.6553999848850932;0.7552819737108915;80.0;0.5704508598126194
S_2802, H_2802, X3;158.13 + 2.389*S_2802 - 0.154*H_2802 + 0.474*X3;OMP3;0.6103754918886557;0.7921122135794155;75.67567567567568;0.6274417589016817;0.579007801744045;0.8153220011256465;85.0;0.6647499655195288;0.5759237757947592;0.8175033972249338;84.0;0.6683118044743079
S_2802, H_2802, X1, X3, Xs;128.308 + 2.464*S_2802 - 0.185*H_2802 + 0.58*X1 + 0.397*X3 + 0.241*Xs;OMPCV;0.6116588957312644;0.7911216058690409;78.37837837837837;0.6258733952728104;0.5691943675127151;0.8222029992597936;85.0;0.6760177719918001;0.5676617352482578;0.823261898993836;84.0;0.6777601543349367
S_2802, H_2802, X1, X3, Xs;128.308 + 2.464*S_2802 - 0.185*H_2802 + 0.58*X1 + 0.397*X3 + 0.241*Xs;OMP5;0.6116588957312644;0.7911216058690409;78.37837837837837;0.6258733952728104;0.5691943675127151;0.8222029992597936;85.0;0.6760177719918001;0.5676617352482578;0.823261898993836;84.0;0.6777601543349367
S_2802, H_2802, X1, X3;142.348 + 2.491*S_2802 - 0.172*H_2802 + 0.636*X1 + 0.408*X3;OMP4;0.612759619618966;0.790269351907576;78.37837837837837;0.6245256485644202;0.5727240978250517;0.8197481977842225;83.0;0.6719871077704807;0.5710780209523092;0.8208957875304234;83.0;0.6738698939851939
S_2802, H_2802, X, X1, X3, Xs;133.972 + 2.474*S_2802 - 0.194*H_2802 - 0.078*X + 0.525*X1 + 0.384*X3 + 0.304*Xs;OMP6;0.613544152274669;0.7896604163876759;78.37837837837837;0.6235635732095579;0.5683334308681887;0.8227983418539405;84.0;0.6769971113575937;0.5718448278343083;0.8203618060826273;85.0;0.6729934928791503
S_2802, X3;141.345 + 2.386*S_2802 + 0.437*X3;OMP2;0.6200010990685939;0.7846009413413519;81.08108108108108;0.6155986371537356;0.5880490112760598;0.8088252965487964;86.0;0.6541983603372485;0.5885081646249141;0.8084912740220608;84.0;0.653658140169815
S_2802, Smax, H_2802, X1, X2, X3, Xs;145.474 + 2.01*S_2802 + 0.32*Smax - 0.127*H_2802 + 0.337*X1 + 0.098*X2 + 0.324*X3 + 0.115*Xs;Lars7;0.6207209124088722;0.784031599425876;75.67567567567568;0.6147055488982973;0.6052661711538566;0.7960231542215027;83.0;0.6336528620567503;0.6035930583162933;0.7972925560623175;83.0;0.6356754199523837
S_2802, Smax, H_2802, X1, X3, Xs;158.807 + 1.996*S_2802 + 0.293*Smax - 0.122*H_2802 + 0.294*X1 + 0.292*X3 + 0.066*Xs;Lars6;0.6234013722356048;0.7819019945586307;75.67567567567568;0.611370729094765;0.6080606888386202;0.793890545786447;83.0;0.6302621986891028;0.6063857877639276;0.7951705957830187;83.0;0.632296276397921
S_2802, Smax, H_2802, X1, X3;174.149 + 1.951*S_2802 + 0.247*Smax - 0.096*H_2802 + 0.179*X1 + 0.249*X3;Lars5;0.630038350262293;0.7765640200258882;78.37837837837837;0.6030516771987682;0.6164352455813437;0.7874056057744754;83.0;0.6200075880050686;0.6124129676141392;0.7905380174906474;82.0;0.6249503570980433
;;RandomForestRegressor;0.6346357919500148;0.7728113686896548;78.37837837837837;0.5972374115759775;0.6669263718836791;0.7451236236263568;79.0;0.5552092144860725;0.7282083221004995;0.685355848901558;76.0;0.46971263962357523
