Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;BaggingRegressor;0.8314286545904492;0.5556315256767883;63.33333333333333;0.30872639232591537;0.8439713395279824;0.53638827173545;59.0;0.2877123780553431;0.837152416422808;0.5469696807661769;63.0;0.2991758316774533
;;KNeighborsRegressor;0.8315107788506797;0.5555086179845782;70.0;0.30858982465513596;0.8752837859263445;0.4836096505389912;70.0;0.23387829409444516;0.8597251582278718;0.5107569405402739;71.0;0.2608726523100606
;;VotingRegressor;0.835312171841573;0.5497759321517397;53.333333333333336;0.30225357557331434;0.8516771352679724;0.5240668442686867;59.0;0.27464605726173963;0.8471147878317671;0.5314099512022147;59.0;0.2823965362367401
;;ExtraTreesRegressor;0.8712748589858191;0.49079539535252464;50.0;0.24088012009924098;0.8833590365611229;0.4686969303567122;53.0;0.2196768125258045;0.8779093959453812;0.47882678758692676;52.0;0.2292750925108159
;;StackingRegressorRidge;0.8763415602876954;0.4816902217323158;53.333333333333336;0.2320254697125277;0.8829010441596373;0.46955909768826987;53.0;0.22048574622182204;0.8665784467813984;0.49904087565442884;55.00000000000001;0.2490417955739389
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 101.773 + 0.941*Smax + 0.539*H_2802 + 0.314*X - 0.028*X1 + 0.46*X3 + 1.461*L_max + 0.193*Y_sum;HuberRegressor;0.8785965036412684;0.4775648477320527;50.0;0.22806818378933857;0.9117622067820244;0.41071849031176216;46.0;0.16868967828397308;0.9099690884909668;0.41467608803850636;47.0;0.17195625799091885
Smax, H_2802, X, X1, X3, L_max; - 83.227 + 0.934*Smax + 0.51*H_2802 + 0.302*X - 0.035*X1 + 0.457*X3 + 1.44*L_max;QuantileRegressor;0.8792108715810913;0.47643283188044216;53.333333333333336;0.22698824329361755;0.9133539233198009;0.4071665638977828;46.0;0.16578461075632722;0.915200588538444;0.4029986138175735;46.0;0.16240788273888573
Smax, H_2802, X, X3, L_max; - 84.847 + 0.86*Smax + 0.361*H_2802 + 0.438*X + 0.488*X3 + 1.476*L_max;OMPCV;0.883448875441738;0.4685275706729845;53.333333333333336;0.21951808448072874;0.9126030843302008;0.4088466833313002;47.0;0.16715561047100436;0.9133802684529471;0.40710746148998844;47.0;0.16573648520082207
Smax, H_2802, X, X3, L_max; - 84.847 + 0.86*Smax + 0.361*H_2802 + 0.438*X + 0.488*X3 + 1.476*L_max;OMP5;0.883448875441738;0.4685275706729845;53.333333333333336;0.21951808448072874;0.9126030843302008;0.4088466833313002;47.0;0.16715561047100436;0.9133802684529471;0.40710746148998844;47.0;0.16573648520082207
;;HistGradientBoostingRegressor;0.8850258799810835;0.4655418260089084;56.666666666666664;0.21672919176370875;0.8915549916620455;0.4529124604628249;47.0;0.20512969684248983;0.8816828673721941;0.4718424751782589;45.0;0.22263532138234565
Smax, H_2802, X, X1, X3, L_max; - 77.987 + 0.837*Smax + 0.343*H_2802 + 0.44*X - 0.003*X1 + 0.481*X3 + 1.442*L_max;Lars6;0.8854125012617273;0.46480609140742957;53.333333333333336;0.21604470260945152;0.9141517261010021;0.4053722013983671;47.0;0.1643266216665581;0.9145916865737214;0.4043785934619139;47.0;0.16352204685023575
Smax, H_2802, X, X1, X3, L_max; - 76.63 + 0.832*Smax + 0.34*H_2802 + 0.441*X - 0.003*X1 + 0.479*X3 + 1.435*L_max;LarsCV;0.8858407338076647;0.46398943342181637;53.333333333333336;0.21528619432709795;0.9144899229644979;0.404608676125941;47.0;0.16370818079638672;0.9153106087950527;0.402748667815587;47.0;0.16220648942723004
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 79.983 + 0.844*Smax + 0.343*H_2802 + 0.44*X - 0.003*X1 + 0.476*X3 + 1.45*L_max + 0.046*Y_sum;LassoLarsCV;0.8864151396861192;0.4628911320550847;53.333333333333336;0.21426820013523762;0.9154015494235352;0.40254192739762024;47.0;0.16204000331299095;0.9153671114810431;0.40262023200387187;47.0;0.16210305121885138
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 81.515 + 0.85*Smax + 0.342*H_2802 + 0.44*X - 0.003*X1 + 0.473*X3 + 1.457*L_max + 0.081*Y_sum;LassoCV;0.8872041851006981;0.4613769976275434;53.333333333333336;0.21286873393980632;0.9163713683578294;0.40032925855350543;47.0;0.16026351525399918;0.9151394935912431;0.40313733053335943;47.0;0.16251970726956277
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 85.21 + 0.862*Smax + 0.341*H_2802 + 0.439*X - 0.008*X1 + 0.462*X3 + 1.464*L_max + 0.19*Y_sum;ElasticNetCV;0.8897204978491414;0.4565056798190751;56.666666666666664;0.20839743570707592;0.9193977545728086;0.39332908471975175;47.0;0.15470776888647741;0.9174019843483484;0.3979618060991692;47.0;0.15837359911371263
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 88.322 + 0.874*Smax + 0.341*H_2802 + 0.439*X - 0.007*X1 + 0.456*X3 + 1.478*L_max + 0.256*Y_sum;BayesianRidge;0.8913510856419004;0.45331362446434986;56.666666666666664;0.20549324212500553;0.9213240915246945;0.3887954711364271;48.0;0.1511619183761963;0.9206218597487628;0.3904553640977792;47.0;0.15245539135272945
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.992 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;RidgeCV;0.8919668122165133;0.45210088022952494;56.666666666666664;0.20439520590431137;0.9220298657469039;0.3871187500893574;48.0;0.14986092667074613;0.9211648592066859;0.38917258660230236;47.0;0.1514553021627265
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.997 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;Lars7;0.8919687270510606;0.45209710236066614;56.666666666666664;0.20439178996291085;0.9220320463457347;0.38711355635200506;48.0;0.14985690551149689;0.9211666001595922;0.38916846577082526;47.0;0.15145209475041777
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.997 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;Lars8;0.8919687270510606;0.45209710236066614;56.666666666666664;0.20439178996291085;0.9220320463457347;0.38711355635200506;48.0;0.14985690551149689;0.9211666001595922;0.38916846577082526;47.0;0.15145209475041777
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.997 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;Lars9;0.8919687270510606;0.45209710236066614;56.666666666666664;0.20439178996291085;0.9220320463457347;0.38711355635200506;48.0;0.14985690551149689;0.9211666001595922;0.38916846577082526;47.0;0.15145209475041777
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.997 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;Lars10;0.8919687270510606;0.45209710236066614;56.666666666666664;0.20439178996291085;0.9220320463457347;0.38711355635200506;48.0;0.14985690551149689;0.9211666001595922;0.38916846577082526;47.0;0.15145209475041777
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.997 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;Lars11;0.8919687270510606;0.45209710236066614;56.666666666666664;0.20439178996291085;0.9220320463457347;0.38711355635200506;48.0;0.14985690551149689;0.9211666001595922;0.38916846577082526;47.0;0.15145209475041777
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.997 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;Lars12;0.8919687270510606;0.45209710236066614;56.666666666666664;0.20439178996291085;0.9220320463457347;0.38711355635200506;48.0;0.14985690551149689;0.9211666001595922;0.38916846577082526;47.0;0.15145209475041777
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 89.997 + 0.882*Smax + 0.34*H_2802 + 0.438*X - 0.003*X1 + 0.453*X3 + 1.492*L_max + 0.275*Y_sum;Lars13;0.8919687270510606;0.45209710236066614;56.666666666666664;0.20439178996291085;0.9220320463457347;0.38711355635200506;48.0;0.14985690551149689;0.9211666001595922;0.38916846577082526;47.0;0.15145209475041777
