Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;StackingRegressorRidge;0.5805368610805626;0.814233966944838;80.0;0.6629769529267275;0.5774231559684493;0.8164450373120262;82.0;0.6665824989514358;0.5718511578455865;0.8203573936222323;84.0;0.6729862532706621
;;ExtraTreesRegressor;0.5897725491274854;0.8075694027733268;80.0;0.6521683402956678;0.5893586188361597;0.8078715358295118;80.0;0.6526564184035342;0.5811777540713386;0.8137766389941373;81.0;0.6622324181725945
S_2802, Smax, H_2802, X, X2, X3, Xs, L_2802, Y_sum;64.634 + 0.59*S_2802 + 0.229*Smax + 0.393*H_2802 + 0.145*X + 0.533*X2 + 0.001*X3 + 0.145*Xs + 0.371*L_2802 + 0.138*Y_sum;Lars9;0.6195792903724986;0.78493407553852;73.33333333333333;0.6161215029415112;0.6055291491659514;0.7958231270265768;75.0;0.633334449510359;0.606667897718455;0.7949553835768837;75.0;0.6319540618778701
;;VotingRegressor;0.6200090562608824;0.7845946534067703;73.33333333333333;0.61558877015449;0.6057644575409702;0.7956440296892161;78.0;0.633049421980094;0.6045604542017243;0.7965592615840988;80.0;0.6345066572154047
S_2802, Smax, H_2802, X, X2, X3, Xs, L_max, L_2802, Y_sum;58.551 + 0.576*S_2802 + 0.285*Smax + 0.39*H_2802 + 0.116*X + 0.587*X2 - 0.005*X3 + 0.191*Xs - 0.25*L_max + 0.622*L_2802 + 0.2*Y_sum;Lars10;0.6242131868414184;0.7812540543083797;70.0;0.6103578973732806;0.617455227487225;0.7866060272135595;72.0;0.6187490420486992;0.6164336362450932;0.7874068656708882;74.0;0.6200095721056521
S_2802, H_2802, X, X1, X2, L_2802;61.397 + 0.763*S_2802 + 0.465*H_2802 + 0.329*X + 0.164*X1 + 0.439*X2 + 0.369*L_2802;OMP6;0.6260839521101946;0.7797556571837613;73.33333333333333;0.6080188849100796;0.5970262821767861;0.80222167658956;73.0;0.6435596183901644;0.5960437364625059;0.8029519688149566;72.0;0.6447318642238149
S_2802, H_2802, X, X1, L_2802;58.635 + 0.742*S_2802 + 0.439*H_2802 + 0.48*X + 0.263*X1 + 0.385*L_2802;OMPCV;0.6292376981090549;0.777212917596213;76.66666666666667;0.604059919278418;0.593718710036964;0.8046726622372874;72.0;0.6474980933520433;0.5936923964655277;0.8046920767467631;72.0;0.6475293383790186
S_2802, H_2802, X, X1, L_2802;58.635 + 0.742*S_2802 + 0.439*H_2802 + 0.48*X + 0.263*X1 + 0.385*L_2802;OMP5;0.6292376981090549;0.777212917596213;76.66666666666667;0.604059919278418;0.593718710036964;0.8046726622372874;72.0;0.6474980933520433;0.5936923964655277;0.8046920767467631;72.0;0.6475293383790186
S_2802, Smax, H_2802, X, X2, X3, Xs, L_2802;86.249 + 0.579*S_2802 + 0.172*Smax + 0.344*H_2802 + 0.168*X + 0.486*X2 + 0.01*X3 + 0.125*Xs + 0.313*L_2802;Lars8;0.6293717804998616;0.777104344287454;73.33333333333333;0.6038911619104341;0.6085370945778203;0.7935254277732913;73.0;0.6296826045227848;0.608063247838039;0.7938885857780394;73.0;0.6302590866286555
S_2802, Smax, H_2802, X, X2, Xs, L_2802, Y_sum;61.224 + 0.557*S_2802 + 0.248*Smax + 0.358*H_2802 + 0.17*X + 0.361*X2 + 0.122*Xs + 0.38*L_2802 + 0.428*Y_sum;QuantileRegressor;0.6404782978492765;0.7679762691542581;73.33333333333333;0.5897875499840936;0.6208198501288322;0.7839532598860817;75.0;0.6145827136860141;0.6254437308854751;0.780269273710081;76.0;0.6088201394960573
S_2802, Smax, H_2802, X, X2, X3, Xs, L_max, L_2802, Y_sum;55.777 + 0.576*S_2802 + 0.308*Smax + 0.392*H_2802 + 0.104*X + 0.613*X2 - 0.017*X3 + 0.215*Xs - 0.373*L_max + 0.747*L_2802 + 0.232*Y_sum;Lars11;0.6453228110893566;0.7639099878177602;70.0;0.5835584694877307;0.6475788073983462;0.7619984830749571;76.0;0.5806416882085357;1.114157648416906;0;39.0;-0.24134726552589014
;;KNeighborsRegressor;0.6509188820691441;0.7591472906925609;83.33333333333334;0.5763046089658559;0.5998439146424009;0.8001170402300404;83.0;0.6401872780664799;0.6135253445757204;0.7896750290868032;83.0;0.6235866515632436
S_2802, Smax, H_2802, X, X1, X2, L_2802;51.696 + 0.589*S_2802 + 0.269*Smax + 0.483*H_2802 + 0.278*X + 0.159*X1 + 0.459*X2 + 0.41*L_2802;OMP7;0.6666789123952497;0.7453450394062383;66.66666666666666;0.5555392277674871;0.6232276667575993;0.7820404563626352;75.0;0.6115872753878786;0.6273381468919367;0.7787469739614985;74.0;0.6064468494541908
;;HistGradientBoostingRegressor;0.6755094766755846;0.7373513049567877;70.0;0.5436869469214778;0.6834461189044195;0.7300009606531255;73.0;0.5329014025544859;0.6743026738201118;0.7384550792560425;76.0;0.5453159040790478
;;RandomForestRegressor;0.6788622942464945;0.7342656096062146;70.0;0.5391459854503862;0.7110445900749952;0.7031469198717164;73.0;0.4944155909250818;0.7196632954114178;0.6943232253335462;71.0;0.4820847412375784
;;BaggingRegressor;0.6839366830110174;0.7295413721180499;63.33333333333333;0.5322306136318873;0.6806125402001537;0.7326435491576337;74.0;0.5367665701222941;0.6684100975416762;0.7437929426287445;75.0;0.5532279415043267
S_2802, X, X1, L_2802;135.491 + 0.645*S_2802 + 0.485*X + 0.298*X1 + 0.29*L_2802;OMP4;0.6856410438682559;0.7279398044915859;63.33333333333333;0.5298963589632486;0.6332093452312785;0.7739805715337922;72.0;0.5990459251117755;0.6332429606883372;0.7739530688217917;72.0;0.5990033527386689
S_2802, H_2802, X, X2, X3, Xs, L_2802;153.556 + 0.553*S_2802 + 0.093*H_2802 + 0.283*X + 0.203*X2 + 0.035*X3 + 0.007*Xs + 0.129*L_2802;Lars7;0.6931477261193906;0.7207955533821767;56.666666666666664;0.5195462297755183;0.6397998333892142;0.7685415884616354;72.0;0.5906561731951337;0.6345839666289073;0.772853924941526;72.0;0.5973031892975219
S_2802, X, L_2802;166.608 + 0.588*S_2802 + 0.369*X + 0.21*L_2802;OMP3;0.6979514705281965;0.7161450584815398;60.0;0.5128637447875282;0.64494151245196;0.764231931756439;72.0;0.5840504455161784;0.6453821236334691;0.7638598788353487;72.0;0.5834819144943535
;;AdaBoostRegressor;0.6994764099192503;0.7146556877031602;73.33333333333333;0.510732751966477;0.695952676817531;0.7180876489889748;78.0;0.5156498716305131;0.6968372077909928;0.7172293258352259;78.0;0.5144179058380527
S_2802, H_2802, X, X2, X3, L_2802;157.092 + 0.545*S_2802 + 0.079*H_2802 + 0.287*X + 0.187*X2 + 0.038*X3 + 0.119*L_2802;Lars6;0.6997503701260434;0.7143874435545919;56.666666666666664;0.5103494195084655;0.6446019278785385;0.7645183807962183;73.0;0.5844883545752713;0.6391565190533025;0.7690766828812751;74.0;0.5914789441516652
S_2802, Smax, H_2802, X, X1, X2, X3, Xs, L_max, L_2802, Q12, Q01, Q02, Y_sum;0.048 + 0.557*S_2802 + 0.423*Smax + 0.589*H_2802 + 0.165*X - 0.01*X1 + 0.624*X2 + 0.009*X3 + 0.2*Xs - 0.275*L_max + 0.736*L_2802 - 0.127*Q12 + 0.142*Q01 + 0.202*Q02 + 0.428*Y_sum;PassiveAggressiveRegressor;0.7009358793165676;0.7132242936739537;73.33333333333333;0.5086888930867103;0.7161178322217334;0.6979794054082437;71.0;0.4871752503740453;0.7155550577838903;0.6985563393742079;75.0;0.4879809592798934
S_2802, X, X2, X3, L_2802;173.338 + 0.507*S_2802 + 0.297*X + 0.119*X2 + 0.044*X3 + 0.078*L_2802;Lars5;0.7227251641294828;0.6911355417962617;56.666666666666664;0.47766833713401213;0.6680355267504163;0.7441293805510529;73.0;0.5537285349992938;0.6580768215063785;0.752950793210328;74.0;0.566934896996062
S_2802, Smax, H_2802, X, X1, X2, L_max, L_2802, Y_sum;51.75 + 0.559*S_2802 + 0.34*Smax + 0.392*H_2802 + 0.3*X + 0.199*X1 + 0.411*X2 - 0.422*L_max + 0.801*L_2802 + 0.279*Y_sum;OMP9;0.7246459977216939;0.6891213086140427;70.0;0.47488817798593086;0.6675486495693967;0.7445661827252664;72.0;0.5543788004580747;0.6670727705970141;0.7449925628675923;73.0;0.5550139187280234
S_2802, X;173.486 + 0.617*S_2802 + 0.384*X;OMP2;0.7270183176463917;0.6866180639967246;60.0;0.4714443658066104;0.6881043093298287;0.7256117828988994;66.0;0.5265124594817194;0.6879511750793554;0.7257569708290331;66.0;0.5267231807069339
S_2802, Smax, H_2802, X, X1, X2, L_max, L_2802;60.282 + 0.554*S_2802 + 0.317*Smax + 0.429*H_2802 + 0.307*X + 0.219*X1 + 0.443*X2 - 0.439*L_max + 0.799*L_2802;OMP8;0.7387938872280274;0.6739314447289877;66.66666666666666;0.4541835921945008;0.6819033807515488;0.7314422597304645;68.0;0.5350077793196082;0.6197417938801564;0.7848057778318186;75.0;0.6159201089182057
S_2802, X, X3, L_2802;179.403 + 0.479*S_2802 + 0.321*X + 0.031*X3 + 0.042*L_2802;Lars4;0.7425495842158166;0.6697910980155811;56.666666666666664;0.448620114980918;0.6945534188946834;0.7194411360922494;70.0;0.5175955483017064;0.6862398079472352;0.7273753680105903;71.0;0.5290749259885418
S_2802, X, X3;185.16 + 0.455*S_2802 + 0.313*X + 0.021*X3;Lars3;0.7642679697668848;0.644898806316467;56.666666666666664;0.4158944703884042;0.7243580205474139;0.6894240045636881;65.0;0.4753054580686321;0.7200966622050965;0.6938737616318109;66.0;0.4814607970810789
S_2802, X;192.108 + 0.414*S_2802 + 0.298*X;Lars2;0.7867364315269121;0.6172890630071948;56.666666666666664;0.3810457873083003;0.7541794573668728;0.6566683684218461;65.0;0.4312133460858093;0.7674129872644418;0.6411531072823913;64.0;0.4110773069778654
S_2802, Smax, H_2802, X, X1, X2, X3, Xs, L_max, L_2802, Q12, Q01, Q02;66.07 + 0.573*S_2802 + 0.282*Smax + 0.398*H_2802 - 0.643*X - 0.767*X1 + 1.405*X2 - 0.014*X3 + 0.955*Xs - 0.414*L_max + 0.73*L_2802 - 0.018*Q12 + 0.801*Q01 - 0.145*Q02;ElasticNetCV;0.8341592540192507;0.5515236521982054;56.666666666666664;0.3041783389340472;0.9396092749764308;0.34224904730074285;49.0;0.11713441037826622;0.9766262214602863;0.21494469883252254;46.0;0.04620122355620371
