Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;BaggingRegressor;0.6487819506035981;0.7609743626239917;83.78378378378379;0.5790819805709904;0.6856835142996665;0.7278997995724817;82.0;0.529838118217659;0.6732562459015135;0.7394092421349634;84.0;0.5467260273546009
S_2802, H_2802, X, X2, X3, Xs;31.304 + 1.948*S_2802 + 0.157*H_2802 - 0.112*X + 1.206*X2 + 0.346*X3 + 0.483*Xs;OMP6;0.6892856873650344;0.7244896418815884;72.97297297297297;0.5248852411937119;0.7220258840920195;0.6918660438994948;77.0;0.4786786227011376;0.7202793305960273;0.6936841398764562;76.0;0.48119768591613876
S_2802, Smax, H_2802, X, X2, X3, Xs;37.398 + 1.779*S_2802 + 0.178*Smax + 0.143*H_2802 - 0.103*X + 1.148*X2 + 0.333*X3 + 0.433*Xs;Lars7;0.6928914640966056;0.7210418982153965;75.67567567567568;0.5199014189820623;0.7285912462719015;0.6849487541823529;76.0;0.4691547958559572;0.7262168231239465;0.6874657270088179;77.0;0.4726091258117624
S_2802, Smax, H_2802, X, X2, X3, Xs;30.058 + 1.796*S_2802 + 0.194*Smax + 0.147*H_2802 - 0.194*X + 1.25*X2 + 0.332*X3 + 0.541*Xs;Lars8;0.6931907360593556;0.7207541907207261;72.97297297297297;0.5194866034414887;0.7266044823473667;0.6870559847877866;78.0;0.47204592623271513;0.7244733215858562;0.6893028407821605;78.0;0.47513840631035653
;;KNeighborsRegressor;0.6966353449193609;0.7174253941763444;81.08108108108108;0.514699196209083;0.7401727977617159;0.6724167081903856;79.0;0.4521442294535939;0.7220892556844838;0.6917999037474841;81.0;0.47858710682502814
S_2802, H_2802, X, X3;64.924 + 2.047*S_2802 + 0.211*H_2802 + 0.295*X + 0.361*X3;OMP4;0.7017403476756294;0.7124327929314362;81.08108108108108;0.5075604844440866;0.7430971096941271;0.6691835963054044;77.0;0.4478066855642343;0.7412875261535011;0.6711876068352443;77.0;0.4504928035692224
S_2802, H_2802, X, X2, X3;45.014 + 1.928*S_2802 + 0.196*H_2802 + 0.182*X + 1.054*X2 + 0.396*X3;OMPCV;0.7041129427677829;0.7100879972418157;78.37837837837837;0.5042249638268927;0.7468752904056973;0.6649641348083408;78.0;0.44217730058140525;0.7451238666732181;0.6669261003394247;78.0;0.44479042331395224
S_2802, H_2802, X, X2, X3;45.014 + 1.928*S_2802 + 0.196*H_2802 + 0.182*X + 1.054*X2 + 0.396*X3;OMP5;0.7041129427677829;0.7100879972418157;78.37837837837837;0.5042249638268927;0.7468752904056973;0.6649641348083408;78.0;0.44217730058140525;0.7451238666732181;0.6669261003394247;78.0;0.44479042331395224
;;StackingRegressorRidge;0.7068741229325495;0.7073393629145341;67.56756756756756;0.500328974328339;0.7391029061269115;0.6735925282800825;74.0;0.45372689415475376;0.7048573776440569;0.709349051723299;75.0;0.5031760771807434
S_2802, H_2802, X;93.984 + 2.053*S_2802 + 0.368*H_2802 + 0.25*X;OMP3;0.7089112870123888;0.705297658543142;75.67567567567568;0.49744478714643847;0.7531538146979934;0.6578444583682838;69.0;0.43275933140586065;0.7361377787701409;0.676831715175466;76.0;0.45810117066736333
S_2802, H_2802;111.901 + 2.155*S_2802 + 0.373*H_2802;OMP2;0.7091265810135382;0.7050811953952891;72.97297297297297;0.49713949210004993;0.7517427561017984;0.6594564645588609;69.0;0.43488282864847194;0.7322486006589806;0.6810374342376231;74.0;0.4638119868329649
;;ExtraTreesRegressor;0.7137917057395718;0.7003580518687512;67.56756756756756;0.49050140081739246;0.7539213806788395;0.6569646503087608;74.0;0.4316025517553125;0.721408587574593;0.6925096748592259;77.0;0.4795696497736308
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;39.494 + 1.775*S_2802 + 0.148*Smax + 0.154*H_2802 - 0.63*X - 0.613*X1 + 1.727*X2 + 0.324*X3 + 0.979*Xs;ElasticNetCV;0.7171608028436193;0.6969077290895083;67.56756756756756;0.4856803828646954;0.7381560512027515;0.6746300053160702;78.0;0.4551256440727608;0.7354696938635985;0.677557620729178;78.0;0.4590843294081849
;;VotingRegressor;0.7180750911231356;0.6959656338559401;75.67567567567568;0.4843681635085003;0.7776337585132674;0.6287175340488996;75.0;0.3952857376205293;0.769251550704791;0.6389460475957844;77.0;0.4082520517382743
S_2802, Smax, H_2802, X, X1, X2, X3, Xs;40.091 + 1.766*S_2802 + 0.154*Smax + 0.155*H_2802 - 0.7*X - 0.69*X1 + 1.797*X2 + 0.321*X3 + 1.049*Xs;BayesianRidge;0.7238588349098887;0.6899481046592552;67.56756756756756;0.47602838712289863;0.7423411795812708;0.6700220691125685;78.0;0.4489295730978876;0.7411679816011034;0.6713196131868534;78.0;0.45067002304934645
S_2802, Smax, H_2802, X, X2, X3;125.899 + 1.558*S_2802 + 0.15*Smax + 0.038*H_2802 + 0.126*X + 0.347*X2 + 0.198*X3;Lars6;0.7272757126970237;0.6863454215779662;78.37837837837837;0.47107003772103617;0.7547316389714624;0.656033652441283;74.0;0.4303801531354501;0.7508776555790599;0.6604413269565244;75.0;0.43618274635209453
S_2802;171.589 + 1.986*S_2802;OMP1;0.7310668833174929;0.6823058054248455;72.97297297297297;0.46554121211644706;0.7381402949902985;0.6746472447965938;66.0;0.45514890491163507;0.7373018081781636;0.675563500832609;67.0;0.45638604365721047
