Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;BaggingRegressor;0.9553674853201515;0.2954199857711901;54.054054054054056;0.08727296799304995;0.9397327695011463;0.3419098154860511;55.00000000000001;0.11690232192570527;0.9335293243931605;0.358501046718206;56.00000000000001;0.1285230004980492
;;HistGradientBoostingRegressor;0.9605957567693484;0.2779492616948691;59.45945945945946;0.07725579207672284;0.9704558603355891;0.24127872500556632;50.0;0.058215423140311695;0.9838598328188166;0.17894085437856339;53.0;0.03201982936573011
;;VotingRegressor;0.9812998747918451;0.1924852091291929;54.054054054054056;0.037050555733508794;0.9800325410211884;0.19883716589096892;55.00000000000001;0.03953621853955258;0.9795003291010043;0.20144256077359712;56.00000000000001;0.040579105291024264
;;RandomForestRegressor;0.9882058649415526;0.15313121332738766;51.35135135135135;0.0234491684951178;1.0000198909307099;0;57.99999999999999;-3.97822570687989e-05;0.9892058839684459;0.14653231425936594;54.0;0.021471719122205357
;;ExtraTreesRegressor;0.9899451505116743;0.14145175494994203;51.35135135135135;0.020008598978418557;0.981404690312751;0.19195008161533356;52.0;0.03684483383213333;0.9802895774614588;0.19756605052598095;55.00000000000001;0.03903234432043445
Smax, X, X3;113.348 + 1.812*Smax + 0.092*X + 0.194*X3;Lars3;0.9953832655728561;0.09597996987662125;51.35135135135135;0.009212154617517232;1.0022522888539698;0;51.0;-0.004509650513021102;1.0013168295409869;0;51.0;-0.002635393122013774
Smax, X, X1, X3;42.291 + 2.032*Smax + 0.318*X + 0.555*X1 + 0.322*X3;LarsCV;0.9963636119949292;0.08520300870519878;48.64864864864865;0.007259552692418181;1.0059416048574568;0;54.0;-0.011918512383195523;1.004589434188194;0;53.0;-0.009199931282555918
Smax, X, X1, X3;42.291 + 2.032*Smax + 0.318*X + 0.555*X1 + 0.322*X3;LassoLarsCV;0.9963636119949292;0.08520300870519878;48.64864864864865;0.007259552692418181;1.0059416048574568;0;54.0;-0.011918512383195523;1.004589434188194;0;53.0;-0.009199931282555918
Smax, X, X1, X3;40.396 + 2.038*Smax + 0.324*X + 0.57*X1 + 0.325*X3;LassoCV;0.9964341139619026;0.08437450167531704;48.64864864864865;0.007119056532957857;1.006068964780426;0;54.0;-0.012174761894357955;1.0045980985971146;0;53.0;-0.00921733970493821
Smax, X, X1, X3;37.486 + 2.032*Smax + 0.34*X + 0.595*X1 + 0.332*X3;ElasticNetCV;0.996573416170941;0.08271291423581027;48.64864864864865;0.0068414261813805055;1.0063133193126013;0;54.0;-0.012666496625945767;1.0045713079346787;0;53.0;-0.00916351272559135
Smax, X, X1, X3;34.656 + 2.056*Smax + 0.343*X + 0.615*X1 + 0.336*X3;Lars4;0.9966619687269953;0.08163896185786436;48.64864864864865;0.006664920093229498;1.0064643737860781;0;54.0;-0.01297053570060247;1.0047701070403143;0;54.0;-0.009562968001805006
Smax, H_2802, X, X1, X3;33.411 + 2.051*Smax + 0.001*H_2802 + 0.35*X + 0.625*X1 + 0.338*X3;BayesianRidge;0.9967629524015297;0.08039662132071163;48.64864864864865;0.00646361671978557;1.0066027947268485;0;54.0;-0.013249186351902198;1.0045319749904125;0;53.0;-0.009084488778138722
Smax, X, X1, X3;32.221 + 2.064*Smax + 0.35*X + 0.634*X1 + 0.34*X3;OMPCV;0.9967649757705883;0.08037153150872837;48.64864864864865;0.006459583077058073;1.0066362205054527;0;54.0;-0.013316480433502642;1.0053358212186185;0;54.0;-0.010700113425314406
Smax, X, X1, X3;32.221 + 2.064*Smax + 0.35*X + 0.634*X1 + 0.34*X3;OMP4;0.9967649757705883;0.08037153150872837;48.64864864864865;0.006459583077058073;1.0066362205054527;0;54.0;-0.013316480433502642;1.0053358212186185;0;54.0;-0.010700113425314406
Smax, H_2802, X, X1, X3;32.077 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;RidgeCV;0.9968356247896898;0.07949048465161566;48.64864864864865;0.0063187371501486345;1.0066915003340033;0;54.0;-0.013427776844726624;1.0045892594114292;0;53.0;-0.009199580124803708
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;LinearRegression;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379332;1.0066917694292647;0;54.0;-0.01342831863662397;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars5;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars6;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars7;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars8;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars9;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars10;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars11;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars12;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars13;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;Lars14;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, H_2802, X, X1, X3;32.073 + 2.064*Smax + 0.002*H_2802 + 0.35*X + 0.633*X1 + 0.339*X3;OMP5;0.996835846126944;0.07948770896421449;48.64864864864865;0.006318295876379554;1.0066917694292647;0;54.0;-0.013428318636624192;1.004589434188194;0;53.0;-0.009199931282555918
Smax, X3;82.772 + 2.124*Smax + 0.357*X3;OMP2;0.9972705647500649;0.07383373675418692;51.35135135135135;0.00545142068308635;1.007484699789277;0;53.0;-0.015025420309489723;1.0063054053455844;0;53.0;-0.01265056882774096
