Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;HistGradientBoostingRegressor;0.6443578702559734;0.7647240907930037;78.37837837837837;0.5848029350391863;0.6883758176172222;0.7253542125884573;72.0;0.5261387337198209;0.6612051333527649;0.750205153026792;75.0;0.5628077716279525
;;BaggingRegressor;0.645068400989364;0.7641248314542756;72.97297297297297;0.583886758045025;0.6731161051139927;0.7395368206087972;70.0;0.5469147090361685;0.6647067060252636;0.7471044070041641;71.0;0.5581649949650438
;;RandomForestRegressor;0.6483461863801665;0.7613456656514795;72.97297297297297;0.5796472226062943;0.674755299464226;0.7380415204071805;71.0;0.5447052858449428;0.6568739722248607;0.7540003876746569;74.0;0.5685165846135329
;;VotingRegressor;0.6526698926152952;0.7576424032969241;72.97297297297297;0.574022011273539;0.6871177394786122;0.7265460839436146;72.0;0.527869212093802;0.674976500011828;0.7378392266827393;72.0;0.5444067244317828
;;ExtraTreesRegressor;0.6561159818417305;0.7546600680914963;75.67567567567568;0.5695118183718618;0.7162846766080054;0.6978081842860293;68.0;0.48693626205656504;0.7175694915462215;0.6964869164615349;68.0;0.4850940248020972
;;StackingRegressorRidge;0.6573439705200487;0.753590674319247;75.67567567567568;0.5678989044209373;0.7252208592700535;0.6885163071994774;67.0;0.47405470527960536;0.7313311564228898;0.6820225360244034;65.0;0.46515473964515863
;;KNeighborsRegressor;0.7799083653720257;0.6258937143179623;64.86486486486487;0.39174294162273493;0.7711424347866938;0.6366626620677938;65.0;0.40533934527124993;0.7841361776895792;0.6205887969004731;65.0;0.3851304548383766
;;AdaBoostRegressor;0.7926368971979104;0.6096939799608236;72.97297297297297;0.3717267492004691;0.8103923800116126;0.5858875236929987;67.0;0.34326419041911416;0.8209793012763815;0.5709579554360762;65.0;0.3259929868757444
S_2802, Smax, H_2802, X, X2, X3;95.404 + 0.253*S_2802 + 0.287*Smax + 0.086*H_2802 + 0.169*X + 0.623*X2 + 0.188*X3;OMP6;0.8250790752692261;0.5650172736765477;62.16216216216216;0.3192445195528787;0.8374529016169917;0.546509503644064;51.0;0.2986726375732811;0.827714945295387;0.5611487942913665;54.0;0.31488796933465446
S_2802, Smax, H_2802, X, X1, X2, X3;98.999 + 0.268*S_2802 + 0.268*Smax + 0.129*H_2802 + 0.128*X - 0.121*X1 + 0.698*X2 + 0.182*X3;OMP7;0.8254035020128788;0.5645432302887667;62.16216216216216;0.31870905886487555;0.8388254210971652;0.5444005078259603;54.0;0.2963719129211635;0.8278711823918569;0.5609182697729759;55.00000000000001;0.3146293053651088
