Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;AdaBoostRegressor;0.29288070998386834;0.9561489892895068;94.5945945945946;0.9142208897193452;0.23651313839310203;0.971628290740572;97.0;0.9440615353674453;0.23766878098830457;0.9713462567712573;96.0;0.9435135505435334
;;KNeighborsRegressor;0.3133003556494757;0.9496540881552146;91.8918918918919;0.901842887149912;0.31851340788200566;0.9479183556611778;93.0;0.8985492089993911;0.2756656708085569;0.9612535762938249;96.0;0.9240084379376683
;;VotingRegressor;0.36184712208922226;0.9322374484195255;97.2972972972973;0.8690666602357475;0.3695304653947846;0.9292186153672956;94.0;0.8634472351451139;0.3451094338853328;0.938562453246104;95.0;0.8808994786433452
;;BaggingRegressor;0.36790143896637684;0.9298647918952891;91.8918918918919;0.8646485312064693;0.3884394469054487;0.9214742514513301;89.0;0.8491147960877891;0.3447121950850213;0.9387084225464616;92.0;0.8811735025596662
;;StackingRegressorRidge;0.3712682970174794;0.9285256332647692;97.2972972972973;0.8621598516297408;0.36955288443974377;0.9292096994770693;94.0;0.8634306656022653;0.38033716592363936;0.9248479011260036;94.0;0.855343640217174
;;HistGradientBoostingRegressor;0.3771672254561453;0.9261451743877486;97.2972972972973;0.8577448840417132;0.39248592557329925;0.9197580106891544;93.0;0.8459547982268705;0.33853647143381704;0.9409532706299184;95.0;0.8853930575091403
;;ExtraTreesRegressor;0.3866141093608513;0.9222415792204968;97.2972972972973;0.8505295304431157;0.3871206200722419;0.9220290806232105;93.0;0.8501376255148829;0.3863389047816376;0.9223568998235578;94.0;0.8507422506521247
;;RandomForestRegressor;0.41262942822121673;0.910898981756941;97.2972972972973;0.8297369549658318;0.4222702629856955;0.9064699801968025;95.0;0.8216878249979915;0.4162532445952614;0.9092487208481063;93.0;0.8267332363639175
S_2802, H_2802, X3, Xs;137.034 + 2.416*S_2802 - 0.176*H_2802 + 0.457*X3 + 0.302*Xs;OMP4;0.6109651161475271;0.791657518659956;78.37837837837837;0.6267216268508387;0.600941191098978;0.799293240832513;78.0;0.6388696848405415;0.5970033296559272;0.8022387577147694;78.0;0.6435870243797364
S_2802, H_2802, X3;156.198 + 2.444*S_2802 - 0.156*H_2802 + 0.475*X3;OMP3;0.6110550723509963;0.7915880864149729;75.67567567567568;0.6266116985541187;0.6159427594023762;0.7877909095310675;79.0;0.6206145171397865;0.6137484990758376;0.7895016022036665;77.0;0.6233127798821565
