Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;KNeighborsRegressor;0.43829829615431126;0.8988295742732476;84.375;0.8078946035882277;0.4451911077440848;0.8954355798077238;85.0;0.8018048775855947;0.4334759172016534;0.9011651509053074;87.0;0.8120986292061854
;;VotingRegressor;0.46856637113924826;0.8834282969417474;84.375;0.7804455558373963;0.44178121493012107;0.8971228222126925;85.0;0.8048293581348662;0.39883178477915054;0.9170241040724487;88.0;0.8409332074498773
;;RandomForestRegressor;0.47876406501518765;0.8779436030008609;81.25;0.7707849700501332;0.49971532708101535;0.8661896973990824;81.0;0.7502845918803138;0.464023535719974;0.8858228707241274;83.0;0.7846821582979341
;;AdaBoostRegressor;0.4828545669640624;0.8757005579317326;78.125;0.7668514671619477;0.46003633864171123;0.8879000884835685;83.0;0.7883665671291289;0.4726184865230647;0.8812671366825429;82.0;0.7766317661966478
;;ExtraTreesRegressor;0.4837153290465319;0.8752253883688506;81.25;0.7660194804454054;0.41516147908363554;0.9097477377191372;86.0;0.827640946285088;0.37927566660154916;0.9252837233648664;89.0;0.8561499687239505
;;HistGradientBoostingRegressor;0.5163109371639328;0.8564012004690916;84.375;0.7334230161649014;0.46395787885646855;0.8858572608761562;85.0;0.7847430866470064;0.3921484947053035;0.9199019285230162;89.0;0.8462195581003645
;;BaggingRegressor;0.5488296255502483;0.8359342331298404;81.25;0.6987860421183743;0.6004079415149978;0.7996938812856599;75.0;0.639510303765723;0.5575208563501265;0.8301629326431177;76.0;0.6891704947346218
S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs;LinearRegression;0.5935780609955013;0.8047764195755371;71.875;0.647665085504821;0.6050817918026237;0.7961633156764549;69.0;0.6338760252289264;0.5973854675142765;0.8019542400927557;70.0;0.6431306032027494
S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs;Lars4;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6050817918026237;0.7961633156764549;69.0;0.6338760252289264;0.5973854675142765;0.8019542400927557;70.0;0.6431306032027493
S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs;Lars5;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6050817918026237;0.7961633156764549;69.0;0.6338760252289264;0.5973854675142765;0.8019542400927557;70.0;0.6431306032027493
S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs;Lars6;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6050817918026237;0.7961633156764549;69.0;0.6338760252289264;0.5973854675142765;0.8019542400927557;70.0;0.6431306032027493
S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs;Lars7;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6050817918026237;0.7961633156764549;69.0;0.6338760252289264;0.5973854675142765;0.8019542400927557;70.0;0.6431306032027493
