Predictors;Equations;Method;Criterion;Correlation;Pm
Smax, H_2802, X, X1, X3, L_max; - 102.437 + 0.966*Smax + 0.461*H_2802 + 0.43*X + 0.196*X1 + 0.421*X3 + 1.488*L_max;OMP6;0.7532291433868074;0.6577582059942516;70.0
Smax, H_2802, X, X3, L_max; - 77.528 + 0.905*Smax + 0.43*H_2802 + 0.322*X + 0.494*X3 + 1.366*L_max;OMPCV;0.7552135121348373;0.6554788715808954;73.33333333333333
Smax, H_2802, X, X3, L_max; - 77.528 + 0.905*Smax + 0.43*H_2802 + 0.322*X + 0.494*X3 + 1.366*L_max;OMP5;0.7552135121348373;0.6554788715808954;73.33333333333333
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 161.829 + 1.096*Smax + 0.883*H_2802 + 0.301*X + 0.141*X1 + 0.492*X3 + 1.261*L_max + 0.314*Y_sum;HuberRegressorCV;0.7581120160035542;0.6521243525517406;70.0
Smax, H_2802, X, X1, X3, L_max; - 77.332 + 0.879*Smax + 0.403*H_2802 + 0.405*X + 0.121*X1 + 0.432*X3 + 1.365*L_max;Lars6;0.761696723271198;0.6479337171022357;70.0
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 101.759 + 0.959*Smax + 0.406*H_2802 + 0.435*X + 0.155*X1 + 0.363*X3 + 1.449*L_max + 0.485*Y_sum;Ridge;0.7638971411348026;0.6453380182246166;66.66666666666666
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 45.239 + 0.932*Smax + 0.285*H_2802 + 0.267*X + 0.009*X1 + 0.444*X3 + 1.333*L_max + 0.071*Y_sum;ARDRegression;0.7639225885177314;0.6453078945374594;70.0
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 112.628 + 1.028*Smax + 0.396*H_2802 + 0.43*X + 0.171*X1 + 0.325*X3 + 1.539*L_max + 0.702*Y_sum;RidgeCV;0.7647897514948973;0.6442799360591429;66.66666666666666
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 112.753 + 1.029*Smax + 0.396*H_2802 + 0.43*X + 0.171*X1 + 0.325*X3 + 1.54*L_max + 0.705*Y_sum;LinearRegression;0.7648220374712452;0.6442416091796098;66.66666666666666
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 112.753 + 1.029*Smax + 0.396*H_2802 + 0.43*X + 0.171*X1 + 0.325*X3 + 1.54*L_max + 0.705*Y_sum;Lars7;0.7648220374712452;0.6442416091796098;66.66666666666666
Smax, H_2802, X, X1, X3, L_max, Y_sum; - 112.753 + 1.029*Smax + 0.396*H_2802 + 0.43*X + 0.171*X1 + 0.325*X3 + 1.54*L_max + 0.705*Y_sum;OMP7;0.7648220374712452;0.6442416091796098;66.66666666666666
