Group;Prediction;Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t
1;287.72873576739374;;;BaggingRegressor;0.550372690928745;0.8349190985238343;81.08108108108108;0.6970899010798521;0.6980969159244994
1;296.2922688996994;;;ExtraTreesRegressor;0.5644521410025327;0.8254657960919137;81.08108108108108;0.6813937805176569;0.6865756181567555
1;299.36936350281485;;;StackingRegressorRidge;0.5652205928405034;0.8249398047306421;81.08108108108108;0.6805256814290298;0.698357605635809
1;311.58999630075306;;;RandomForestRegressor;0.5723172489793726;0.8200322960229571;86.48648648648648;0.6724529665206828;0.5985677548642194
1;277.202979741519;;;VotingRegressor;0.5827285611793409;0.812666859165461;86.48648648648648;0.660427423985855;0.6512383706355986
1;272.8992754607525;;;HistGradientBoostingRegressor;0.6366446920020729;0.771157270694886;78.37837837837837;0.5946835361455858;0.6396786003943472
1;165.90888171877523;;;KNeighborsRegressor;0.6501640358241536;0.7597938710734964;86.48648648648648;0.5772867265208487;0.5535626978119401
2;256.69327421304513;S_2802, H_2802, X2, X3, Xs;29.384 + 1.94*S_2802 + 0.178*H_2802 + 1.162*X2 + 0.362*X3 + 0.363*Xs;Lars10;0.6892773732688582;0.7244975518934369;72.97297297297297;0.5248967026995831;0.47569562356529393
2;256.69327421304513;S_2802, H_2802, X2, X3, Xs;29.384 + 1.94*S_2802 + 0.178*H_2802 + 1.162*X2 + 0.362*X3 + 0.363*Xs;Lars11;0.6892773732688582;0.7244975518934369;72.97297297297297;0.5248967026995831;0.47569562356529393
2;256.69327421304513;S_2802, H_2802, X2, X3, Xs;29.384 + 1.94*S_2802 + 0.178*H_2802 + 1.162*X2 + 0.362*X3 + 0.363*Xs;Lars12;0.6892773732688582;0.7244975518934369;72.97297297297297;0.5248967026995831;0.47569562356529393
2;256.69327421304513;S_2802, H_2802, X2, X3, Xs;29.384 + 1.94*S_2802 + 0.178*H_2802 + 1.162*X2 + 0.362*X3 + 0.363*Xs;Lars13;0.6892773732688582;0.7244975518934369;72.97297297297297;0.5248967026995831;0.47569562356529393
2;256.69327421304513;S_2802, H_2802, X2, X3, Xs;29.384 + 1.94*S_2802 + 0.178*H_2802 + 1.162*X2 + 0.362*X3 + 0.363*Xs;Lars14;0.6892773732688582;0.7244975518934369;72.97297297297297;0.5248967026995831;0.47569562356529393
1;149.324582300158;;;AdaBoostRegressor;0.7265534112635742;0.6871099916179823;86.48648648648648;0.4721201405812636;0.46206483850150404
