Group;Prediction;Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t
2;222.39325420145192;;;KNeighborsRegressor;0.38544386710145845;0.9227312855397682;91.8918918918919;0.8514330253138732;0.9083190503752719
2;218.82700449663827;;;AdaBoostRegressor;0.3917705279118912;0.9200629616823177;91.8918918918919;0.846515853459638;0.9196865973189345
2;197.263133585273;;;StackingRegressorRidge;0.4338196390519011;0.9009997340581618;86.48648648648648;0.8118005207728782;0.8100304474613083
2;214.97238684494366;;;VotingRegressor;0.43710031087721335;0.899412762990966;86.48648648648648;0.8089433182310435;0.8628222772507852
0;194.62292624394186;;;BaggingRegressor;0.44064600753927835;0.8976809544819887;86.48648648648648;0.8058310960396942;0.8095338237054028
2;198.21434342556296;;;BaggingRegressor;0.45093405196235437;0.8925572703086412;91.8918918918919;0.7966584807808126;0.8415621567018257
2;199.15230093063946;;;ExtraTreesRegressor;0.45168877168560634;0.8921755732663544;86.48648648648648;0.7959772535331482;0.8135063007436601
0;221.55549041885263;;;HistGradientBoostingRegressor;0.47111554988136517;0.8820715042784111;89.1891891891892;0.7780501386599789;0.7556473479854533
0;206.34929952308747;;;VotingRegressor;0.47380043487336865;0.8806322432853607;86.48648648648648;0.7755131479138068;0.7907983090106394
0;196.117483112571;;;ExtraTreesRegressor;0.4745983365900827;0.8802024874458868;86.48648648648648;0.7747564189059265;0.7687300876868063
0;193.34800640790394;;;StackingRegressorRidge;0.475458538011673;0.8797381307137951;86.48648648648648;0.7739391786318025;0.760627631897902
0;213.91458293862846;;;RandomForestRegressor;0.48619642924781;0.8738495477979487;86.48648648648648;0.7636130321866792;0.8053774490959705
2;221.65108516722967;;;HistGradientBoostingRegressor;0.49606863499387266;0.8682833116991918;86.48648648648648;0.7539159093753159;0.8199015065343915
2;214.11120150183876;;;RandomForestRegressor;0.5126552404793705;0.8585945518165363;86.48648648648648;0.7371846044090387;0.8033892888329209
1;194.97581862008553;;;RandomForestRegressor;0.5535499719351612;0.8328159632059068;81.08108108108108;0.6935824285705822;0.7280938651018087
