Таблица  - Проверочные прогнозы максимумов весеннего половодья
р.Стешицы
Предикторы:;; S_2802, Smax, H_2802, X, X1, X2, X3, Xs, L_max, L_2802, Q12, Q01, Q02, Y_sum
Уравнение:;; Непараметрическая (нелинейная) модель
Модель:;; VotingRegressor

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;δ50% Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;δ50% Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1985.0;281.0;36.400000000000006;1324.9600000000005;1.2720161769953475;271.89684723689226;9.103152763107744;82.86739022847615;0.31811421913002597
2.0;1986.0;292.0;47.400000000000006;2246.7600000000007;1.6564166700433922;282.8966062865235;9.103393713476521;82.87177710256384;0.3181226392609858
3.0;1987.0;275.0;30.400000000000006;924.1600000000003;1.0623431807873234;269.0188074438882;5.981192556111807;35.774664393287296;0.2090157606895157
4.0;1988.0;291.0;46.400000000000006;2152.9600000000005;1.6214711706753882;251.53824478713858;39.46175521286142;1557.2301244797954;1.3790107418513793
5.0;1989.0;168.0;-76.6;5867.5599999999995;-2.67682525158911;227.31505617975952;-59.31505617975952;3518.2758896080286;-2.072794258242911
6.0;1991.0;195.0;-49.599999999999994;2460.1599999999994;-1.7332967686530005;249.12125426955757;-54.12125426955757;2929.1101637101033;-1.8912942568724105
7.0;1992.0;166.0;-78.6;6177.959999999999;-2.746716250325118;224.2980738703599;-58.2980738703599;3398.6654169939397;-2.037255303592515
8.0;1993.0;198.0;-46.599999999999994;2171.5599999999995;-1.6284602705489886;223.36751298363805;-25.36751298363805;643.5107149750451;-0.886480408937558
9.0;1994.0;286.0;41.400000000000006;1713.9600000000005;1.4467436738353678;262.1243374667311;23.875662533268894;570.04726140254;0.8343469499670261
10.0;1996.0;277.0;32.400000000000006;1049.7600000000004;1.1322341795233315;262.27605100475165;14.72394899524835;216.79467401467488;0.514535750307975
11.0;1998.0;207.0;-37.599999999999994;1413.7599999999995;-1.313950776236952;218.56060790481277;-11.56060790481277;133.6476551288195;-0.40399121623137724
12.0;1999.0;292.0;47.400000000000006;2246.7600000000007;1.6564166700433922;279.8907854446817;12.109214555318317;146.633077146733;0.4231625495899017
13.0;2001.0;216.0;-28.599999999999994;817.9599999999997;-0.9994412819249157;227.33533196399043;-11.335331963990427;128.48975073386308;-0.3961188359837436
14.0;2003.0;198.0;-46.599999999999994;2171.5599999999995;-1.6284602705489886;229.8411608457255;-31.84116084572551;1013.8595240033634;-1.1127052662108161
15.0;2004.0;296.0;51.400000000000006;2641.9600000000005;1.7961986675154082;267.40525956818385;28.59474043181615;817.6591803629412;0.999257483688271
16.0;2005.0;220.0;-24.599999999999994;605.1599999999997;-0.8596592844528994;236.5842878715698;-16.584287871569813;275.0386042070976;-0.5795462213347401
17.0;2006.0;279.0;34.400000000000006;1183.3600000000004;1.2021251782593394;263.82208246148645;15.177917538513555;230.36918080591735;0.530399907749743
18.0;2007.0;236.0;-8.599999999999994;73.95999999999991;-0.30053129456483463;246.56615626013462;-10.566156260134619;111.643658113582;-0.36923960691076635
19.0;2008.0;227.0;-17.599999999999994;309.7599999999998;-0.6150407888768711;222.16314582809824;4.836854171901763;23.39515828024349;0.1690262844073208
20.0;2009.0;233.0;-11.599999999999994;134.55999999999986;-0.40536779266884676;242.13913437208254;-9.139134372082538;83.52377707098047;-0.3193716144237144
21.0;2010.0;321.0;76.4;5836.960000000001;2.6698361517155096;294.3140920817771;26.68590791822288;712.1376814198707;0.9325523782908719
22.0;2011.0;242.0;-2.5999999999999943;6.7599999999999705;-0.09085829835681034;255.45745497226739;-13.457454972267385;181.10309433060416;-0.47027748422831284
23.0;2012.0;235.0;-9.599999999999994;92.1599999999999;-0.3354767939328387;243.398845638281;-8.398845638280989;70.54060805567158;-0.29350185494451186
24.0;2013.0;281.0;36.400000000000006;1324.9600000000005;1.2720161769953475;255.21079338715177;25.789206612848233;665.0831777201751;0.9012167033906138
25.0;2015.0;200.0;-44.599999999999994;1989.1599999999994;-1.5585692718129804;238.0396560993704;-38.039656099370404;1447.015436158368;-1.32931477817964
26.0;2017.0;267.0;22.400000000000006;501.7600000000003;0.7827791858432909;252.8474105272299;14.152589472770103;200.29578878476315;0.49456930647630837
27.0;2018.0;266.0;21.400000000000006;457.96000000000026;0.7478336864752868;254.58987205174378;11.410127948256218;130.19101979557763;0.39873261900463297
28.0;2019.0;200.0;-44.599999999999994;1989.1599999999994;-1.5585692718129804;216.41043437027471;-16.410434370274714;269.30235622109365;-0.573470823915107
29.0;2021.0;212.0;-32.599999999999994;1062.7599999999995;-1.139223279396932;230.8570803815654;-18.857080381565396;355.5894805168185;-0.6589700905563951
30.0;2023.0;281.0;36.400000000000006;1324.9600000000005;1.2720161769953475;252.6088719089336;28.391128091066406;806.05615428334;0.9921421487632831
Сумма;;7338.0
Средний;;244.6
Высший;;321.0
Низший;;166.0

σ = ;;42.4569558900338;;σ -;среднеквадратическое отклонение (см)
δдоп =;;28.61598826988278;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;30.0;;Pк -;климатическая обеспеченность в %
Pм =;;73.33333333333333;;Pм -;обеспеченность метода в %
S =;;26.680945233472297;;;(допустимой погрешности проверочных прогнозов)
S/σ =;;0.6284234155311943;;S -;среднеквадратическая погрешность (см)
(S/σ)^2 =;;0.3949159891878921;;S/σ -;критерий эффективности метода прогнозирования
ρ =;;0.7778714616259603;;ρ -;корреляционное отношение
;;;;;(оценка эффективности метода прогнозирования)
