Group;Prediction;Criterion;Correlation;Pm;R2;R2_t;Method;Predictors;Equations
0;621;0.3156083281753577;0.9488895526805824;96.96969696969697;0.9003913831863557;0.8466083022183524;VotingRegressor;;
0;560;0.32289052221671444;0.9464363215043141;100.0;0.8957417106626174;0.8187745345289346;RandomForestRegressor;;
0;628;0.3303822043075702;0.9438472329126525;93.93939393939394;0.8908475990768709;0.8246704598519037;HistGradientBoostingRegressor;;
0;607;0.3380758502867687;0.9411188657406027;96.96969696969697;0.8857047194528783;0.8341344393832332;BaggingRegressor;;
0;611;0.34947952862382464;0.9369439999663104;96.96969696969697;0.8778640590728694;0.8237586672011636;ExtraTreesRegressor;;
0;607;0.3844049569503548;0.9231645731244218;90.9090909090909;0.8522328290719959;0.7904772774604192;StackingRegressorRidge;;
2;583;0.4150500648205387;0.9097985731426855;90.9090909090909;0.8277334436924666;0.8010783237309143;VotingRegressor;;
2;567;0.4258722013133473;0.9047833266304832;90.9090909090909;0.8186328681485238;0.839516692979954;KNeighborsRegressor;;
2;560;0.45023238712850616;0.8929114164241417;84.84848484848484;0.797290797580567;0.7667334578383427;RandomForestRegressor;;
2;593;0.45801770148379595;0.888943071927275;87.87878787878788;0.7902197851275004;0.7912585701828984;ExtraTreesRegressor;;
2;611;0.4594493527388993;0.8882039699685014;84.84848484848484;0.7889062922678065;0.7564518723462647;HistGradientBoostingRegressor;;
1;594;0.46307658249236044;0.8863182716988273;84.84848484848484;0.7855600787471961;0.620080735132744;KNeighborsRegressor;;
1;640;0.4694968271281946;0.8829341591061919;84.84848484848484;0.7795727293165581;0.7045627126108303;HistGradientBoostingRegressor;;
1;631;0.4722537143295318;0.881462664723788;84.84848484848484;0.7769764293019611;0.7098517001900718;VotingRegressor;;
2;596;0.48616395153895037;0.8738676171045778;81.81818181818183;0.7636446122240331;0.7734565020086882;StackingRegressorRidge;;
2;575;0.48780148629274467;0.8729545864308115;78.78787878787878;0.7620497099705893;0.7558409166906318;BaggingRegressor;;
1;590;0.503548868668113;0.8639667452298517;87.87878787878788;0.7464385368630635;0.5270072912173583;AdaBoostRegressor;;
1;610;0.5340435856643054;0.8454569466334828;84.84848484848484;0.7147974486108117;0.6992425027534394;BaggingRegressor;;
1;659;0.5572787882567697;0.8303254495431694;72.72727272727273;0.6894403521590665;0.6218097374138486;RandomForestRegressor;;
2;573;0.5603697564780019;0.8282425586896539;78.78787878787878;0.6859857360247849;0.8356205038713848;AdaBoostRegressor;;
1;629;0.5688055037999499;0.8224720656939573;72.72727272727273;0.6764602988468853;0.6689446173356846;ExtraTreesRegressor;;
0;597;0.6090507502193873;0.7931312524779247;84.84848484848484;0.6290571836572016;0.5476335776664292;OMP5;S_2802, H_2802, X, Q01, Q02;217.584 + 3.308*S_2802 + 0.316*H_2802 + 0.455*X + 0.056*Q01 + 0.399*Q02
0;597;0.6090507502193873;0.7931312524779247;84.84848484848484;0.6290571836572016;0.5476335776664292;OMPCV;S_2802, H_2802, X, Q01, Q02;217.584 + 3.308*S_2802 + 0.316*H_2802 + 0.455*X + 0.056*Q01 + 0.399*Q02
0;571;0.6149343244646337;0.7885783262271571;78.78787878787878;0.6218557765952246;0.5322867899094605;OMP3;S_2802, H_2802, Q01;275.645 + 3.543*S_2802 + 0.484*H_2802 + 0.112*Q01
0;599;0.6203380321284876;0.7843345752260036;81.81818181818183;0.6151807258949555;0.5532510519913638;OMP6;S_2802, H_2802, X, Q12, Q01, Q02;205.037 + 3.091*S_2802 + 0.172*H_2802 + 0.556*X + 0.242*Q12 - 0.042*Q01 + 0.507*Q02
0;613;0.6209829509585436;0.7838240712167617;75.75757575757575;0.614380174618819;0.5293263917150608;OMP4;S_2802, H_2802, X, Q01;236.574 + 3.292*S_2802 + 0.509*H_2802 + 0.412*X + 0.084*Q01
