Group;Prediction;Criterion;Correlation;Pm;R2;R2_t;Method;Predictors;Equations
0;519;0.3985821611491673;0.9171326298925686;93.75;0.8411322608136593;0.8157442864899106;StackingRegressorRidge;;
0;523;0.4068564050244746;0.9134921267808281;93.75;0.8344678656905606;0.8087788169958314;ExtraTreesRegressor;;
0;549;0.4165183227366601;0.9091273215697785;90.625;0.8265124868246394;0.8144945706050315;BaggingRegressor;;
2;534;0.43829829615431126;0.8988295742732476;84.375;0.8078946035882277;0.8018048775855947;KNeighborsRegressor;;
0;538;0.45550394838644986;0.8902337631231217;87.5;0.7925161530043544;0.7828404294377871;VotingRegressor;;
2;574;0.46856637113924826;0.8834282969417474;84.375;0.7804455558373963;0.8048293581348662;VotingRegressor;;
2;527;0.47876406501518765;0.8779436030008609;81.25;0.7707849700501332;0.7502845918803138;RandomForestRegressor;;
2;566;0.4828545669640624;0.8757005579317326;78.125;0.7668514671619477;0.7883665671291289;AdaBoostRegressor;;
0;506;0.4834968087791273;0.8753461234851045;84.375;0.7662308359004;0.7537986178247625;RandomForestRegressor;;
2;612;0.4837153290465319;0.8752253883688506;81.25;0.7660194804454054;0.827640946285088;ExtraTreesRegressor;;
0;560;0.5026949740005467;0.8644638587671492;84.375;0.7472977631145896;0.7897961865688652;HistGradientBoostingRegressor;;
2;614;0.5163109371639328;0.8564012004690916;84.375;0.7334230161649014;0.7847430866470064;HistGradientBoostingRegressor;;
2;581;0.5488296255502483;0.8359342331298404;81.25;0.6987860421183743;0.639510303765723;BaggingRegressor;;
0;563;0.5701706143175146;0.8215263054636704;87.5;0.674905470568788;0.6899916949960416;KNeighborsRegressor;;
2;665;0.5935780609955013;0.8047764195755371;71.875;0.647665085504821;0.6338760252289264;LinearRegression;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
2;665;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6338760252289264;Lars10;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
2;665;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6338760252289264;Lars11;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
2;665;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6338760252289264;Lars12;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
2;665;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6338760252289264;Lars13;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
2;665;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6338760252289264;Lars14;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
2;665;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6338760252289264;Lars4;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
2;665;0.5935780609955014;0.8047764195755371;71.875;0.6476650855048209;0.6338760252289264;Lars5;S_2802, H_2802, X2, Xs;387.836 + 4.504*S_2802 + 0.261*H_2802 + 0.131*X2 + 0.255*Xs
