Group;Prediction;Criterion;Correlation;Pm;R2;R2_t;Method;Predictors;Equations
0;587;0.22075333613226947;0.9753296696945465;100.0;0.9512679645864732;0.8443525793312139;KNeighborsRegressor;;
0;594;0.2369945476678723;0.9715109800592583;93.75;0.9438335843757006;0.9344475497640183;AdaBoostRegressor;;
0;679;0.3082206319814464;0.9513149016077472;100.0;0.9050000420209579;0.8466544308787037;RandomForestRegressor;;
0;685;0.3138911441695436;0.9494589773191545;96.875;0.9014723496119348;0.8724834397454677;VotingRegressor;;
2;727;0.3245621776819658;0.9458643628017391;93.75;0.8946593928183401;0.8349615761443603;KNeighborsRegressor;;
0;713;0.35338901046513177;0.9354764600365286;93.75;0.875116207282475;0.8607614081054553;HistGradientBoostingRegressor;;
0;694;0.3713551186362272;0.9284909131826081;90.625;0.8620953758626736;0.860963473722885;BaggingRegressor;;
0;663;0.39536679545967884;0.9185233241719801;90.625;0.8436850970479445;0.8434520578625474;ExtraTreesRegressor;;
0;661;0.4188869127436328;0.9080384101634182;87.5;0.8245337543321082;0.8337432490863323;StackingRegressorRidge;;
2;662;0.4326443789989577;0.90156466286152;90.625;0.8128188413206063;0.8063702130293539;VotingRegressor;;
2;744;0.44526630372703024;0.8953981900614206;84.375;0.801737918765268;0.8445424461437582;AdaBoostRegressor;;
2;637;0.45376279990061624;0.8911225064077067;87.5;0.7940993214263533;0.7953098423828009;ExtraTreesRegressor;;
2;734;0.4704335243656216;0.8824354362518202;84.375;0.7786922991529401;0.789183449832047;HistGradientBoostingRegressor;;
2;627;0.4704856017984091;0.8824076713743987;81.25;0.7786432985003888;0.7831372503020733;StackingRegressorRidge;;
2;606;0.4994033128747069;0.8663696272895118;84.375;0.7505963310897676;0.7591795023170056;RandomForestRegressor;;
2;685;0.51219917259615;0.8588666995476186;75.0;0.7376520075918194;0.7420033385014895;BaggingRegressor;;
2;841;0.5898813117605459;0.8074899615695899;75.0;0.6520400380356577;0.6732424967746495;LinearRegression;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars10;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars11;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars12;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars13;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars14;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars5;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars6;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars7;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars8;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;Lars9;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;LarsCV;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605463;0.8074899615695895;75.0;0.6520400380356572;0.6732424967746498;LassoLarsCV;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605464;0.8074899615695894;75.0;0.6520400380356572;0.6732424967746498;OMP5;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898813117605464;0.8074899615695894;75.0;0.6520400380356572;0.6732424967746498;OMPCV;S_2802, H_2802, X2, Xs, Y_sum;215.802 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;841;0.5898818897628987;0.8074895393314712;75.0;0.6520393561297515;0.6732423655418112;RidgeCV;S_2802, H_2802, X2, Xs, Y_sum;215.809 + 3.68*S_2802 + 0.531*H_2802 + 1.211*X2 + 0.566*Xs + 1.287*Y_sum
2;840;0.5900015824890907;0.8074020885905415;75.0;0.6518981326603687;0.6733266229535824;LassoCV;S_2802, H_2802, X2, Xs, Y_sum;217.638 + 3.68*S_2802 + 0.531*H_2802 + 1.204*X2 + 0.562*Xs + 1.266*Y_sum
2;840;0.5900563610202343;0.8073620568366827;75.0;0.651833490819559;0.6731965740630856;BayesianRidge;S_2802, H_2802, X2, Xs, Y_sum;217.707 + 3.667*S_2802 + 0.53*H_2802 + 1.205*X2 + 0.568*Xs + 1.272*Y_sum
2;839;0.5902051840560347;0.8072532692491138;75.0;0.6516578407133822;0.6732662764530782;ElasticNetCV;S_2802, H_2802, X2, Xs, Y_sum;219.856 + 3.665*S_2802 + 0.529*H_2802 + 1.197*X2 + 0.564*Xs + 1.249*Y_sum
0;930;0.5941205748699622;0.8043759957359404;78.125;0.6470207425161857;0.6593640177304446;Lars9;S_2802, H_2802, X, X1, X2, Xs, Q12, Q01, Q02;238.5 + 2.815*S_2802 + 0.481*H_2802 - 0.521*X - 1.685*X1 + 2.402*X2 + 1.624*Xs + 0.285*Q12 - 0.05*Q01 - 0.016*Q02
2;789;0.5996564773713255;0.8002575267666109;71.875;0.6404121091466131;0.6759009270312011;Lars4;S_2802, H_2802, X2, Xs;324.377 + 3.674*S_2802 + 0.543*H_2802 + 0.792*X2 + 0.325*Xs
2;846;0.603962830075719;0.7970124841474744;75.0;0.6352288998869282;0.6818139746565045;HuberRegressor;S_2802, H_2802, X2, Xs, Y_sum;198.745 + 3.554*S_2802 + 0.6*H_2802 + 1.57*X2 + 0.428*Xs + 1.162*Y_sum
2;827;0.6040141750084604;0.7969735732060687;71.875;0.6351668763888489;0.6761802596224951;OMP4;S_2802, H_2802, X2, Xs;233.0 + 3.896*S_2802 + 0.702*H_2802 + 1.172*X2 + 0.378*Xs
2;735;0.6046625377037348;0.7964817734874285;71.875;0.6343832154976796;0.6630624769557507;OMP2;S_2802, H_2802;409.659 + 4.183*S_2802 + 0.464*H_2802
2;899;0.6112317822397986;0.7914516462677675;78.125;0.6263957083799595;0.6821464929636736;PassiveAggressiveRegressor;S_2802, H_2802, X2, Xs, Y_sum;0.135 + 3.719*S_2802 + 0.663*H_2802 + 1.848*X2 + 1.15*Xs + 1.993*Y_sum
2;844;0.6156817561978453;0.787994908032493;75.0;0.6209359750851371;0.6672247940747988;QuantileRegressor;S_2802, H_2802, X2, Xs, Y_sum;235.255 + 3.406*S_2802 + 0.642*H_2802 + 1.555*X2 + 0.415*Xs + 0.382*Y_sum
2;728;0.6227502072901054;0.7824207175938855;68.75;0.6121821793201307;0.6342560620730251;Lars3;S_2802, H_2802, Xs;514.973 + 3.212*S_2802 + 0.211*H_2802 + 0.213*Xs
2;805;0.6238521709787977;0.7815423653040448;68.75;0.6108084687650409;0.6707293066458409;OMP3;S_2802, H_2802, X2;253.944 + 4.051*S_2802 + 0.75*H_2802 + 1.262*X2
2;631;0.6420043844640783;0.7667009653893101;65.625;0.5878303703289001;0.586802908049155;OMP1;S_2802;583.5 + 3.837*S_2802
0;824;0.6615502622244451;0.749900827143675;71.875;0.562351250550768;0.6491037373915254;OMP5;S_2802, H_2802, X, Q12, Q01;321.335 + 2.945*S_2802 + 0.328*H_2802 + 1.179*X + 0.244*Q12 - 0.053*Q01
0;824;0.6615502622244451;0.749900827143675;71.875;0.562351250550768;0.6491037373915254;OMPCV;S_2802, H_2802, X, Q12, Q01;321.335 + 2.945*S_2802 + 0.328*H_2802 + 1.179*X + 0.244*Q12 - 0.053*Q01
1;687;0.6630694281597649;0.748557902529846;68.75;0.5603389334398825;0.5873450008285067;BaggingRegressor;;
0;915;0.6647683518178011;0.7470495555325926;68.75;0.5580830384214444;0.6429207750120702;Lars8;S_2802, H_2802, X, X2, Xs, Q12, Q01, Q02;247.823 + 2.808*S_2802 + 0.437*H_2802 + 0.959*X + 0.789*X2 + 0.138*Xs + 0.273*Q12 - 0.024*Q01 - 0.019*Q02
0;860;0.6670256615444398;0.7450347420363713;68.75;0.5550767668412026;0.6401241261702197;Lars7;S_2802, H_2802, X, X2, Xs, Q12, Q01;256.449 + 2.791*S_2802 + 0.416*H_2802 + 0.976*X + 0.756*X2 + 0.11*Xs + 0.27*Q12 - 0.025*Q01
2;696;0.6730656755512905;0.7395827177501412;68.75;0.546982596394685;0.5728730872399277;Lars2;S_2802, H_2802;608.567 + 2.765*S_2802 + 0.082*H_2802
0;816;0.6763626596489251;0.7365687697918182;68.75;0.5425335526326324;0.6197160110650763;Lars5;S_2802, H_2802, X, X2, Q12;320.01 + 2.664*S_2802 + 0.318*H_2802 + 1.035*X + 0.478*X2 + 0.231*Q12
0;845;0.6769453491966656;0.7360332833513743;65.625;0.5417449942010045;0.6246777446125991;Lars6;S_2802, H_2802, X, X2, Q12, Q01;298.241 + 2.711*S_2802 + 0.359*H_2802 + 1.04*X + 0.579*X2 + 0.241*Q12 - 0.01*Q01
0;877;0.6863107966152542;0.7273083874460236;68.75;0.5289774904493354;0.6381238618053696;OMP6;S_2802, H_2802, X, X2, Q12, Q01;204.085 + 2.914*S_2802 + 0.536*H_2802 + 1.063*X + 1.016*X2 + 0.285*Q12 - 0.053*Q01
0;884;0.6890127836007482;0.7247491869845377;68.75;0.5252613840347484;0.63545687959836;OMP7;S_2802, H_2802, X, X2, Q12, Q01, Q02;196.545 + 2.935*S_2802 + 0.627*H_2802 + 1.066*X + 1.034*X2 + 0.265*Q12 - 0.024*Q01 - 0.133*Q02
0;785;0.6927574602657274;0.7211706464119149;75.0;0.5200871012461792;0.6170520350191386;OMP4;S_2802, X, Q12, Q01;402.748 + 2.507*S_2802 + 1.349*X + 0.347*Q12 - 0.037*Q01
0;793;0.6934072233085142;0.7205459198854548;68.75;0.5191864226635764;0.5878490213899128;Lars4;S_2802, H_2802, X, Q12;419.33 + 2.366*S_2802 + 0.13*H_2802 + 1.072*X + 0.227*Q12
1;859;0.6969339281280843;0.717135342751951;65.625;0.5142830998239583;0.6439003321932928;HuberRegressor;Smax, H_2802, X, X1, Y_sum;218.345 + 3.383*Smax + 0.363*H_2802 + 0.88*X + 0.267*X1 + 1.586*Y_sum
2;683;0.701269679662162;0.7128960908761729;65.625;0.5082208363865288;0.5291132898660049;Lars1;S_2802;651.234 + 2.461*S_2802
1;1138;0.7033670687021312;0.7108268190391887;65.625;0.5052747666653715;0.630038811653191;PassiveAggressiveRegressor;Smax, H_2802, X, X1, Y_sum;0.321 + 3.299*Smax + 0.482*H_2802 + 1.798*X + 1.289*X1 + 2.002*Y_sum
0;849;0.7094128346882689;0.7047931824156325;75.0;0.49673342997955505;0.599638571130285;QuantileRegressor;S_2802, H_2802, X, X1, X2, Q12, Q01;213.928 + 2.718*S_2802 + 0.518*H_2802 + 1.011*X - 0.114*X1 + 0.795*X2 + 0.254*Q12 - 0.006*Q01
1;672;0.7094846971130797;0.7047208415836455;71.875;0.4966314645623616;0.522585254720122;ExtraTreesRegressor;;
1;861;0.7095342574152927;0.7046709427485492;56.25;0.49656113755412923;0.6105981248370782;OMP3;Smax, H_2802, X;298.053 + 3.08*Smax + 0.395*H_2802 + 1.135*X
1;873;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.594034542639478;Lars10;Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum
1;873;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.594034542639478;Lars11;Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum
1;873;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.594034542639478;Lars12;Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum
1;873;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.594034542639478;Lars13;Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum
