Group;Prediction;Criterion;Correlation;Pm;R2;R2_t;Method;Predictors;Equations
2;222;0.38544386710145845;0.9227312855397682;91.8918918918919;0.8514330253138732;0.9083190503752719;KNeighborsRegressor;;
2;219;0.3917705279118912;0.9200629616823177;91.8918918918919;0.846515853459638;0.9196865973189345;AdaBoostRegressor;;
2;197;0.43381963904167087;0.9009997340630875;86.48648648648648;0.8118005207817545;0.8100304474620208;StackingRegressorRidge;;
2;215;0.43710031087721335;0.899412762990966;86.48648648648648;0.8089433182310435;0.8628222772507852;VotingRegressor;;
2;198;0.45093405196235437;0.8925572703086412;91.8918918918919;0.7966584807808126;0.8415621567018257;BaggingRegressor;;
2;199;0.45168877168560634;0.8921755732663544;86.48648648648648;0.7959772535331482;0.8135063007436601;ExtraTreesRegressor;;
2;222;0.49606863499387266;0.8682833116991918;86.48648648648648;0.7539159093753159;0.8199015065343915;HistGradientBoostingRegressor;;
2;214;0.5126552404793705;0.8585945518165363;86.48648648648648;0.7371846044090387;0.8033892888329209;RandomForestRegressor;;
0;222;0.6443578702559734;0.7647240907930037;78.37837837837837;0.5848029350391863;0.5261387337198209;HistGradientBoostingRegressor;;
0;195;0.645068400989364;0.7641248314542756;72.97297297297297;0.583886758045025;0.5469147090361685;BaggingRegressor;;
0;214;0.6483461863801665;0.7613456656514795;72.97297297297297;0.5796472226062943;0.5447052858449428;RandomForestRegressor;;
0;206;0.6526698926152952;0.7576424032969241;72.97297297297297;0.574022011273539;0.527869212093802;VotingRegressor;;
0;196;0.6561159818417305;0.7546600680914963;75.67567567567568;0.5695118183718618;0.48693626205656504;ExtraTreesRegressor;;
0;193;0.6573439705200487;0.753590674319247;75.67567567567568;0.5678989044209373;0.47405470527960536;StackingRegressorRidge;;
2;197;0.7357050600556001;0.6773020482831761;54.054054054054056;0.4587380646085859;0.4350585261488753;HuberRegressor;S_2802, H_2802, X2, X3, Xs;96.727 + 0.559*S_2802 + 0.14*H_2802 + 0.744*X2 + 0.217*X3 + 0.069*Xs
2;198;0.7370208089954101;0.6758700519387963;59.45945945945946;0.4568003271077512;0.44519320727146927;OMP4;S_2802, X2, X3, Xs;101.689 + 0.509*S_2802 + 0.763*X2 + 0.234*X3 + 0.169*Xs
2;182;0.737815838361711;0.6750020656728433;70.27027027027027;0.45562778866260545;0.4818925035476711;OMP3;S_2802, X2, X3;118.65 + 0.536*S_2802 + 0.716*X2 + 0.248*X3
2;192;0.7378297058457688;0.674986907407504;67.56756756756756;0.45560732517154623;0.4768594837886494;Lars4;S_2802, X2, X3, Xs;129.565 + 0.471*S_2802 + 0.52*X2 + 0.17*X3 + 0.088*Xs
2;187;0.7382396224830761;0.6745385532317967;62.16216216216216;0.45500225979604525;0.4167262250612659;QuantileRegressor;S_2802, H_2802, X2, X3, Xs;107.116 + 0.548*S_2802 + 0.077*H_2802 + 0.604*X2 + 0.226*X3 + 0.047*Xs
2;181;0.7389949463169143;0.673710968678751;67.56756756756756;0.453886469318061;0.457372283909086;OMP2;S_2802, X3;143.997 + 0.568*S_2802 + 0.217*X3
2;207;0.7469401076267584;0.6648913261718237;59.45945945945946;0.4420804756185265;0.40644004934262534;ElasticNetCV;S_2802, H_2802, X2, X3, Xs;85.831 + 0.567*S_2802 + 0.187*H_2802 + 0.819*X2 + 0.195*X3 + 0.136*Xs
2;207;0.7470747078552442;0.6647400852084983;59.45945945945946;0.4418793808830015;0.4059864404751081;LassoCV;S_2802, H_2802, X2, X3, Xs;85.635 + 0.567*S_2802 + 0.188*H_2802 + 0.821*X2 + 0.195*X3 + 0.136*Xs
2;207;0.7471154753698266;0.6646942654054705;59.45945945945946;0.441818466462918;0.4057679738152906;BayesianRidge;S_2802, H_2802, X2, X3, Xs;85.625 + 0.567*S_2802 + 0.188*H_2802 + 0.819*X2 + 0.195*X3 + 0.136*Xs
2;207;0.747420355410336;0.6643514223047069;59.45945945945946;0.441362812318287;0.4047445902928303;RidgeCV;S_2802, H_2802, X2, X3, Xs;85.186 + 0.568*S_2802 + 0.19*H_2802 + 0.824*X2 + 0.196*X3 + 0.136*Xs
2;207;0.7474221298196634;0.6643494260220583;59.45945945945946;0.4413601598558381;0.4047386560980544;Lars10;S_2802, H_2802, X2, X3, Xs;85.183 + 0.568*S_2802 + 0.19*H_2802 + 0.824*X2 + 0.196*X3 + 0.136*Xs
2;207;0.7474221298196634;0.6643494260220583;59.45945945945946;0.4413601598558381;0.4047386560980544;Lars11;S_2802, H_2802, X2, X3, Xs;85.183 + 0.568*S_2802 + 0.19*H_2802 + 0.824*X2 + 0.196*X3 + 0.136*Xs
2;207;0.7474221298196634;0.6643494260220583;59.45945945945946;0.4413601598558381;0.4047386560980544;Lars12;S_2802, H_2802, X2, X3, Xs;85.183 + 0.568*S_2802 + 0.19*H_2802 + 0.824*X2 + 0.196*X3 + 0.136*Xs
