Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t;Prediction
;;KNeighborsRegressor;0.21939501586994872;0.9756361140360811;97.2972972972973;0.951865827011425;0.8379918374009795;192.05654380734305
Smax, H_2802, X, X1, X3;121.313 + 2.448*Smax - 0.194*H_2802 - 0.102*X + 0.498*X1 + 0.399*X3;Lars6;0.6832346203426318;0.7301989136976716;78.37837837837837;0.5331904535652596;0.65608910916496;339.8300631316456
