Predictors;Equations;Method;Criterion;Correlation;Pm
s_2802, h, x2, x3, xs;105.79 + 1.98*s_2802 + 0.24*h + 0.89*x2 + 0.34*x3 + 0.11*xs;Lasso;0.6229371342072485;0.7822719008283887;85.71428571
s_2802, h, x2, x3, xs;62.18 + 1.96*s_2802 + 0.32*h + 1.27*x2 + 0.42*x3 + 0.26*xs;LassoLars;0.624716185216819;0.7808518988439134;82.85714286
s_2802, h, x2, x3, xs;61.74 + 1.96*s_2802 + 0.32*h + 1.27*x2 + 0.42*x3 + 0.26*xs;Lars5;0.6247693482606635;0.7808093630803524;82.85714286
s_2802, h, x2, x3, xs;61.74 + 1.96*s_2802 + 0.32*h + 1.27*x2 + 0.42*x3 + 0.26*xs;Lars6;0.6247693482606635;0.7808093630803524;82.85714286
s_2802, h, x2, x3, xs;61.74 + 1.96*s_2802 + 0.32*h + 1.27*x2 + 0.42*x3 + 0.26*xs;Lars7;0.6247693482606635;0.7808093630803524;82.85714286
s_2802, h, x2, x3, xs;61.74 + 1.96*s_2802 + 0.32*h + 1.27*x2 + 0.42*x3 + 0.26*xs;Lars8;0.6247693482606635;0.7808093630803524;82.85714286
s_2802, h, x2, x3, xs;61.74 + 1.96*s_2802 + 0.32*h + 1.27*x2 + 0.42*x3 + 0.26*xs;LinearRegression;0.6247693482606637;0.7808093630803524;82.85714286
s_2802, h, x2, x3, xs;61.79 + 1.96*s_2802 + 0.32*h + 1.27*x2 + 0.42*x3 + 0.26*xs;Ridge;0.6247849615563048;0.7807968697510811;82.85714286
s_2802, h, x2, x3, xs;62.17 + 1.96*s_2802 + 0.32*h + 1.26*x2 + 0.42*x3 + 0.26*xs;ElasticNet;0.6248566259651895;0.7807395192939827;82.85714286
s_2802, h, x2, x3;136.62 + 1.99*s_2802 + 0.18*h + 0.62*x2 + 0.28*x3;Lars4;0.6258629215487191;0.7799330762510985;85.71428571
s_2802, h, x3;192.01 + 1.98*s_2802 + 0.02*h + 0.14*x3;Lars3;0.6388693277422234;0.7693152683199519;77.14285714
s_2802, h, x3;200.58 + 1.93*s_2802 + 0.01*h + 0.09*x3;LarsCV;0.6454612682640556;0.7637930028292723;77.14285714
s_2802, h, x2, x3, xs;100.38 + 1.59*s_2802 + 0.38*h + 0.79*x2 + 0.32*x3 + 0.17*xs;ElasticNetCV;0.6464513779584592;0.7629551860598428;77.14285714
s_2802, x3;207.45 + 1.9*s_2802 + 0.06*x3;Lars2;0.6513361885092765;0.7587892787449017;80.0
s_2802;217.14 + 1.83*s_2802;Lars1;0.6615270876312931;0.7499212707545103;77.14285714
