Year;Hmax fact;Hf-Havg;(Hf-Havg)^2;Error climate;Hmax forecast;Hf-Hfor;(Hf-Hfor)^2;Error forecast
1978.0;340.0;60.1142857142857;3613.7273469387737;0.92;400.0415496803483;-60.04154968034828;3604.9876880177308;-0.92
1979.0;628.0;348.1142857142857;121183.55591836733;5.35;442.90537039108006;185.09462960891994;34260.02191006327;2.85
1980.0;342.0;62.1142857142857;3858.1844897959168;0.96;331.92982538056987;10.070174619430134;101.40841686581484;0.15
1981.0;282.0;2.1142857142856997;4.470204081632591;0.03;258.39560197112974;23.604398028870264;557.1676063053344;0.36
1982.0;399.0;119.1142857142857;14188.213061224486;1.83;362.09581997028016;36.90418002971984;1361.9185036659726;0.57
1983.0;269.0;-10.8857142857143;118.4987755102044;-0.17;213.86674393372803;55.13325606627197;3039.6759244691148;0.85
1984.0;206.0;-73.8857142857143;5459.098775510206;-1.14;227.65953141260044;-21.659531412600444;469.13530101342536;-0.33
1985.0;336.0;56.1142857142857;3148.813061224488;0.86;303.0692749659191;32.93072503408092;1084.432651270244;0.51
1986.0;329.0;49.1142857142857;2412.2130612244882;0.76;399.02930536294883;-70.02930536294883;4904.103609617134;-1.08
1987.0;350.0;70.1142857142857;4916.0130612244875;1.08;282.61565529127483;67.38434470872517;4540.649911824297;1.04
1988.0;401.0;121.1142857142857;14668.670204081629;1.86;231.65406442986563;169.34593557013437;28678.0458941241;2.6
1989.0;161.0;-118.8857142857143;14133.813061224493;-1.83;259.9076667559577;-98.90766675595768;9782.726543107576;-1.52
1991.0;243.0;-36.8857142857143;1360.555918367348;-0.57;274.48459060287234;-31.484590602872345;991.2794454304776;-0.48
1992.0;182.0;-97.8857142857143;9581.613061224492;-1.51;197.08359901446127;-15.08359901446127;227.514959229057;-0.23
1993.0;237.0;-42.8857142857143;1839.1844897959197;-0.66;229.65784764472264;7.3421523552773635;53.90720120810494;0.11
1994.0;378.0;98.1142857142857;9626.413061224486;1.51;257.39138197229613;120.60861802770387;14546.438742552575;1.86
1995.0;234.0;-45.8857142857143;2105.4987755102056;-0.71;191.0535409588159;42.94645904118411;1844.3983441761047;0.66
1996.0;377.0;97.1142857142857;9431.184489795916;1.49;398.5852768323888;-21.585276832388786;465.92417593086003;-0.33
1999.0;305.0;25.1142857142857;630.7273469387748;0.39;260.20130072165455;44.79869927834545;2006.9234570316294;0.69
2001.0;169.0;-110.8857142857143;12295.641632653065;-1.71;174.53465925210975;-5.534659252109748;30.632453036964034;-0.09
2003.0;256.0;-23.8857142857143;570.5273469387762;-0.37;307.51935144732505;-51.51935144732505;2654.243573552994;-0.79
2004.0;272.0;-7.8857142857143;62.1844897959186;-0.12;296.17111417722543;-24.171114177225434;584.2427605684684;-0.37
2005.0;232.0;-47.8857142857143;2293.0416326530626;-0.74;295.18895746949863;-63.18895746949863;3992.8443460821068;-0.97
2007.0;363.0;83.1142857142857;6907.984489795916;1.28;334.6211015752173;28.378898424782676;805.3618758041326;0.44
2008.0;160.0;-119.8857142857143;14372.584489795921;-1.84;180.17957118848597;-20.179571188485966;407.21509335117287;-0.31
2009.0;186.0;-93.8857142857143;8814.527346938778;-1.44;215.3465686623485;-29.34656866234849;861.2210922539343;-0.45
2010.0;327.0;47.1142857142857;2219.7559183673457;0.72;368.290223657867;-41.29022365786699;1704.8825697166787;-0.64
2011.0;261.0;-18.8857142857143;356.6702040816332;-0.29;295.686864755392;-34.68686475539198;1203.1785865588542;-0.53
2012.0;205.0;-74.8857142857143;5607.870204081635;-1.15;235.52609362344256;-30.526093623442563;931.8423919071807;-0.47
2013.0;314.0;34.1142857142857;1163.7844897959174;0.52;359.6790725972196;-45.6790725972196;2086.577673342059;-0.7
2015.0;143.0;-136.8857142857143;18737.69877551021;-2.11;176.18699577471875;-33.18699577471875;1101.3766885512005;-0.51
2017.0;296.0;16.1142857142857;259.67020408163216;0.25;278.06546638621273;17.934533613787266;321.6474959440653;0.28
2018.0;249.0;-30.8857142857143;953.9273469387764;-0.48;238.29684596304506;10.703154036954942;114.55750633878486;0.16
2019.0;171.0;-108.8857142857143;11856.098775510207;-1.67;210.00537003525136;-39.00537003525136;1521.4188915868847;-0.6
2021.0;193.0;-86.8857142857143;7549.127346938778;-1.34;309.5174814140032;-116.51748141400321;13576.323475062585;-1.79
