Year;Hmax fact;Hf-Havg;(Hf-Havg)^2;Error climate;Hmax forecast;Hf-Hfor;(Hf-Hfor)^2;Error forecast
2009.0;214.0;-75.59459459459458;5714.5427319211085;-1.54;269.0307089353679;-55.0307089353679;3028.3789259291802;-1.12
2010.0;379.0;89.40540540540542;7993.326515704896;1.82;364.518141933597;14.481858066402992;209.72421305544142;0.3
2011.0;224.0;-65.59459459459458;4302.650840029217;-1.34;279.57283155032405;-55.572831550324054;3088.3396065206925;-1.13
2012.0;254.0;-35.59459459459458;1266.975164353542;-0.73;216.5567670345915;37.4432329654085;1401.9956949018538;0.76
2013.0;363.0;73.40540540540542;5388.353542731923;1.5;408.3361693165207;-45.33616931652068;2055.3682482962313;-0.92
2015.0;181.0;-108.59459459459458;11792.78597516435;-2.21;180.31675057063956;0.6832494293604441;0.4668297827213725;0.01
2017.0;275.0;-14.594594594594582;213.0021913805694;-0.3;248.94776925587453;26.052230744125467;678.7187267451561;0.53
2018.0;252.0;-37.59459459459458;1413.3535427319202;-0.77;289.6085964189758;-37.60859641897582;1414.406524605401;-0.77
2019.0;205.0;-84.59459459459458;7156.245434623811;-1.72;376.38676874092516;-171.38676874092516;29373.424499455363;-3.49
2021.0;218.0;-71.59459459459458;5125.785975164352;-1.46;234.20739819102346;-16.207398191023458;262.6797561223905;-0.33
