Predictors;Equations;Method;Criterion;Correlation;Pm
Smax, H_2802, X, X1, X3;114.764 + 0.475*Smax - 0.171*H_2802 + 0.295*X + 0.238*X1 + 0.22*X3;LinearRegression;0.6341408563987987;0.7732175465196055;78.37837837837837
Smax, H_2802, X, X1, X3;114.764 + 0.475*Smax - 0.171*H_2802 + 0.295*X + 0.238*X1 + 0.22*X3;OMP5;0.6341408563987987;0.7732175465196055;78.37837837837837
Smax, H_2802, X, X1, X3;114.764 + 0.475*Smax - 0.171*H_2802 + 0.295*X + 0.238*X1 + 0.22*X3;Lars5;0.6341408563987989;0.7732175465196053;78.37837837837837
Smax, H_2802, X, X1, X3;114.764 + 0.475*Smax - 0.171*H_2802 + 0.295*X + 0.238*X1 + 0.22*X3;LassoLars;0.634140856398838;0.7732175465195732;78.37837837837837
Smax, H_2802, X, X1, X3;114.764 + 0.475*Smax - 0.171*H_2802 + 0.295*X + 0.238*X1 + 0.22*X3;Lasso;0.6341408563988381;0.7732175465195732;78.37837837837837
Smax, H_2802, X, X1, X3;116.375 + 0.469*Smax - 0.163*H_2802 + 0.288*X + 0.223*X1 + 0.215*X3;Ridge;0.6343129982217847;0.7730763353556298;78.37837837837837
Smax, H_2802, X, X1, X3;126.003 + 0.427*Smax - 0.121*H_2802 + 0.253*X + 0.142*X1 + 0.186*X3;BayesianRidge;0.6417148269713323;0.7669433361371315;78.37837837837837
Smax, H_2802, X, X1, X3;127.185 + 0.446*Smax - 0.236*H_2802 + 0.244*X + 0.288*X1 + 0.22*X3;HuberRegressor;0.6449935607012381;0.764188004782814;83.78378378378379
Smax, H_2802, X, X1, X3;129.925 + 0.409*Smax - 0.105*H_2802 + 0.239*X + 0.114*X1 + 0.174*X3;ElasticNet;0.6476172221143032;0.7619658349433741;75.67567567567568
Smax, X, X1, X3;102.861 + 0.483*Smax + 0.286*X + 0.183*X1 + 0.188*X3;OMP4;0.6488544405120205;0.7609125541268411;75.67567567567568
Smax, H_2802, X, X1, X3;129.005 + 0.501*Smax - 0.255*H_2802 + 0.204*X + 0.269*X1 + 0.231*X3;TheilSenRegressor;0.6495137322310617;0.7603498613423144;83.78378378378379
Smax, H_2802, X, X1, X3;128.938 + 0.463*Smax - 0.015*H_2802 + 0.2*X + 0.026*X1 + 0.137*X3;ARDRegression;0.661706679229853;0.7497628096022103;72.97297297297297
Smax, X, X3;118.972 + 0.47*Smax + 0.222*X + 0.183*X3;OMP3;0.6632438251215502;0.7484033861749522;70.27027027027027
Smax, H_2802, X, X3;132.666 + 0.432*Smax - 0.003*H_2802 + 0.191*X + 0.132*X3;Lars4;0.6693958090242024;0.7429059502122954;70.27027027027027
Smax, X, X3;132.737 + 0.431*Smax + 0.191*X + 0.131*X3;Lars3;0.6699883967153645;0.7423715702172163;70.27027027027027
Smax, H_2802, X, X1, X3;113.538 + 0.474*Smax - 0.279*H_2802 + 0.256*X + 0.376*X1 + 0.254*X3;QuantileRegressor;0.6776236292132702;0.7354088775176952;75.67567567567568
Smax, X;146.399 + 0.473*Smax + 0.215*X;OMP2;0.6984225422420601;0.7156856520066178;70.27027027027027
Smax, X;167.078 + 0.333*Smax + 0.113*X;Lars2;0.7414295324575655;0.6710307358085439;59.45945945945946
Smax;162.651 + 0.549*Smax;OMP1;0.7502759883141853;0.6611247547620437;64.86486486486487
Smax, H_2802, X, X1, X3;0.017 + 0.62*Smax + 0.13*H_2802 + 0.568*X + 0.518*X1 + 0.414*X3;SGDRegressor;0.8351079945868604;0.550086027251295;56.75675675675676
Smax;190.085 + 0.176*Smax;Lars1;0.8741621814160281;0.48563410154350894;51.35135135135135
Smax, H_2802, X, X1, X3;0.025 + 0.708*Smax + 0.242*H_2802 + 0.374*X + 0.594*X1 + 0.423*X3;PassiveAggressiveRegressor;0.8941100254362213;0.44784736508596285;51.35135135135135
