Predictors;Equations;Method;Criterion;Correlation;Pm
;;VotingRegressor;0.6668853805582241;0.745160311072532;68.75
;;HistGradientBoostingRegressor;0.7053367027819081;0.7088724396594539;68.75
Smax, H_2802, X;286.678 + 3.082*Smax + 0.417*H_2802 + 1.149*X;OMP3;0.7103903991505128;0.7038078436581785;56.25
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;LinearRegression;0.7112955842786371;0.7028930158891268;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;LarsCV;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars5;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars6;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars7;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars8;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars9;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars10;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars11;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars12;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars13;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;Lars14;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;LassoLarsCV;0.7112955842786376;0.7028930158891263;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;OMPCV;0.7112955842786378;0.702893015889126;59.375
Smax, H_2802, X, X1, Y_sum;231.987 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;OMP5;0.7112955842786378;0.702893015889126;59.375
Smax, H_2802, X, X1, Y_sum;231.993 + 2.99*Smax + 0.282*H_2802 + 1.216*X + 0.411*X1 + 1.612*Y_sum;RidgeCV;0.7112974505203828;0.7028911273328207;59.375
Smax, H_2802, X, X1, Y_sum;235.474 + 2.983*Smax + 0.283*H_2802 + 1.214*X + 0.394*X1 + 1.57*Y_sum;LassoCV;0.7116323649064139;0.7025520459138272;59.375
Smax, H_2802, X, X1, Y_sum;234.959 + 2.972*Smax + 0.283*H_2802 + 1.22*X + 0.398*X1 + 1.573*Y_sum;BayesianRidge;0.7122176129493494;0.7019587393890974;59.375
Smax, H_2802, X, X1, Y_sum;237.773 + 2.966*Smax + 0.283*H_2802 + 1.219*X + 0.384*X1 + 1.54*Y_sum;ElasticNetCV;0.7125543860475237;0.7016168804443323;59.375
Smax, H_2802, X, Y_sum;288.482 + 2.926*Smax + 0.26*H_2802 + 1.193*X + 1.235*Y_sum;OMP4;0.714470931354857;0.6996651257915627;59.375
Smax, H_2802, X, Y_sum;183.691 + 3.689*Smax + 0.697*H_2802 + 0.458*X + 0.597*Y_sum;QuantileRegressor;0.718995359921684;0.6950148720790715;68.75
Smax, H_2802, X, Y_sum;315.02 + 2.832*Smax + 0.293*H_2802 + 1.162*X + 0.622*Y_sum;Lars4;0.7201916397504566;0.6937751811887973;56.25
;;KNeighborsRegressor;0.7231335950160142;0.690708190018922;81.25
Smax, H_2802, X;341.935 + 2.735*Smax + 0.327*H_2802 + 1.13*X;Lars3;0.7270301799808332;0.6866055034712708;53.125
;;RandomForestRegressor;0.7277908657987845;0.6857991365260354;53.125
;;AdaBoostRegressor;0.7288489957982074;0.6846744783646785;68.75
Smax, X;443.256 + 2.688*Smax + 1.237*X;OMP2;0.7357264617408652;0.6772788004169829;62.5
;;StackingRegressorRidge;0.7380206284305162;0.6747781502175556;59.375
Smax, X;543.304 + 1.474*Smax + 1.062*X;Lars2;0.8287494336323932;0.5596198497676682;56.25
;;BaggingRegressor;0.8549234080710744;0.5187542446401179;56.25
;;ExtraTreesRegressor;0.8758642747391978;0.48255753256537093;50.0
X;463.839 + 2.533*X;OMP1;1.0000390486186557;0;53.125
X;664.711 + 0.85*X;Lars1;1.0001042467147792;0;53.125
