Predictors;Equations;Method;Criterion;Correlation;Pm
;;VotingRegressor;0.41552388710920946;0.9095822663407929;90.625
;;AdaBoostRegressor;0.4359668753976098;0.8999627123142631;84.375
;;HistGradientBoostingRegressor;0.44143795685880627;0.8972917754244283;84.375
;;ExtraTreesRegressor;0.48328216389351303;0.8754646480940299;84.375
;;StackingRegressorRidge;0.48350623264783665;0.8753409181517199;84.375
;;KNeighborsRegressor;0.5632450353773382;0.8262899189284479;87.5
S_2802, H_2802;402.175 + 4.645*S_2802 + 0.309*H_2802;OMP2;0.6017361432055011;0.7986949442435257;71.875
;;BaggingRegressor;0.6073612718818422;0.7944257582795707;71.875
S_2802, H_2802, X, X1;276.493 + 4.318*S_2802 + 0.373*H_2802 + 0.733*X + 0.518*X1;OMP4;0.60783345509749;0.7940645382235928;71.875
S_2802, H_2802, X;350.734 + 4.117*S_2802 + 0.301*H_2802 + 0.651*X;OMP3;0.6115692417784433;0.7911909140722864;68.75
S_2802, H_2802, X, X1;367.504 + 3.915*S_2802 + 0.251*H_2802 + 0.641*X + 0.121*X1;Lars4;0.6179983749757542;0.7861793742698464;65.625
S_2802;504.589 + 4.362*S_2802;OMP1;0.6201170332528422;0.7845093148393417;68.75
S_2802, H_2802, X;395.282 + 3.792*S_2802 + 0.215*H_2802 + 0.612*X;Lars3;0.622806408580407;0.7823759821410516;71.875
S_2802, H_2802, X;394.222 + 3.668*S_2802 + 0.231*H_2802 + 0.604*X;QuantileRegressor;0.6292606794188366;0.777194311184368;71.875
S_2802, H_2802, X, X1, Xs;344.584 + 3.943*S_2802 + 0.303*H_2802 + 0.889*X + 0.273*X1 - 0.256*Xs;Lars5;0.6352142265885181;0.7723359931658959;65.625
S_2802, X;505.525 + 2.985*S_2802 + 0.516*X;Lars2;0.6711619092600086;0.7413107928247503;71.875
;;RandomForestRegressor;0.7343014453816037;0.6788235317889972;71.875
S_2802, H_2802, X, X1, Xs;228.2 + 4.086*S_2802 + 0.563*H_2802 + 2.149*X + 1.043*X1 - 1.556*Xs;OMPCV;0.7932290494070329;0.6089233738138281;59.375
S_2802, H_2802, X, X1, Xs;228.2 + 4.086*S_2802 + 0.563*H_2802 + 2.149*X + 1.043*X1 - 1.556*Xs;OMP5;0.7932290494070329;0.6089233738138281;59.375
S_2802, H_2802, X, X1, X2, Xs;284.365 + 3.919*S_2802 + 0.444*H_2802 + 2.684*X + 1.65*X1 - 1.21*X2 - 1.969*Xs;Lars6;0.858302469571115;0.5131441032771645;59.375
S_2802;696.691 + 0.121*S_2802;Lars1;0.9836791055827802;0.17993170159774988;56.25
S_2802, Smax, H_2802, X, X1, X2, Xs;266.136 + 4.814*S_2802 - 1.099*Smax + 0.546*H_2802 + 3.837*X + 2.423*X1 - 1.881*X2 - 3.034*Xs;ElasticNetCV;1.0567420005595065;0;53.125
S_2802, H_2802, X, X1, X2, Xs;240.991 + 3.901*S_2802 + 0.546*H_2802 + 3.977*X + 2.643*X1 - 2.081*X2 - 3.203*Xs;OMP6;1.083329859866048;0;43.75
S_2802, Smax, H_2802, X, X1, X2, Xs;261.667 + 5.02*S_2802 - 1.337*Smax + 0.569*H_2802 + 4.083*X + 2.587*X1 - 2.018*X2 - 3.265*Xs;LassoCV;1.1023258813520134;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;261.218 + 5.042*S_2802 - 1.367*Smax + 0.572*H_2802 + 4.115*X + 2.609*X1 - 2.038*X2 - 3.294*Xs;BayesianRidge;1.108442625195008;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.243 + 5.088*S_2802 - 1.42*Smax + 0.577*H_2802 + 4.17*X + 2.646*X1 - 2.069*X2 - 3.345*Xs;RidgeCV;1.1188153015288325;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;OMP7;1.1189086919962938;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;LarsCV;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars7;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars8;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars9;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars10;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars11;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars12;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars13;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;Lars14;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;LassoLarsCV;1.1189086919962947;0;50.0
S_2802, Smax, H_2802, X, X1, X2, Xs;260.234 + 5.088*S_2802 - 1.421*Smax + 0.577*H_2802 + 4.171*X + 2.646*X1 - 2.069*X2 - 3.346*Xs;LinearRegression;1.1189086919963083;0;50.0
