Group;Prediction;Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t
1;324.3203478417655;;;BaggingRegressor;0.5774828469465877;0.8164028181495113;78.37837837837837;0.6665135614824641;0.7108134631552596
1;319.0790159235049;;;RandomForestRegressor;0.6029719065901525;0.7977624206886637;81.08108108108108;0.6364248798630364;0.6781351026967715
1;326.48719325385196;;;VotingRegressor;0.6125187325020678;0.7904560723620638;78.37837837837837;0.6248208023340605;0.6856460936702302
1;312.1967520206454;;;HistGradientBoostingRegressor;0.629542704500048;0.776965882912992;78.37837837837837;0.6036759832107652;0.7184351321115364
1;338.90894337701417;;;ExtraTreesRegressor;0.6484854767013404;0.7612270269160412;78.37837837837837;0.5794665865074353;0.6733159460867104
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars10;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars11;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars12;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars13;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars14;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
1;347.88486530227823;;;StackingRegressorRidge;0.6907159537174906;0.7231261793630054;72.97297297297297;0.5229114712801375;0.6443779608310513
0;223.69280415964425;S_2802;223.49 + 1.52*S_2802;OMP1;0.6943905034879382;0.7195983801161365;72.97297297297297;0.5178218286657678;0.5662336871224141
