Group;Prediction;Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t
2;365.52713453776863;;;KNeighborsRegressor;0.39217863663722907;0.9198890786205499;86.48648648648648;0.8461959169653642;0.7975895394035181
0;267.2441894059884;;;HistGradientBoostingRegressor;0.4183906096091213;0.9082671951528954;89.1891891891892;0.8249492977909079;0.8276266639107291
2;312.57664457658484;;;VotingRegressor;0.42441789121129014;0.9054664287646238;86.48648648648648;0.8198694536197615;0.8126201008255981
2;281.3116611452389;;;StackingRegressorRidge;0.4405060010217713;0.897749666145194;86.48648648648648;0.8059544630638072;0.8109610510505743
2;304.0488939611462;;;RandomForestRegressor;0.4424393647815414;0.8967984213253869;89.1891891891892;0.8042474084917062;0.7931847375173058
0;285.7619068651872;;;BaggingRegressor;0.4429144983086974;0.8965638556109402;91.8918918918919;0.803826747187955;0.8312826510264312
2;274.68969249752615;;;BaggingRegressor;0.444173126096783;0.8959409768804033;86.48648648648648;0.8027102340534114;0.7906334195637053
2;288.16688240576696;;;ExtraTreesRegressor;0.44863097021539367;0.8937170987306858;86.48648648648648;0.7987302525635945;0.8072242651507016
2;367.61383512026833;;;AdaBoostRegressor;0.45156935927639746;0.8922360190906349;83.78378378378379;0.7960851137627039;0.810241407733334
0;307.5577869717305;;;VotingRegressor;0.46212956914594844;0.8868124160841345;86.48648648648648;0.7864362613209801;0.793558950802263
2;295.0273103838914;;;HistGradientBoostingRegressor;0.47089819057423665;0.8821875617542507;83.78378378378379;0.7782548941139099;0.8131264566946517
0;290.95248467563835;;;ExtraTreesRegressor;0.48261161658443547;0.8758344749653086;89.1891891891892;0.767086027537758;0.7881376091636445
0;289.8939747495322;;;StackingRegressorRidge;0.4964857517487115;0.8680448711388812;89.1891891891892;0.7535018983105168;0.7783057075941591
0;363.0627871662388;;;KNeighborsRegressor;0.5264005285597273;0.8502367220557105;81.08108108108108;0.7229024835320397;0.7412803977118592
0;305.9158043469541;;;RandomForestRegressor;0.5411078551302244;0.8409532026910701;86.48648648648648;0.7072022891163681;0.6887200148487935
1;324.3203478417655;;;BaggingRegressor;0.5774828469465877;0.8164028181495113;78.37837837837837;0.6665135614824641;0.7108134631552596
1;319.0790159235049;;;RandomForestRegressor;0.6029719065901525;0.7977624206886637;81.08108108108108;0.6364248798630364;0.6781351026967715
1;326.48719325385196;;;VotingRegressor;0.6125187325020678;0.7904560723620638;78.37837837837837;0.6248208023340605;0.6856460936702302
1;312.1967520206454;;;HistGradientBoostingRegressor;0.629542704500048;0.776965882912992;78.37837837837837;0.6036759832107652;0.7184351321115364
0;362.40313292786794;;;AdaBoostRegressor;0.6392282440133126;0.7690170687674344;81.08108108108108;0.591387252055657;0.7734776408878865
1;338.90894337701417;;;ExtraTreesRegressor;0.6484854767013404;0.7612270269160412;78.37837837837837;0.5794665865074353;0.6733159460867104
2;286.08185987377396;S_2802, H_2802, X2, X3, Xs;92.224 + 1.523*S_2802 + 0.204*H_2802 + 0.824*X2 + 0.234*X3 + 0.271*Xs;ElasticNetCV;0.6513856960160735;0.7587467792522452;75.67567567567568;0.5756966750256554;0.5289872667076183
2;286.50529474482;S_2802, H_2802, X2, X3, Xs;91.361 + 1.524*S_2802 + 0.206*H_2802 + 0.828*X2 + 0.234*X3 + 0.272*Xs;BayesianRidge;0.6513950753953168;0.7587387269348583;75.67567567567568;0.5756844557507296;0.5288340037375558
2;286.15603606569414;S_2802, H_2802, X2, X3, Xs;91.622 + 1.525*S_2802 + 0.205*H_2802 + 0.829*X2 + 0.234*X3 + 0.271*Xs;LassoCV;0.6514473501556692;0.7586938446930731;75.67567567567568;0.575616349975157;0.5288400775499396
2;286.50002069048895;S_2802, H_2802, X2, X3, Xs;90.765 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;RidgeCV;0.651470964249918;0.7586735679719454;75.67567567567568;0.5755855827392822;0.5286766514660872
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars10;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars11;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars12;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars13;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars14;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars5;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars6;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars7;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars8;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;Lars9;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;LarsCV;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.4999977162252;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;LassoLarsCV;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.49999771622504;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;LinearRegression;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166221
2;286.49999771622515;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;OMP5;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;286.49999771622515;S_2802, H_2802, X2, X3, Xs;90.762 + 1.527*S_2802 + 0.207*H_2802 + 0.833*X2 + 0.234*X3 + 0.273*Xs;OMPCV;0.6514713318391836;0.7586732523238712;75.67567567567568;0.5755851037916804;0.5286758968166222
2;294.85625461724794;S_2802, H_2802, X2, X3, Xs;75.806 + 1.467*S_2802 + 0.237*H_2802 + 0.83*X2 + 0.289*X3 + 0.296*Xs;HuberRegressor;0.6526988718435668;0.7576174382194059;72.97297297297297;0.5739841826941352;0.5184370992863958
2;268.9403065486912;S_2802, X2, X3, Xs;127.105 + 1.503*S_2802 + 0.814*X2 + 0.291*X3 + 0.243*Xs;OMP4;0.6576439987456467;0.753328859737788;78.37837837837837;0.5675043709138358;0.5343137524635215
2;280.5114627174236;S_2802, H_2802, X2, X3, Xs;105.771 + 1.354*S_2802 + 0.191*H_2802 + 0.54*X2 + 0.291*X3 + 0.212*Xs;QuantileRegressor;0.6587557908124805;0.7523568355979917;72.97297297297297;0.5660408080710234;0.5064471245331246
2;256.50202721653363;S_2802, X2, X3, Xs;171.9 + 1.38*S_2802 + 0.41*X2 + 0.206*X3 + 0.121*Xs;Lars4;0.6632865334521455;0.7483655353776226;83.78378378378379;0.5600509745410359;0.5291307009494675
2;237.63943792409822;S_2802, X2, X3;149.447 + 1.532*S_2802 + 0.832*X2 + 0.303*X3;OMP3;0.6685387778739661;0.7436772838259776;72.97297297297297;0.553055902478784;0.5128686982785327
2;238.3490651901515;S_2802, X3;175.691 + 1.556*S_2802 + 0.316*X3;OMP2;0.6692583894558898;0.7430297491641291;72.97297297297297;0.5520932081429086;0.5113599200335898
0;259.9220592015038;S_2802, X, X3;147.196 + 1.377*S_2802 + 0.353*X + 0.331*X3;OMP3;0.6696865262260329;0.7426438962189812;78.37837837837837;0.5515199565913091;0.5727979685898714
0;281.6425804668375;S_2802, H_2802, X, X1, X2, X3;71.296 + 1.386*S_2802 + 0.319*H_2802 + 0.422*X + 0.142*X1 + 0.547*X2 + 0.207*X3;Lars6;0.6701776389101387;0.7422007358557601;67.56756756756756;0.5508619323048318;0.543864861243044
0;286.53877863858077;S_2802, H_2802, X, X1, X2, X3;51.184 + 1.424*S_2802 + 0.363*H_2802 + 0.47*X + 0.218*X1 + 0.593*X2 + 0.21*X3;OMP6;0.6708500013072825;0.7415930661393882;67.56756756756756;0.5499602757460191;0.5411374892998385
0;272.8367674866569;S_2802, H_2802, X, X2, X3;108.704 + 1.315*S_2802 + 0.238*H_2802 + 0.334*X + 0.462*X2 + 0.201*X3;Lars5;0.6716122713082512;0.7409027986370224;67.56756756756756;0.5489369570281721;0.5454138310427583
0;286.80160119891116;S_2802, H_2802, X, X2, X3;59.322 + 1.396*S_2802 + 0.384*H_2802 + 0.391*X + 0.702*X2 + 0.227*X3;OMP5;0.6732064102591847;0.7394546160420815;67.56756756756756;0.5467931291859425;0.5322893318470073
0;286.80160119891116;S_2802, H_2802, X, X2, X3;59.322 + 1.396*S_2802 + 0.384*H_2802 + 0.391*X + 0.702*X2 + 0.227*X3;OMPCV;0.6732064102591847;0.7394546160420815;67.56756756756756;0.5467931291859425;0.5322893318470073
0;254.8755697590434;S_2802, H_2802, X, X3;75.08 + 1.385*S_2802 + 0.384*H_2802 + 0.465*X + 0.242*X3;OMP4;0.6737994976054829;0.7389142284640342;70.27027027027027;0.545994237026599;0.5294994672128883
0;299.52841571739765;S_2802, H_2802, X, X2, X3, Xs;57.108 + 1.282*S_2802 + 0.444*H_2802 + 0.233*X + 0.279*X2 + 0.272*X3 + 0.121*Xs;QuantileRegressor;0.6838983564866613;0.7295773009043275;72.97297297297297;0.5322830379948436;0.48196473029311926
2;242.49851778815326;S_2802, X2, X3;216.307 + 1.259*S_2802 + 0.009*X2 + 0.122*X3;Lars3;0.6852786629608638;0.728280958209516;78.37837837837837;0.5303931540905708;0.5040189476331925
2;241.00953179833587;S_2802, X3;217.024 + 1.256*S_2802 + 0.12*X3;Lars2;0.6857031471133924;0.7278813049108964;78.37837837837837;0.5298111940387893;0.5036449950504298
0;254.68080299947397;S_2802, X, X2, X3;188.696 + 1.182*S_2802 + 0.241*X + 0.072*X2 + 0.16*X3;Lars4;0.6885298521646562;0.7252079995960584;70.27027027027027;0.5259266426781166;0.5404429163112054
1;347.88486530227823;;;StackingRegressorRidge;0.6907159537174906;0.7231261793630054;72.97297297297297;0.5229114712801375;0.6443779608310513
0;254.63667476934313;S_2802, X, X3;195.219 + 1.159*S_2802 + 0.237*X + 0.142*X3;Lars3;0.6925655711108483;0.7213549263101379;70.27027027027027;0.5203529297119045;0.5342045372048743
0;223.69280415964425;S_2802;223.49 + 1.52*S_2802;OMP1;0.6943905034879382;0.7195983801161365;72.97297297297297;0.5178218286657678;0.5662336871224141
2;223.21188229086295;S_2802;222.25 + 1.545*S_2802;OMP1;0.6949574592176239;0.719050853471286;72.97297297297297;0.5170341298777849;0.5015370743667701
0;242.81410061400362;S_2802, X;197.34 + 1.375*S_2802 + 0.335*X;OMP2;0.6959128344739076;0.7181262610533691;78.37837837837837;0.5157053268144917;0.5532011678830762
2;242.3205895857813;S_2802;242.483 + 1.071*S_2802;Lars1;0.721765825971585;0.6921373364149312;72.97297297297297;0.47905409245955566;0.46829729278698473
1;294.37082818438284;Smax, X, X1, X3;100.825 + 1.424*Smax + 0.412*X + 0.367*X1 + 0.316*X3;OMP4;0.7223135324948335;0.6915657313479573;67.56756756756756;0.4782631607748352;0.4982931808582596
1;291.9140145737058;Smax, X, X3;125.379 + 1.398*Smax + 0.282*X + 0.358*X3;OMP3;0.7224712327945495;0.6914009819087068;67.56756756756756;0.47803531778432395;0.49298822978092094
1;276.1763955519941;Smax, X3;145.62 + 1.55*Smax + 0.344*X3;OMP2;0.722768412865026;0.6910903134645799;67.56756756756756;0.4776058213645713;0.508180975058782
1;309.90754222853855;Smax, H_2802, X, X1, X3;72.845 + 1.401*Smax + 0.166*H_2802 + 0.456*X + 0.338*X1 + 0.278*X3;LassoCV;0.7255980365291625;0.6881188047023741;64.86486486486487;0.4735074893850242;0.48255287676960856
1;310.13882167100246;Smax, H_2802, X, X1, X3;72.045 + 1.403*Smax + 0.167*H_2802 + 0.459*X + 0.342*X1 + 0.278*X3;LinearRegression;0.7256224711248823;0.6880930383302968;64.86486486486487;0.4734720293986193;0.4825348856013666
1;310.1388216710026;Smax, H_2802, X, X1, X3;72.045 + 1.403*Smax + 0.167*H_2802 + 0.459*X + 0.342*X1 + 0.278*X3;Lars10;0.7256224711248824;0.6880930383302968;64.86486486486487;0.4734720293986191;0.4825348856013667
