Group;Prediction;Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t
2;319.05924614982666;;;AdaBoostRegressor;0.29288070998386834;0.9561489892895068;94.5945945945946;0.9142208897193452;0.9440615353674453
2;316.33673442832634;;;KNeighborsRegressor;0.3133003556494757;0.9496540881552146;91.8918918918919;0.901842887149912;0.8985492089993911
2;295.74148719409504;;;VotingRegressor;0.36184712208922226;0.9322374484195255;97.2972972972973;0.8690666602357475;0.8634472351451139
2;264.77779792699187;;;BaggingRegressor;0.36790143896637684;0.9298647918952891;91.8918918918919;0.8646485312064693;0.8491147960877891
2;258.09522345008014;;;StackingRegressorRidge;0.37126829714852533;0.9285256332123708;97.2972972972973;0.8621598515324344;0.863430665562941
0;270.0494573407792;;;BaggingRegressor;0.37663221341934294;0.9263628748038463;94.5945945945946;0.8581481758148465;0.8716805985591745
2;295.0003871063763;;;HistGradientBoostingRegressor;0.3771672254561453;0.9261451743877486;97.2972972972973;0.8577448840417132;0.8459547982268705
2;265.8344037857999;;;ExtraTreesRegressor;0.3866141093608513;0.9222415792204968;97.2972972972973;0.8505295304431157;0.8501376255148829
0;271.08803985491363;;;StackingRegressorRidge;0.40146384294771414;0.9158748728978502;94.5945945945946;0.8388267828056531;0.852449942188254
0;277.10366610469487;;;ExtraTreesRegressor;0.4080870853023377;0.9129430052360566;94.5945945945946;0.8334649308094426;0.84316129512442
2;307.7701519765549;;;RandomForestRegressor;0.41262942822121673;0.910898981756941;97.2972972972973;0.8297369549658318;0.8216878249979915
0;306.74793124823276;;;VotingRegressor;0.4339033376357164;0.9009594294909097;89.1891891891892;0.8117278935885854;0.8354262421760552
0;297.9073736372198;;;HistGradientBoostingRegressor;0.45667571311563526;0.8896332351313805;86.48648648648648;0.791447293050326;0.8059106520944457
0;315.1349560293921;;;RandomForestRegressor;0.47901256456244556;0.8778080445013642;86.48648648648648;0.770546962991309;0.7697195398733245
0;340.2583338885366;;;KNeighborsRegressor;0.48798298505353355;0.8728531413120095;86.48648648648648;0.7618726062982429;0.8165516759349604
1;318.35619660193777;;;BaggingRegressor;0.5283587627322366;0.8490212116573179;83.78378378378379;0.7208370178440602;0.8024671882308967
0;346.4781264353195;;;AdaBoostRegressor;0.5310034666811946;0.8473696468322154;83.78378378378379;0.7180353183725535;0.8155367740980495
1;330.39295381695155;;;VotingRegressor;0.5341060066139947;0.845417514426364;81.08108108108108;0.7147307736988515;0.7879686391422134
1;337.0439535364441;;;StackingRegressorRidge;0.544609859027545;0.8386895143317327;81.08108108108108;0.7034001014499975;0.8140018737080646
1;332.77902058709617;;;ExtraTreesRegressor;0.5488093198017753;0.8359475644433164;81.08108108108108;0.6988083304987127;0.801044328404895
1;330.7199259535717;;;HistGradientBoostingRegressor;0.5499649969483743;0.8351877047296462;83.78378378378379;0.6975385021315748;0.7991229870597367
1;330.2028265406646;;;RandomForestRegressor;0.5877485028441393;0.8090436931368249;86.48648648648648;0.6545516974044729;0.7237686260358516
1;323.73543445077144;;;KNeighborsRegressor;0.5963657726251292;0.8027128161685427;78.37837837837837;0.6443478652412328;0.6706891694968495
0;206.02944106706119;S_2802, H_2802, X3;158.13 + 2.389*S_2802 - 0.154*H_2802 + 0.474*X3;OMP3;0.6103754918886557;0.7921122135794155;75.67567567567568;0.6274417589016817;0.664749965519529
2;245.79198676956548;S_2802, H_2802, X3, Xs;137.034 + 2.416*S_2802 - 0.176*H_2802 + 0.457*X3 + 0.302*Xs;OMP4;0.6109651161475274;0.7916575186599559;78.37837837837837;0.6267216268508385;0.6388696848405415
2;204.45978411370302;S_2802, H_2802, X3;156.198 + 2.444*S_2802 - 0.156*H_2802 + 0.475*X3;OMP3;0.6110550723509962;0.791588086414973;75.67567567567568;0.6266116985541188;0.6206145171397865
0;224.1982516267401;S_2802, Smax, H_2802, X1, X2, X3, Xs;145.474 + 2.01*S_2802 + 0.32*Smax - 0.127*H_2802 + 0.337*X1 + 0.098*X2 + 0.324*X3 + 0.115*Xs;Lars7;0.611391139128016;0.7913285506006635;75.67567567567568;0.6262008749957471;0.6666914114973277
0;227.0400570061323;S_2802, H_2802, X1, X3, Xs;128.308 + 2.464*S_2802 - 0.185*H_2802 + 0.58*X1 + 0.397*X3 + 0.241*Xs;OMP5;0.6116588957312644;0.7911216058690409;78.37837837837837;0.6258733952728103;0.6760177719918004
0;227.0400570061323;S_2802, H_2802, X1, X3, Xs;128.308 + 2.464*S_2802 - 0.185*H_2802 + 0.58*X1 + 0.397*X3 + 0.241*Xs;OMPCV;0.6116588957312644;0.7911216058690409;78.37837837837837;0.6258733952728103;0.6760177719918004
2;254.73439187718205;S_2802, H_2802, X2, X3, Xs;111.74 + 2.311*S_2802 - 0.095*H_2802 + 0.692*X2 + 0.458*X3 + 0.294*Xs;ElasticNetCV;0.6122993043096084;0.7906260569586419;75.67567567567568;0.6250895619419696;0.6301076800061878
2;255.6161623383645;S_2802, H_2802, X2, X3, Xs;111.255 + 2.316*S_2802 - 0.095*H_2802 + 0.695*X2 + 0.46*X3 + 0.294*Xs;LassoCV;0.6123188105851224;0.7906109499644063;75.67567567567568;0.6250656742036211;0.63025162368697
2;256.12417237413945;S_2802, H_2802, X2, X3, Xs;111.1 + 2.311*S_2802 - 0.095*H_2802 + 0.698*X2 + 0.46*X3 + 0.297*Xs;BayesianRidge;0.6123739814986585;0.7905682176659271;75.67567567567568;0.6249981067834807;0.6301998934198836
2;256.07861984729334;S_2802, H_2802, X2, X3, Xs;110.523 + 2.317*S_2802 - 0.095*H_2802 + 0.702*X2 + 0.462*X3 + 0.297*Xs;RidgeCV;0.6124000058546201;0.7905480585196965;78.37837837837837;0.6249662328292614;0.630367483308305
