Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;BaggingRegressor;0.9476650989897458;0.31926612748106437;54.054054054054056;0.10193086015675556;0.9201522081825447;0.391560868546369;56.99999999999999;0.15331991377678678;0.912242351888457;0.40965093850864853;56.00000000000001;0.16781389142101655
Smax, H_2802, X3;119.714 + 2.396*Smax - 0.172*H_2802 + 0.48*X3;OMP3;0.9870032948816734;0.16070001833453695;48.64864864864865;0.025824495892720734;0.997797352574154;0.0663358364386054;50.0;0.004400443196009407;0.9956133942385047;0.09356264859912769;49.0;0.00875396921288385
Smax, H_2802, X, X3;141.991 + 2.489*Smax - 0.192*H_2802 - 0.231*X + 0.435*X3;OMP4;0.9874104760018265;0.15817886041391996;54.054054054054056;0.02502055188184671;0.9963658251159387;0.08517712451729363;49.0;0.007255142541034654;0.9945572013664962;0.10419200166060173;49.0;0.010855973210042391
Smax, H_2802, X, X1, X3;123.616 + 2.501*Smax - 0.198*H_2802 - 0.141*X + 0.425*X1 + 0.402*X3;ElasticNetCV;0.9877074767444446;0.15631359628363237;54.054054054054056;0.02443394038312241;0.9958780416569498;0.09070240429844495;49.0;0.008226926145518343;0.994146110188575;0.10804402619731295;49.0;0.011673511596925645
Smax, H_2802, X, X1, X3;123.241 + 2.507*Smax - 0.198*H_2802 - 0.142*X + 0.427*X1 + 0.403*X3;LassoCV;0.9877181150741375;0.1562463604516686;54.054054054054056;0.024412925154392973;0.9958902690703663;0.09056805160183988;49.0;0.008202571970953199;0.9941554080754884;0.1079584391988841;49.0;0.011655024594259045
Smax, H_2802, X, X1, X3;123.505 + 2.501*Smax - 0.199*H_2802 - 0.142*X + 0.427*X1 + 0.403*X3;BayesianRidge;0.9877289615402299;0.15617777861993984;54.054054054054056;0.02439149853465916;0.9958958854377621;0.09050627253475808;49.0;0.008191385368135684;0.9941624348372764;0.10789371232105291;49.0;0.011641053158418124
Smax, H_2802, X, X1, X3;122.968 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;RidgeCV;0.9877445107638158;0.1560794075333137;54.054054054054056;0.02436078145595022;0.9959136559185109;0.09031051962548918;49.0;0.008155989955025755;0.9941746301129678;0.10778128241834804;49.0;0.0116168048397437
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;LarsCV;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars5;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars6;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars7;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars8;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars9;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars10;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars11;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars12;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars13;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;Lars14;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;LassoLarsCV;0.9877445790986938;0.15607897507718363;54.054054054054056;0.02436064646114422;0.99591373363121;0.09030966263220766;49.0;0.008155835164742942;0.994174682139082;0.10778080252835022;49.0;0.011616701393655449
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;LinearRegression;0.9877445790986942;0.1560789750771815;54.054054054054056;0.024360646461143776;0.9959137336312102;0.09030966263220642;49.0;0.00815583516474283;0.994174682139082;0.10778080252835022;49.0;0.011616701393655227
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;OMPCV;0.9877445790986942;0.1560789750771815;54.054054054054056;0.024360646461143776;0.9959137336312102;0.09030966263220642;49.0;0.00815583516474283;0.994174682139082;0.10778080252835022;49.0;0.011616701393655227
Smax, H_2802, X, X1, X3;122.966 + 2.511*Smax - 0.199*H_2802 - 0.143*X + 0.431*X1 + 0.404*X3;OMP5;0.9877445790986942;0.1560789750771815;54.054054054054056;0.024360646461143776;0.9959137336312102;0.09030966263220642;49.0;0.00815583516474283;0.994174682139082;0.10778080252835022;49.0;0.011616701393655227
Smax, H_2802, X, X3;157.448 + 2.078*Smax - 0.095*H_2802 - 0.002*X + 0.226*X3;Lars4;0.988648887295965;0.15024439306826143;54.054054054054056;0.022573377648450244;0.9965822389393886;0.0826065435093095;52.0;0.006823841030555333;0.9945396901324417;0.10435901854304114;51.0;0.01089080475126658
Smax, H_2802, X3;157.568 + 2.074*Smax - 0.095*H_2802 + 0.224*X3;Lars3;0.9886946763699723;0.14994277881137097;54.054054054054056;0.022482836917676052;0.9966160026586126;0.08219819489969513;52.0;0.006756543244767932;0.995040269866072;0.09947291764522956;52.0;0.0098948613448544
;;VotingRegressor;0.9908322055473942;0.1350982622023188;51.35135135135135;0.0182515404500867;1.0067306973643926;0;57.99999999999999;-0.013506697015796432;1.0060981969665532;0;59.0;-0.012233581939349314
Smax, H_2802, X, X1, X3;135.389 + 2.417*Smax - 0.205*H_2802 - 0.316*X + 0.174*X1 + 0.46*X3;HuberRegressor;0.9929474646986649;0.11855518693205142;45.94594594594595;0.014055332348493765;1.0131706563075047;0;49.0;-0.02651477880258013;1.0113777857128858;0;49.0;-0.02288502543350024
Smax, H_2802;190.746 + 1.792*Smax - 0.027*H_2802;Lars2;0.9992302588312166;0.039228686392738715;54.054054054054056;0.0015388898360998438;1.003631503646614;0;54.0;-0.007276195111963091;1.002232072675908;0;53.0;-0.004469127500246861
Smax, H_2802;177.383 + 2.348*Smax - 0.138*H_2802;OMP2;0.9998638028697363;0.01650380898063028;51.35135135135135;0.00027237571086935475;0.9993256321796558;0.036718944275828516;51.0;0.0013482808687312886;0.9980474124685504;0.062460887480335986;51.0;0.00390136246483086
Smax;158.314 + 2.345*Smax;OMP1;1.0000142706978652;0;54.054054054054056;-2.8541599383036242e-05;1.0053552631714828;0;54.0;-0.010739205186601541;1.0041847257304164;0;53.0;-0.008386963390271562
Smax;193.986 + 1.658*Smax;Lars1;1.0000208464890468;0;54.054054054054056;-4.1693412669241425e-05;1.0052497002180212;0;54.0;-0.010526959788421664;1.0041460308199759;0;53.0;-0.008309251211512159
;;ExtraTreesRegressor;1.000723571328786;0;54.054054054054056;-0.0014476662130400442;1.0049815741387444;0;54.0;-0.009987964358388668;1.0120170926902126;0;55.00000000000001;-0.024178595897150545
Smax, H_2802, X, X3;137.265 + 2.128*Smax - 0.117*H_2802 - 0.276*X + 0.436*X3;QuantileRegressor;1.0015079140125203;0;51.35135135135135;-0.0030181018297097406;1.0305811326878231;0;55.00000000000001;-0.06209747105211649;1.029064294774863;0;54.0;-0.05897332278048628
;;HistGradientBoostingRegressor;1.00737298638737;0;54.054054054054056;-0.014800333703008262;1.02624763162189;0;62.0;-0.05318420140953872;1.0081010826409063;0;60.0;-0.01626779282176738
