Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;KNeighborsRegressor;0.39217863663722907;0.9198890786205499;86.48648648648648;0.8461959169653642;0.4499005007737621;0.8930786860089754;84.0;0.7975895394035181;0.4448384125300836;0.8956108455895982;86.0;0.8021187867377151
;;VotingRegressor;0.42441789121129014;0.9054664287646238;86.48648648648648;0.8198694536197615;0.4328739991896046;0.901454436355825;89.0;0.8126201008255981;0.4075637039337513;0.9131767776481187;91.0;0.8338918272358016
;;StackingRegressorRidge;0.44050600100530973;0.8977496661532713;86.48648648648648;0.8059544630783101;0.43478609561310244;0.90053375897937;88.0;0.8109610510615142;0.4316854321729249;0.9020242167756224;91.0;0.813647687649675
;;RandomForestRegressor;0.4424393647815414;0.8967984213253869;89.1891891891892;0.8042474084917062;0.4547694608070051;0.8906091946063133;88.0;0.7931847375173058;0.43383816133248515;0.9009908155867343;89.0;0.8117844497716485
;;BaggingRegressor;0.444173126096783;0.8959409768804033;86.48648648648648;0.8027102340534114;0.4575659301524697;0.8891756966785053;86.0;0.7906334195637053;0.39673290510572445;0.9179340945876082;91.0;0.8426030020063722
;;ExtraTreesRegressor;0.44863097021539367;0.8937170987306858;86.48648648648648;0.7987302525635945;0.43906233594934835;0.8984566017068947;88.0;0.8072242651507016;0.425471541884834;0.9049718045586514;91.0;0.8189739670461419
;;AdaBoostRegressor;0.45156935927639746;0.8922360190906349;83.78378378378379;0.7960851137627039;0.4356128926772782;0.9001341054161508;87.0;0.810241407733334;0.4306514836835137;0.9025183098426249;87.0;0.8145392996011883
;;HistGradientBoostingRegressor;0.47089819057423665;0.8821875617542507;83.78378378378379;0.7782548941139099;0.4322887267849444;0.9017352475614179;86.0;0.8131264566946517;0.38503439450183957;0.9229022239926621;92.0;0.8517485150506018
S_2802, H_2802, X2, X3, Xs;92.224 + 1.523*S_2802 + 0.204*H_2802 + 0.824*X2 + 0.234*X3 + 0.271*Xs;ElasticNetCV;0.6513856960160737;0.7587467792522452;75.67567567567568;0.5756966750256554;0.6863036742524271;0.7273151082629993;80.0;0.5289872667076183;0.6854427496625041;0.728126525361565;80.0;0.5301682369351056
S_2802, H_2802, X2, X3, Xs;91.361 + 1.524*S_2802 + 0.206*H_2802 + 0.828*X2 + 0.234*X3 + 0.272*Xs;BayesianRidge;0.6513950753953166;0.7587387269348586;75.67567567567568;0.5756844557507298;0.6864153234467045;0.7272097384782166;80.0;0.5288340037375558;0.685586885825875;0.7279908117439249;80.0;0.5299706219835786
