Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;BaggingRegressor;0.5976902121257784;0.8017271420683236;86.48648648648648;0.642766410329042;0.6290256468086631;0.777384548120776;85.0;0.6043267356569431;0.6252562049144776;0.780419552686851;85.0;0.6090546782159447
;;KNeighborsRegressor;0.6189252436093171;0.7854498983532606;78.37837837837837;0.6169315428231475;0.692383806876128;0.7215293923158783;74.0;0.5206046639757207;0.6865591090097674;0.7270739919951162;78.0;0.5286365898357144
;;VotingRegressor;0.6329102992541986;0.774225130758464;89.1891891891892;0.5994245530979607;0.7050001994821717;0.709207105668082;78.0;0.5029747187300979;0.6982058653785421;0.7158970383728382;78.0;0.512508569551001
;;ExtraTreesRegressor;0.6437909849725898;0.7652013902679625;89.1891891891892;0.5855331676680227;0.6931162723333713;0.7208257993625727;82.0;0.5195898330266919;0.6883811823832295;0.7253491212793097;82.0;0.5261313477406668
;;StackingRegressorRidge;0.6438994019430847;0.7651101621187225;86.48648648648648;0.5853935601773379;0.6913560030905768;0.7225142745929817;82.0;0.5220268769906222;0.6910888083704124;0.7227698519896658;82.0;0.5223962589451634
;;HistGradientBoostingRegressor;0.6556357826405455;0.7550772944019172;86.48648648648648;0.5701417205213194;0.7118592096386196;0.7023221950448952;80.0;0.4932564656526799;0.6965564163846435;0.7175020270308532;85.0;0.5148091587933832
S_2802, X, X3;147.196 + 1.377*S_2802 + 0.353*X + 0.331*X3;OMP3;0.6696865262260329;0.7426438962189812;78.37837837837837;0.5515199565913091;0.653606939536392;0.7568341750937726;78.0;0.5727979685898711;0.6495439704994909;0.7603240298634237;79.0;0.5780926303877565
S_2802, H_2802, X, X1, X2, X3;71.296 + 1.386*S_2802 + 0.319*H_2802 + 0.422*X + 0.142*X1 + 0.547*X2 + 0.207*X3;Lars6;0.6701776389101387;0.7422007358557601;67.56756756756756;0.5508619323048318;0.6753777748467565;0.7374719392919598;78.0;0.5438648612430438;0.6692158433236146;0.7430680689174197;78.0;0.5521501550446632
S_2802, H_2802, X, X1, X2, X3;51.184 + 1.424*S_2802 + 0.363*H_2802 + 0.47*X + 0.218*X1 + 0.593*X2 + 0.21*X3;OMP6;0.6708500013072827;0.7415930661393881;67.56756756756756;0.5499602757460189;0.677393911029736;0.7356204791193881;79.0;0.541137489299838;0.6718525004889397;0.7406849651415636;78.0;0.5486142175867592
S_2802, H_2802, X, X2, X3;108.704 + 1.315*S_2802 + 0.238*H_2802 + 0.334*X + 0.462*X2 + 0.201*X3;Lars5;0.6716122713082513;0.7409027986370222;67.56756756756756;0.5489369570281718;0.6742300564030368;0.7385213815745336;77.0;0.5454138310427579;0.667432013249225;0.7446707377694429;78.0;0.5545345076900863
S_2802, H_2802, X, X2, X3;59.322 + 1.396*S_2802 + 0.384*H_2802 + 0.391*X + 0.702*X2 + 0.227*X3;OMPCV;0.6732064102591847;0.7394546160420815;67.56756756756756;0.5467931291859423;0.6838937550182724;0.7295816142468279;79.0;0.5322893318470071;0.6775371337853239;0.7354885671048654;78.0;0.5409434323419681
S_2802, H_2802, X, X2, X3;59.322 + 1.396*S_2802 + 0.384*H_2802 + 0.391*X + 0.702*X2 + 0.227*X3;OMP5;0.6732064102591847;0.7394546160420815;67.56756756756756;0.5467931291859423;0.6838937550182724;0.7295816142468279;79.0;0.5322893318470071;0.6775371337853239;0.7354885671048654;78.0;0.5409434323419681
S_2802, H_2802, X, X3;75.08 + 1.385*S_2802 + 0.384*H_2802 + 0.465*X + 0.242*X3;OMP4;0.6737994976054831;0.738914228464034;70.27027027027027;0.5459942370265987;0.6859304139540048;0.7276671403965468;79.0;0.5294994672128877;0.6480125187065154;0.7616296840326262;79.0;0.5800797755996381
;;RandomForestRegressor;0.6820005213054249;0.7313516862215665;86.48648648648648;0.5348752889391288;0.7458280337439451;0.6661385322000527;80.0;0.44374054408164065;0.743074645424167;0.6692085409853556;81.0;0.4478400713277484
