Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;RandomForestRegressor;0.8971503401252938;0.44172533005598585;40.0;0.19512126721306988;0.9298677264717566;0.3678940217865008;56.00000000000001;0.13534601126624635;0.9254822025302084;0.37879109387607607;55.00000000000001;0.14348269279983428
;;BaggingRegressor;0.901896100599618;0.4319530341636735;40.0;0.1865834237232037;0.9071523193755575;0.42080241141365443;52.0;0.17707466945154648;0.8961053037528937;0.4438415084080512;53.0;0.19699528458593407
;;VotingRegressor;0.9190346439540951;0.3941767664540488;40.0;0.15537532321216974;0.94339843843694;0.3316615539292172;56.00000000000001;0.10999938635474293;0.9364463220789706;0.35081089758553513;56.99999999999999;0.12306828586476881
;;AdaBoostRegressor;0.9227830373033583;0.3853199528511193;60.0;0.1484714660651889;1.0375828585911508;0;52.0;-0.07657818844218411;1.0433610512447613;0;51.0;-0.0886022832545732
Smax, X, X3;139.586 + 0.583*Smax + 0.333*X + 0.171*X3;OMP3;0.9396891650829393;0.3420296376423079;33.33333333333333;0.11698427302572845;0.9192820525977008;0.3935994255226474;50.0;0.15492050777175792;0.9163178208517422;0.4004518088228776;50.0;0.1603616511895145
;;KNeighborsRegressor;0.9429496775951414;0.33293528729051675;56.666666666666664;0.11084590552321905;0.9461028682764305;0.32386627277182045;63.0;0.10488936263911108;0.9464772218041497;0.3227706129837386;62.0;0.10418086860589837
Smax, X, X3, L_max;131.851 + 0.592*Smax + 0.304*X + 0.151*X3 + 0.238*L_max;OMP4;0.944923380203393;0.32729162156247465;33.33333333333333;0.107119805544994;0.9309288936783231;0.3652004859181507;50.0;0.1333713949148535;0.9287132283934157;0.37079878560626267;50.0;0.13749173940707937
Smax, X, X3, L_max;147.838 + 0.493*Smax + 0.316*X + 0.124*X3 + 0.13*L_max;Lars4;0.9527918198333645;0.30362435353348305;33.33333333333333;0.0921877480586254;0.9419868409880194;0.33564980471528916;50.0;0.11266079140541196;0.9383912271721457;0.3455747455563766;50.0;0.11942190476635439
Smax, H_2802, X, X3, L_max;131.799 + 0.533*Smax + 0.072*H_2802 + 0.316*X + 0.119*X3 + 0.176*L_max;Lars5;0.9594419442856413;0.28190628858787153;33.33333333333333;0.07947115554538864;0.95118253968676;0.3086288648118403;51.0;0.0952517761950451;0.953683824217469;0.3008108432652381;53.0;0.09048716342594354
;;ExtraTreesRegressor;0.9621461472788603;0.27253401856730797;36.666666666666664;0.07427479127644587;0.9803167464900037;0.19743119447355292;52.0;0.038979076551253766;0.9709210776494009;0.23939979318313115;54.0;0.05731226097612596
Smax, X, X3;166.9 + 0.374*Smax + 0.33*X + 0.092*X3;Lars3;0.963406271934883;0.2680454349481263;36.666666666666664;0.07184835519653043;0.9566798123388092;0.29114212450859955;49.0;0.08476373666338055;0.9516594758324786;0.30715507819056515;49.0;0.09434424205825209
;;HistGradientBoostingRegressor;0.9679218208163051;0.251251564746667;40.0;0.06312734878764881;1.0362113868891996;0;40.0;-0.07373403831883873;1.0363769309674984;0;42.0;-0.07407714304161095
Smax, H_2802, X, X1, X3, L_max;98.087 + 0.615*Smax + 0.192*H_2802 + 0.341*X + 0.062*X1 + 0.11*X3 + 0.27*L_max;Lars6;0.9758093078955333;0.21862340822620135;33.33333333333333;0.04779619462444051;0.9730758982712039;0.23048491534955107;52.0;0.05312329620368983;0.9685751761341854;0.24872098459243788;52.0;0.061862128176631614
;;StackingRegressorRidge;0.9878300526709952;0.15553709216781308;30.0;0.024191787040018897;1.0112335979462224;0;46.0;-0.02259338961526214;0.9970174540391243;0.0771763975665008;48.0;0.005956196341342257
Smax, H_2802, X, X3, L_max, Y_sum;84.367 + 0.612*Smax + 0.233*H_2802 + 0.345*X + 0.117*X3 + 0.315*L_max + 0.155*Y_sum;QuantileRegressor;0.9913926092557849;0.13092247443814484;30.0;0.017140694313006688;1.0104372322275115;0;48.0;-0.020983400271593622;1.0199184137628174;0;44.0;-0.0402335707324617
Smax, X;160.322 + 0.601*Smax + 0.391*X;OMP2;1.0000074719880516;0;30.0;-1.4944031933694646e-05;1.0123193274034095;0;49.0;-0.024790420634491106;1.012357106940495;0;49.0;-0.024866911972928785
X;170.59 + 0.657*X;OMP1;1.0000507597039294;0;30.0;-0.00010152198440627203;1.01117347108441;0;49.0;-0.022471788624894407;1.0120457419350564;0;49.0;-0.02423658376887894
Smax, X;198.643 + 0.132*Smax + 0.327*X;Lars2;1.0000709079477073;0;30.0;-0.0001418209233516876;1.0108457575798415;0;49.0;-0.021809145617164072;1.0099654120735777;0;50.0;-0.020030133584951537
X;209.466 + 0.308*X;Lars1;1.0001005367313116;0;30.0;-0.00020108357025749868;1.010446311726995;0;49.0;-0.021001748882687465;1.0095141832865597;0;50.0;-0.01911888625672975
Smax, H_2802, X, X1, X3, L_max;54.849 + 0.72*Smax + 0.345*H_2802 + 0.375*X + 0.142*X1 + 0.097*X3 + 0.39*L_max;OMP6;1.0045740444553282;0;30.0;-0.009169010793335541;1.0098092182110368;0;50.0;-0.01971465718398524;1.0098682706016346;0;50.0;-0.019833923967936373
Smax, H_2802, X, X3, L_max;64.414 + 0.703*Smax + 0.373*H_2802 + 0.314*X + 0.101*X3 + 0.373*L_max;OMPCV;1.008462633689951;0;30.0;-0.016996883548872077;1.01368070287252;0;49.0;-0.02754856737612621;1.0107615871083055;0;49.0;-0.02163898597370073
Smax, H_2802, X, X3, L_max;64.414 + 0.703*Smax + 0.373*H_2802 + 0.314*X + 0.101*X3 + 0.373*L_max;OMP5;1.008462633689951;0;30.0;-0.016996883548872077;1.01368070287252;0;49.0;-0.02754856737612621;1.0107615871083055;0;49.0;-0.02163898597370073
Smax, H_2802, X, X1, X3, L_max, Y_sum;46.346 + 0.752*Smax + 0.302*H_2802 + 0.352*X + 0.105*X1 + 0.094*X3 + 0.407*L_max + 0.325*Y_sum;BayesianRidge;1.021688089382331;0;33.33333333333333;-0.04384655198571785;1.0428180216998375;0;46.0;-0.08746942638196264;1.047493339937583;0;46.0;-0.0972422972135929
Smax, H_2802, X, X1, X3, L_max, Y_sum;46.485 + 0.754*Smax + 0.303*H_2802 + 0.351*X + 0.105*X1 + 0.094*X3 + 0.407*L_max + 0.324*Y_sum;ElasticNetCV;1.021877575401378;0;33.33333333333333;-0.044233779108199034;1.0430663254769708;0;46.0;-0.08798735934402946;1.047307262446852;0;46.0;-0.09685250197391926
Smax, H_2802, X, X1, X3, L_max, Y_sum;45.956 + 0.756*Smax + 0.304*H_2802 + 0.351*X + 0.105*X1 + 0.093*X3 + 0.409*L_max + 0.328*Y_sum;LassoCV;1.0226111824467323;0;33.33333333333333;-0.0457336304651037;1.0441150610382057;0;46.0;-0.09017626068681617;1.0483973499120656;0;46.0;-0.09913700330264197
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.614 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;RidgeCV;1.024098568247012;0;33.33333333333333;-0.0487778774855796;1.046261036558688;0;46.0;-0.09466215662086053;1.050614477386194;0;46.0;-0.10379078009346565
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;LarsCV;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars7;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars8;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars9;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars10;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars11;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars12;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars13;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;Lars14;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
Smax, H_2802, X, X1, X3, L_max, Y_sum;44.607 + 0.76*Smax + 0.307*H_2802 + 0.351*X + 0.106*X1 + 0.093*X3 + 0.412*L_max + 0.336*Y_sum;LassoLarsCV;1.0241078364703469;0;33.33333333333333;-0.048796860719974466;1.0462742728736871;0;46.0;-0.09468985407736263;1.0506268478294059;0;46.0;-0.10381677337995354
