Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;VotingRegressor;0.9204358525509795;0.39089364453614683;62.16216216216216;0.1527978413387514;0.8547402317252722;0.519056004945736;63.0;0.26941913627022784;0.849948983093626;0.5268649980195221;63.0;0.277586726138111
;;RandomForestRegressor;0.930005207419651;0.36754634289070537;62.16216216216216;0.13509031417233186;0.8635818937821328;0.5042086004142186;60.0;0.25422631273166507;0.8411816568052273;0.5407526423924462;69.0;0.29241342025441275
;;HistGradientBoostingRegressor;0.932108340669165;0.3621795704550103;59.45945945945946;0.13117404125497567;0.8447495219244014;0.5351618869169358;65.0;0.2863982452084952;0.8485243568809787;0.5291563245201946;59.0;0.2800064157797214
;;KNeighborsRegressor;0.9413172243251071;0.3375231594852062;62.16216216216216;0.11392188318887586;0.8997464401235921;0.43641304229470884;59.0;0.19045634348492335;0.9001859208095251;0.43550580705233705;57.99999999999999;0.18966530797630732
;;ExtraTreesRegressor;0.9449611696469866;0.3271824993171227;54.054054054054056;0.10704838785939896;0.8913277783803932;0.45335945064316524;61.0;0.20553479148747256;0.8856522050825973;0.4643491914845259;61.0;0.21562017163233305
;;BaggingRegressor;0.956807630296688;0.29072178901148144;54.054054054054056;0.0845191586060362;0.8964390487812195;0.4431670473085994;64.0;0.1963970318202224;0.8901483650895821;0.4556708111436853;65.0;0.2076358881283441
Smax, H_2802, X, X1, X3;124.852 + 0.491*Smax - 0.265*H_2802 + 0.232*X + 0.246*X1 + 0.25*X3;HuberRegressor;0.9575191650134784;0.2883696388871252;62.16216216216216;0.083157048631891;0.9717321201988045;0.23608618463166403;44.0;0.055736686573935934;0.967402165316663;0.2532450405054989;43.0;0.06413305054063168
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;LinearRegression;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343746;0.24327272876166187;42.0;0.059181620559145
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;LarsCV;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars5;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars6;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars7;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars8;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars9;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars10;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars11;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars12;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
Smax, H_2802, X, X1, X3;120.864 + 0.497*Smax - 0.168*H_2802 + 0.278*X + 0.153*X1 + 0.198*X3;Lars13;0.958541736314412;0.28495217097497666;56.75675675675676;0.08119773974335198;0.9737162186108158;0.2277646276625366;41.0;0.05187672561425383;0.9699579266343747;0.24327272876166142;42.0;0.059181620559144776
