Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, H_2802, X2, X3, Xs;88.652 + 0.556*S_2802 + 0.138*H_2802 + 0.737*X2 + 0.225*X3 + 0.149*Xs;LinearRegression;0.5638899757067185;0.8258499229869047;81.08108108108108
S_2802, H_2802, X2, X3, Xs;88.652 + 0.556*S_2802 + 0.138*H_2802 + 0.737*X2 + 0.225*X3 + 0.149*Xs;Lars5;0.5638899757067186;0.8258499229869045;81.08108108108108
S_2802, H_2802, X2, X3, Xs;88.652 + 0.556*S_2802 + 0.138*H_2802 + 0.737*X2 + 0.225*X3 + 0.149*Xs;OMP5;0.5638899757067186;0.8258499229869045;81.08108108108108
S_2802, H_2802, X2, X3, Xs;87.45 + 0.567*S_2802 + 0.15*H_2802 + 0.76*X2 + 0.223*X3 + 0.141*Xs;TheilSenRegressor;0.5642462338851906;0.8256065573542757;81.08108108108108
S_2802, H_2802, X2, X3, Xs;92.607 + 0.545*S_2802 + 0.124*H_2802 + 0.7*X2 + 0.222*X3 + 0.147*Xs;Ridge;0.5645165805305522;0.8254217287581498;81.08108108108108
S_2802, H_2802, X2, X3, Xs;99.682 + 0.523*S_2802 + 0.101*H_2802 + 0.634*X2 + 0.217*X3 + 0.142*Xs;BayesianRidge;0.5686972598158857;0.8225469145756387;83.78378378378379
S_2802, H_2802, X2, X3, Xs;109.675 + 0.521*S_2802 + 0.047*H_2802 + 0.667*X2 + 0.206*X3 + 0.112*Xs;ARDRegression;0.5725971556259214;0.8198368724137164;83.78378378378379
S_2802, X2, X3, Xs;100.583 + 0.511*S_2802 + 0.712*X2 + 0.246*X3 + 0.18*Xs;OMP4;0.5727587248407523;0.8197240042348372;81.08108108108108
S_2802, H_2802, X2, X3, Xs;114.032 + 0.484*S_2802 + 0.052*H_2802 + 0.534*X2 + 0.202*X3 + 0.127*Xs;ElasticNet;0.584242003453833;0.8115794978929983;83.78378378378379
S_2802, H_2802, X2, X3, Xs;118.922 + 0.486*S_2802 + 0.02*H_2802 + 0.565*X2 + 0.196*X3 + 0.114*Xs;LassoLars;0.5842507365025699;0.8115732110513534;83.78378378378379
S_2802, H_2802, X2, X3, Xs;118.924 + 0.486*S_2802 + 0.02*H_2802 + 0.565*X2 + 0.196*X3 + 0.114*Xs;Lasso;0.5842539867662426;0.8115708711799303;83.78378378378379
S_2802, H_2802, X2, X3, Xs;113.152 + 0.496*S_2802 + 0.052*H_2802 + 0.528*X2 + 0.237*X3 + 0.078*Xs;HuberRegressor;0.5881575988690394;0.8087463377923921;83.78378378378379
S_2802, X2, X3, Xs;124.036 + 0.474*S_2802 + 0.535*X2 + 0.191*X3 + 0.108*Xs;Lars4;0.5915372530978256;0.8062776681748535;83.78378378378379
S_2802, H_2802, X2, X3;101.787 + 0.614*S_2802 + 0.152*H_2802 + 0.575*X2 + 0.242*X3;QuantileRegressor;0.5921290351211378;0.8058431644969822;83.78378378378379
S_2802, X2, X3;121.409 + 0.544*S_2802 + 0.653*X2 + 0.243*X3;OMP3;0.6011501845440003;0.7991360682779337;83.78378378378379
S_2802, X2, X3;159.056 + 0.418*S_2802 + 0.272*X2 + 0.111*X3;Lars3;0.6811418914094752;0.7321514349962873;83.78378378378379
S_2802, H_2802, X2, X3, Xs;0.029 + 0.696*S_2802 + 0.433*H_2802 + 1.231*X2 + 0.359*X3 + 0.215*Xs;PassiveAggressiveRegressor;0.7206014173726041;0.6933495491313123;62.16216216216216
S_2802, X3;144.541 + 0.547*S_2802 + 0.23*X3;OMP2;0.7371580756288508;0.6757203352979466;67.56756756756756
S_2802;179.429 + 0.523*S_2802;OMP1;0.7863029674093688;0.6178411150475672;62.16216216216216
S_2802, X3;185.857 + 0.328*S_2802 + 0.016*X3;Lars2;0.8136244825615663;0.5813907475841213;59.45945945945946
S_2802, H_2802, X2, X3, Xs;0.018 + 0.69*S_2802 + 0.435*H_2802 + 0.865*X2 + 0.367*X3 + 0.201*Xs;SGDRegressor;0.8239495466127359;0.5666631668254669;64.86486486486487
S_2802;188.991 + 0.312*S_2802;Lars1;0.8250178325475885;0.5651066943316803;56.75675675675676
