Таблица  - Проверочные прогнозы максимумов весеннего половодья
р.ЗападнаяДвина-Витебск
Предикторы:;; Smax, H_2802, X, X1, Y_sum
Уравнение:;; 210.498 + 2.569*Smax + 0.029*H_2802 + 1.03*X - 0.788*X1 + 2.091*Y_sum
Модель:;; BayesianRidge

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;δ50% Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;δ50% Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1991.0;520.0;-87.75757575757575;7701.3921028466475;-0.6994776996672722;537.4384549280214;-17.43845492802143;304.0997102766349;-0.13899438576675643
2.0;1992.0;687.0;79.24242424242425;6279.361799816346;0.6316071079523194;570.1147854300859;116.88521456991407;13662.153385054853;0.9316415170620884
3.0;1993.0;604.0;-3.7575757575757507;14.119375573920976;-0.0299500120023279;524.6842727088895;79.31572729111053;6290.984595717817;0.6321913748652447
4.0;1994.0;941.0;333.24242424242425;111050.51331496786;2.656131306367746;667.5423331567632;273.4576668432368;74779.09555534668;2.1796128494738456
5.0;1995.0;610.0;2.2424242424242493;5.028466483011968;0.017873394259453834;474.48947502100987;135.51052497899013;18363.10238008151;1.0800958148029278
6.0;1996.0;483.0;-124.75757575757575;15564.452708907253;-0.9943887049482596;604.8020007099285;-121.8020007099285;14835.727376941424;-0.970831093908123
7.0;1997.0;374.0;-233.75757575757575;54642.60422405876;-1.8631805853706278;514.082046899146;-140.082046899146;19622.97986345454;-1.1165334398066369
8.0;1998.0;484.0;-123.75757575757575;15315.9375573921;-0.9864181372379626;585.1666403468514;-101.16664034685141;10234.689119069184;-0.8063555569078391
9.0;1999.0;838.0;230.24242424242425;53011.57392102847;1.8351628322071598;707.334263181808;130.66573681819204;17073.534778241028;1.0414801027252416
10.0;2000.0;764.0;156.24242424242425;24411.695133149682;1.2453408216451851;557.5891046155114;206.41089538448864;42605.457733426316;1.6452120178050882
11.0;2001.0;654.0;46.24242424242425;2138.361799816346;0.3685783735125199;675.5077318081975;-21.50773180819749;462.5825275333501;-0.17142883267214568
12.0;2002.0;507.0;-100.75757575757575;10152.089072543617;-0.8030950799011326;595.4482903224562;-88.44829032245616;7823.100060965492;-0.7049830868751398
13.0;2003.0;378.0;-229.75757575757575;52788.54361799816;-1.83129831452944;550.2648576323542;-172.26485763235416;29675.181175095247;-1.3730487118633443
14.0;2004.0;879.0;271.24242424242425;73572.45270890727;2.161956108329335;825.1071740862492;53.89282591375081;2904.436684969851;0.4295564180447973
15.0;2005.0;672.0;64.24242424242425;4127.089072543619;0.5120485922978651;593.9328409247104;78.06715907528962;6094.481326086575;0.6222395773601195
16.0;2006.0;555.0;-52.75757575757575;2783.3617998163445;-0.42050782980687873;692.5936947859125;-137.59369478591248;18932.024844838837;-1.0966998608010485
17.0;2007.0;594.0;-13.75757575757575;189.270890725436;-0.10965568910529747;523.7423991508542;70.25760084914577;4936.130477077889;0.5599929647311332
18.0;2008.0;475.0;-132.75757575757575;17624.573921028466;-1.0581532466306351;495.07262891659985;-20.072628916599854;402.9104316235206;-0.15999024790342375
19.0;2009.0;669.0;61.24242424242425;3750.6345270890733;0.48813688916697423;635.274008261784;33.72599173821595;1137.4425187262107;0.268815300746366
20.0;2010.0;873.0;265.24242424242425;70353.54361799816;2.114132702067553;789.2005866417846;83.79941335821536;7022.341679181043;0.6679288982548187
21.0;2011.0;758.0;150.24242424242425;22572.78604224059;1.1975174153834034;828.526224544446;-70.526224544446;4973.948348493616;-0.5621340480831138
22.0;2012.0;825.0;217.24242424242425;47194.27089072544;1.7315454519732993;671.364744565411;153.635255434589;23603.79171245141;1.22456020613016
23.0;2013.0;929.0;321.24242424242425;103196.69513314968;2.5604844938441826;733.4056388286708;195.59436117132918;38257.154122020365;1.558998099468357
24.0;2014.0;313.0;-294.75757575757575;86882.02846648301;-2.3493852156987423;429.23846650234134;-116.23846650234134;13511.38109481593;-0.9264865677979962
25.0;2015.0;371.0;-236.75757575757575;56054.14967860422;-1.8870922885015187;530.5560014662328;-159.55600146623283;25458.117603892493;-1.2717519132708492
26.0;2016.0;386.0;-221.75757575757575;49176.42240587695;-1.7675337728470644;550.7894362700354;-164.78943627003537;27155.558306196046;-1.3134653597319819
27.0;2017.0;497.0;-110.75757575757575;12267.240587695132;-0.8828007570041022;559.8039921968323;-62.80399219683227;3944.3414358597684;-0.5005834722818132
28.0;2018.0;594.0;-13.75757575757575;189.270890725436;-0.10965568910529747;605.6716537827631;-11.671653782763087;136.22750202468788;-0.09302970676665678
29.0;2019.0;388.0;-219.75757575757575;48293.39210284664;-1.7515926374264703;681.1801024186325;-293.1801024186325;85954.57245419984;-2.3368118576395065
30.0;2020.0;416.0;-191.75757575757575;36770.9678604224;-1.5284167415381555;415.80470004401474;0.19529995598526284;0.0381420728078456;0.0015566515229985527
31.0;2021.0;560.0;-47.75757575757575;2280.786042240587;-0.380654991255394;544.888564255043;15.11143574495702;228.35549027396473;0.12044672180498166
32.0;2022.0;518.0;-89.75757575757575;8056.4224058769505;-0.7154188350878661;618.1390480820398;-100.13904808203984;10027.828950777086;-0.7981650631825811
33.0;2023.0;940.0;332.24242424242425;110385.02846648301;2.6481607386574493;728.0048468503448;211.99515314965515;44941.94495894574;1.6897217224340995
Сумма;;20056.0
Средний;;607.7575757575758
Высший;;941.0
Низший;;313.0

σ = ;;186.14477401726697;;σ -;среднеквадратическое отклонение (см)
δдоп =;;125.46157768763794;;δдоп -;допустимая погрешность прогноза (см)
