Year;Hmax fact;Hf-Havg;(Hf-Havg)^2;Error climate;Hmax forecast;Hf-Hfor;(Hf-Hfor)^2;Error forecast
1978.0;340.0;60.1142857142857;3613.7273469387737;0.92;311.02651584039575;28.973484159604254;839.4627843468386;0.45
1979.0;628.0;348.1142857142857;121183.55591836733;5.35;335.6576583130252;292.3423416869748;85464.04474302393;4.5
1980.0;342.0;62.1142857142857;3858.1844897959168;0.96;305.63845342450804;36.36154657549196;1322.1620693616708;0.56
1981.0;282.0;2.1142857142856997;4.470204081632591;0.03;264.8431237042156;17.1568762957844;294.35840422884866;0.26
1982.0;399.0;119.1142857142857;14188.213061224486;1.83;299.4806678063507;99.51933219364929;9904.09748026992;1.53
1983.0;269.0;-10.8857142857143;118.4987755102044;-0.17;255.6064452769796;13.3935547230204;179.38730811854208;0.21
1984.0;206.0;-73.8857142857143;5459.098775510206;-1.14;267.9220165132943;-61.922016513294295;3834.336129072691;-0.95
1985.0;336.0;56.1142857142857;3148.813061224488;0.86;291.01371258138437;44.98628741861563;2023.7660557102952;0.69
1986.0;329.0;49.1142857142857;2412.2130612244882;0.76;312.5659622449351;16.434037755064878;270.0775969348979;0.25
1987.0;350.0;70.1142857142857;4916.0130612244875;1.08;291.01371258138437;58.98628741861563;3479.382103431533;0.91
1988.0;401.0;121.1142857142857;14668.670204081629;1.86;266.382570108755;134.61742989124502;18121.852430524268;2.07
1989.0;161.0;-118.8857142857143;14133.813061224493;-1.83;271.7706325246426;-110.77063252464262;12270.133029909413;-1.7
1991.0;243.0;-36.8857142857143;1360.555918367348;-0.57;273.310078929182;-30.310078929181998;918.7008846932425;-0.47
1992.0;182.0;-97.8857142857143;9581.613061224492;-1.51;253.2972756701706;-71.29727567017059;5083.3015179883;-1.1
1993.0;237.0;-42.8857142857143;1839.1844897959197;-0.66;261.76423089513696;-24.76423089513696;613.267131827656;-0.38
1994.0;378.0;98.1142857142857;9626.413061224486;1.51;271.000909322373;106.99909067762701;11448.805405839048;1.65
1995.0;234.0;-45.8857142857143;2105.4987755102056;-0.71;246.36976684974357;-12.36976684974357;153.01113191701495;-0.19
1996.0;377.0;97.1142857142857;9431.184489795916;1.49;328.7301494925981;48.269850507401884;2329.978468006926;0.74
1999.0;305.0;25.1142857142857;630.7273469387748;0.39;268.691739715564;36.30826028443602;1318.2897648823537;0.56
2001.0;169.0;-110.8857142857143;12295.641632653065;-1.71;252.5275524679009;-83.5275524679009;6976.852021277939;-1.28
2003.0;256.0;-23.8857142857143;570.5273469387762;-0.37;286.39537336776635;-30.395373367766354;923.8787221659201;-0.47
2004.0;272.0;-7.8857142857143;62.1844897959186;-0.12;285.62565016549667;-13.625650165496666;185.6583424324993;-0.21
2005.0;232.0;-47.8857142857143;2293.0416326530626;-0.74;282.546757356418;-50.54675735641803;2554.9746792486;-0.78
2007.0;363.0;83.1142857142857;6907.984489795916;1.28;289.47426617684505;73.52573382315495;5406.033534233432;1.13
2008.0;160.0;-119.8857142857143;14372.584489795921;-1.84;250.2183828610919;-90.2183828610919;8139.35660607056;-1.39
2009.0;186.0;-93.8857142857143;8814.527346938778;-1.44;255.6064452769796;-69.6064452769796;4845.057224097156;-1.07
2010.0;327.0;47.1142857142857;2219.7559183673457;0.72;304.0990070199687;22.900992980031276;524.4554794714418;0.35
2011.0;261.0;-18.8857142857143;356.6702040816332;-0.29;280.237587749609;-19.23758774960902;370.08478242390703;-0.3
2012.0;205.0;-74.8857142857143;5607.870204081635;-1.15;276.38897173826064;-71.38897173826064;5096.385285846176;-1.1
2013.0;314.0;34.1142857142857;1163.7844897959174;0.52;311.02651584039575;2.9734841596042543;8.841608047417418;0.05
2015.0;143.0;-136.8857142857143;18737.69877551021;-2.11;247.9092132542829;-104.90921325428289;11005.943025632605;-1.61
2017.0;296.0;16.1142857142857;259.67020408163216;0.25;269.4614629178336;26.538537082166386;704.2939504615204;0.41
2018.0;249.0;-30.8857142857143;953.9273469387764;-0.48;263.3036772996763;-14.30367729967628;204.59518429327454;-0.22
2019.0;171.0;-108.8857142857143;11856.098775510207;-1.67;263.3036772996763;-92.30367729967628;8519.968843042774;-1.42
2021.0;193.0;-86.8857142857143;7549.127346938778;-1.34;301.7898374131597;-108.78983741315972;11835.228724381726;-1.67
           Lars1,
H_avg=279.8857142857143,
Sigma=96.45199093135325,
Delta_dop=65.0086418877321,
Pk=51.42857143,
Pm=60.0,
S=81.74026699628496,
Criterion=0.8474710185553462,
Criterion^2=0.718207127291236,
Correlation=0.5308416644431406,
Model=Lars(n_nonzero_coefs=1)
Model;            Lars1,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Model:; Lars1,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Модель:; Lars1,
Предикторы:; Smax,
Уравнение:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Модель:; Lars1,
Предикторы:; Smax,
Уравнение:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Модель:; Lars1,
Предикторы:; Smax,
Уравнение:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Модель:; Lars1,
Предикторы:; Smax,
Уравнение:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



������:; Lars1,
����������:; Smax,
���������:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Модель:; Lars1,
Предикторы:; Smax,
Уравнение:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



������:; Lars1,
����������:; Smax,
���������:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Model:; Lars1,
Predictors:; Smax,
Equation:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Model:; Lars1,
Predictors:; Smax,
Equation:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Model:; Lars1,
Predictors:; Smax,
Equation:; 240.21 + 0.77*Smax,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;60.0,
S;81.74026699628496,
Criterion;0.8474710185553462,
Criterion^2;0.718207127291236,
Correlation;0.5308416644431406,
Model;Lars(n_nonzero_coefs=1)



Сумма;9796.0,
Средний;279.8857142857143,
Высший;628.0,
Низший;143.0,

σ = ;96.45199093135325,
δдоп =;65.0086418877321,
Pк =;51.42857143,
Pм =;60.0,
