Year;Hmax fact;Hf-Havg;(Hf-Havg)^2;Error climate;Hmax forecast;Hf-Hfor;(Hf-Hfor)^2;Error forecast
1978.0;340.0;60.1142857142857;3613.7273469387737;0.92;373.74006518990984;-33.74006518990984;1138.3919990193658;-0.52
1979.0;628.0;348.1142857142857;121183.55591836733;5.35;400.85030679857596;227.14969320142404;51596.98312150107;3.49
1980.0;342.0;62.1142857142857;3858.1844897959168;0.96;329.01457654243814;12.985423457561865;168.62122237219793;0.2
1981.0;282.0;2.1142857142856997;4.470204081632591;0.03;251.43603750788196;30.563962492118037;934.1558032195982;0.47
1982.0;399.0;119.1142857142857;14188.213061224486;1.83;340.3010753071113;58.69892469288868;3445.5637601014164;0.9
1983.0;269.0;-10.8857142857143;118.4987755102044;-0.17;231.55600471114292;37.44399528885708;1402.0527831919512;0.58
1984.0;206.0;-73.8857142857143;5459.098775510206;-1.14;250.42809387401746;-44.42809387401746;1973.8555252785081;-0.68
1985.0;336.0;56.1142857142857;3148.813061224488;0.86;299.03751568975406;36.96248431024594;1366.2252463851773;0.57
1986.0;329.0;49.1142857142857;2412.2130612244882;0.76;364.78347700811673;-35.78347700811673;1280.4572267904189;-0.55
1987.0;350.0;70.1142857142857;4916.0130612244875;1.08;291.6755595010043;58.32444049899573;3401.740359520893;0.9
1988.0;401.0;121.1142857142857;14668.670204081629;1.86;250.3867356028942;150.6132643971058;22684.3554123525;2.32
1989.0;161.0;-118.8857142857143;14133.813061224493;-1.83;266.48239462745016;-105.48239462745016;11126.535576341126;-1.62
1991.0;243.0;-36.8857142857143;1360.555918367348;-0.57;272.24971882315657;-29.24971882315657;855.5460512337198;-0.45
1992.0;182.0;-97.8857142857143;9581.613061224492;-1.51;225.90433390188872;-43.90433390188872;1927.5905353685353;-0.68
1993.0;237.0;-42.8857142857143;1839.1844897959197;-0.66;237.72006876424697;-0.7200687642469745;0.518499025244165;-0.01
1994.0;378.0;98.1142857142857;9626.413061224486;1.51;261.14474713334704;116.85525286665296;13655.150122529405;1.8
1995.0;234.0;-45.8857142857143;2105.4987755102056;-0.71;209.76731660620948;24.232683393790523;587.222944463691;0.37
1996.0;377.0;97.1142857142857;9431.184489795916;1.49;366.44473155303626;10.555268446963737;111.41369198746825;0.16
1999.0;305.0;25.1142857142857;630.7273469387748;0.39;252.76642588381515;52.233574116184855;2728.3462649509765;0.8
2001.0;169.0;-110.8857142857143;12295.641632653065;-1.71;216.74937579139686;-47.74937579139686;2280.0028884680364;-0.73
2003.0;256.0;-23.8857142857143;570.5273469387762;-0.37;286.6435138951346;-30.643513895134618;939.0249438413084;-0.47
2004.0;272.0;-7.8857142857143;62.1844897959186;-0.12;292.2124681621422;-20.212468162142216;408.54386920561274;-0.31
2005.0;232.0;-47.8857142857143;2293.0416326530626;-0.74;290.493761355729;-58.49376135572902;3421.520117540978;-0.9
2007.0;363.0;83.1142857142857;6907.984489795916;1.28;323.5360113811299;39.463988618870076;1557.406397710307;0.61
2008.0;160.0;-119.8857142857143;14372.584489795921;-1.84;215.18768064255917;-55.18768064255917;3045.6800947051006;-0.85
2009.0;186.0;-93.8857142857143;8814.527346938778;-1.44;232.646664887254;-46.64666488725399;2175.9113451037742;-0.72
2010.0;327.0;47.1142857142857;2219.7559183673457;0.72;337.15316959214795;-10.153169592147947;103.0868527669177;-0.16
2011.0;261.0;-18.8857142857143;356.6702040816332;-0.29;285.3874206345304;-24.387420634530372;594.7462852055178;-0.38
2012.0;205.0;-74.8857142857143;5607.870204081635;-1.15;261.6984986483202;-56.6984986483202;3214.719748973567;-0.87
2013.0;314.0;34.1142857142857;1163.7844897959174;0.52;338.0209444222721;-24.020944422272123;577.0057709378863;-0.37
2015.0;143.0;-136.8857142857143;18737.69877551021;-2.11;203.5373788646941;-60.53737886469409;3664.7742398075106;-0.93
2017.0;296.0;16.1142857142857;259.67020408163216;0.25;253.74143267347398;42.25856732652602;1785.7865124905325;0.65
2018.0;249.0;-30.8857142857143;953.9273469387764;-0.48;236.12543677120365;12.874563228796347;165.75437833227502;0.2
2019.0;171.0;-108.8857142857143;11856.098775510207;-1.67;236.67076685925917;-65.67076685925917;4312.649619883173;-1.01
2021.0;193.0;-86.8857142857143;7549.127346938778;-1.34;310.50629039275555;-117.50629039275555;13807.728281866594;-1.81
           Lars2,
H_avg=279.8857142857143,
Sigma=96.45199093135325,
Delta_dop=65.0086418877321,
Pk=51.42857143,
Pm=82.85714286,
S=69.12032719925115,
Criterion=0.7166293461836928,
Criterion^2=0.513557619811667,
Correlation=0.6974542136859831,
Model=Lars(n_nonzero_coefs=2)
Model;            Lars2,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Model:; Lars2,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Модель:; Lars2,
Предикторы:; Smax, H,
Уравнение:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Модель:; Lars2,
Предикторы:; Smax, H,
Уравнение:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Модель:; Lars2,
Предикторы:; Smax, H,
Уравнение:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Модель:; Lars2,
Предикторы:; Smax, H,
Уравнение:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



������:; Lars2,
����������:; Smax, H,
���������:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Модель:; Lars2,
Предикторы:; Smax, H,
Уравнение:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



������:; Lars2,
����������:; Smax, H,
���������:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Model:; Lars2,
Predictors:; Smax, H,
Equation:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Model:; Lars2,
Predictors:; Smax, H,
Equation:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



Model:; Lars2,
Predictors:; Smax, H,
Equation:; 166.25 + 1.52*Smax + 0.27*H,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;82.85714286,
S;69.12032719925115,
Criterion;0.7166293461836928,
Criterion^2;0.513557619811667,
Correlation;0.6974542136859831,
Model;Lars(n_nonzero_coefs=2)



