Year;Hmax fact;Hf-Havg;(Hf-Havg)^2;Error climate;Hmax forecast;Hf-Hfor;(Hf-Hfor)^2;Error forecast
1978.0;340.0;60.1142857142857;3613.7273469387737;0.92;378.0458726536573;-38.045872653657284;1447.488425978307;-0.59
1979.0;628.0;348.1142857142857;121183.55591836733;5.35;407.31750653415526;220.68249346584474;48700.76292230261;3.39
1980.0;342.0;62.1142857142857;3858.1844897959168;0.96;328.5499824529362;13.450017547063794;180.90297201632396;0.21
1981.0;282.0;2.1142857142856997;4.470204081632591;0.03;253.4998565620232;28.50014343797679;812.2581759852515;0.44
1982.0;399.0;119.1142857142857;14188.213061224486;1.83;344.10239695645055;54.89760304354945;3013.74681992713;0.84
1983.0;269.0;-10.8857142857143;118.4987755102044;-0.17;228.88343402443752;40.11656597556248;1609.3388656716572;0.62
1984.0;206.0;-73.8857142857143;5459.098775510206;-1.14;246.17318944666224;-40.173189446662235;1613.885150317414;-0.62
1985.0;336.0;56.1142857142857;3148.813061224488;0.86;299.40106207982404;36.598937920175956;1339.4822568848936;0.56
1986.0;329.0;49.1142857142857;2412.2130612244882;0.76;370.6218696103247;-41.62186961032472;1732.3800298588726;-0.64
1987.0;350.0;70.1142857142857;4916.0130612244875;1.08;289.29425376148254;60.70574623851746;3685.187626375277;0.93
1988.0;401.0;121.1142857142857;14668.670204081629;1.86;247.04440269833574;153.95559730166426;23702.32594051221;2.37
1989.0;161.0;-118.8857142857143;14133.813061224493;-1.83;265.4617414574101;-104.46174145741008;10912.25542831479;-1.61
1991.0;243.0;-36.8857142857143;1360.555918367348;-0.57;273.0033875530904;-30.00338755309042;900.2032646609412;-0.46
1992.0;182.0;-97.8857142857143;9581.613061224492;-1.51;221.0147403442441;-39.0147403442441;1522.1499641287885;-0.6
1993.0;237.0;-42.8857142857143;1839.1844897959197;-0.66;236.76439754240965;0.23560245759034615;0.05550851802261086;0.0
1994.0;378.0;98.1142857142857;9626.413061224486;1.51;260.72438520238944;117.27561479761056;13753.569826157533;1.8
1995.0;234.0;-45.8857142857143;2105.4987755102056;-0.71;207.2471514351658;26.75284856483421;715.7149063329518;0.41
1996.0;377.0;97.1142857142857;9431.184489795916;1.49;371.0538740673045;5.946125932695509;35.35641360747403;0.09
1999.0;305.0;25.1142857142857;630.7273469387748;0.39;254.7439518351249;50.2560481648751;2525.6703771502457;0.77
2001.0;169.0;-110.8857142857143;12295.641632653065;-1.71;209.08275879169167;-40.082758791691674;1606.6275523529362;-0.62
2003.0;256.0;-23.8857142857143;570.5273469387762;-0.37;290.6745561018315;-34.67455610183151;1202.324840859061;-0.53
2004.0;272.0;-7.8857142857143;62.1844897959186;-0.12;292.798575988696;-20.798575988695973;432.5807631575607;-0.32
2005.0;232.0;-47.8857142857143;2293.0416326530626;-0.74;291.3776226217077;-59.3776226217077;3525.702068205934;-0.91
2007.0;363.0;83.1142857142857;6907.984489795916;1.28;325.54156409637426;37.45843590362574;1403.134420346038;0.58
2008.0;160.0;-119.8857142857143;14372.584489795921;-1.84;209.12251478733643;-49.12251478733643;2413.021459032086;-0.76
2009.0;186.0;-93.8857142857143;8814.527346938778;-1.44;230.05938193840856;-44.05938193840856;1941.2291367945627;-0.68
2010.0;327.0;47.1142857142857;2219.7559183673457;0.72;342.64909775743547;-15.64909775743547;244.89426062177185;-0.24
2011.0;261.0;-18.8857142857143;356.6702040816332;-0.29;287.52557499697764;-26.52557499697764;703.6061289202853;-0.41
2012.0;205.0;-74.8857142857143;5607.870204081635;-1.15;256.3667967900479;-51.366796790047886;2638.547812470074;-0.79
2013.0;314.0;34.1142857142857;1163.7844897959174;0.52;341.2129280703599;-27.212928070359908;740.5434541625822;-0.42
2015.0;143.0;-136.8857142857143;18737.69877551021;-2.11;199.1244273783762;-56.1244273783762;3149.9513485506236;-0.86
2017.0;296.0;16.1142857142857;259.67020408163216;0.25;259.18580913230426;36.81419086769574;1355.2846492431327;0.57
2018.0;249.0;-30.8857142857143;953.9273469387764;-0.48;237.2080700184127;11.791929981587288;139.04961269065717;0.18
2019.0;171.0;-108.8857142857143;11856.098775510207;-1.67;231.77837457806982;-60.778374578069815;3694.010816352163;-0.93
2021.0;193.0;-86.8857142857143;7549.127346938778;-1.34;309.344490734542;-116.34449073454198;13536.040524279924;-1.79
    ElasticNetCV,
H_avg=279.8857142857143,
Sigma=96.45199093135325,
Delta_dop=65.0086418877321,
Pk=51.42857143,
Pm=85.71428571,
S=67.93796558858593,
Criterion=0.7043707955903025,
Criterion^2=0.49613821768051564,
Correlation=0.7098322212463198,
Model=ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)
Model;     ElasticNetCV,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



Model:; ElasticNetCV,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



Модель:; ElasticNetCV,
Предикторы:; Smax, H, X3,
Уравнение:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



Модель:; ElasticNetCV,
Предикторы:; Smax, H, X3,
Уравнение:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



Модель:; ElasticNetCV,
Предикторы:; Smax, H, X3,
Уравнение:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



Модель:; ElasticNetCV,
Предикторы:; Smax, H, X3,
Уравнение:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



������:; ElasticNetCV,
����������:; Smax, H, X3,
���������:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



Модель:; ElasticNetCV,
Предикторы:; Smax, H, X3,
Уравнение:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



������:; ElasticNetCV,
����������:; Smax, H, X3,
���������:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
Sigma;96.45199093135325,
Delta_dop;65.0086418877321,
Pk;51.42857143,
Pm;85.71428571,
S;67.93796558858593,
Criterion;0.7043707955903025,
Criterion^2;0.49613821768051564,
Correlation;0.7098322212463198,
Model;ElasticNetCV(eps=0.01, l1_ratio=[0.1, 0.5, 0.7, 0.9, 0.95, 0.99, 1],
             n_alphas=1000)



Model:; ElasticNetCV,
Predictors:; Smax, H, X3,
Equation:; 150.41 + 1.6*Smax + 0.29*H + 0.07*X3,
H_avg;279.8857142857143,
