Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;KNeighborsRegressor;0.46307658249236044;0.8863182716988273;84.84848484848484;0.7855600787471961;0.616375911978442;0.7874520525928826;78.0;0.620080735132744;0.6184001463586251;0.7858633844273641;77.0;0.6175812589836311
;;HistGradientBoostingRegressor;0.4694968271281946;0.8829341591061919;84.84848484848484;0.7795727293165581;0.5435414311615717;0.8393823399445752;80.0;0.7045627126108303;0.5026185984846337;0.8645082674314587;87.0;0.7473745444573425
;;VotingRegressor;0.4722537143295318;0.881462664723788;84.84848484848484;0.7769764293019611;0.5386541560314263;0.8425269729747955;81.0;0.7098517001900718;0.5206966073049474;0.8537417895014379;83.0;0.7288750431411173
;;AdaBoostRegressor;0.503548868668113;0.8639667452298517;87.87878787878788;0.7464385368630635;0.6877446537652195;0.7259526783595183;72.0;0.5270072912173583;0.6805162442625019;0.7327329945449835;74.0;0.5368976412948588
;;BaggingRegressor;0.5340435856643054;0.8454569466334828;84.84848484848484;0.7147974486108117;0.5484136187646699;0.8362072128087866;77.0;0.6992425027534394;0.5323685365476228;0.8465126941128186;75.0;0.7165837412941423
;;RandomForestRegressor;0.5572787882567697;0.8303254495431694;72.72727272727273;0.6894403521590665;0.6149717575516387;0.7885491344322486;71.0;0.6218097374138486;0.6116067354958288;0.7911619310205309;74.0;0.6259372010961354
;;ExtraTreesRegressor;0.5688055037999499;0.8224720656939573;72.72727272727273;0.6764602988468853;0.5753741240830313;0.8178903455449785;70.0;0.6689446173356846;0.5558344806445881;0.8312929869345471;72.0;0.691048030126561
;;StackingRegressorRidge;0.63881978521152;0.7693564076696231;69.6969696969697;0.5919092820223075;0.6177136074603582;0.786403140353795;71.0;0.6184298991583106;0.581646959181936;0.8134413407704376;70.0;0.6616868148744073
Smax, H_2802, X;205.222 + 3.101*Smax + 0.429*H_2802 + 0.53*X;OMP3;0.6938394394684975;0.7201297329218127;69.6969696969697;0.5185868322380414;0.6338726266370417;0.7734374526749126;69.0;0.5982054932002576;0.6327447494502577;0.7743604341927153;70.0;0.5996340820431306
Smax, H_2802, X, X1;221.289 + 2.798*Smax + 0.421*H_2802 + 0.903*X - 0.598*X1;OMP4;0.7042826933191779;0.7099196348116347;66.66666666666666;0.5039858878910848;0.6472984366833237;0.7622366652604198;67.0;0.5810047338673252;0.6456626760676739;0.7636227528911969;66.0;0.5831197087331299
Smax, X;303.196 + 2.922*Smax + 0.494*X;OMP2;0.7108019129343061;0.7033922380641765;66.66666666666666;0.4947606405689313;0.6370986443370754;0.7707822762517705;68.0;0.5941053173838607;0.6254323557633339;0.7802783915784971;75.0;0.6088343683643266
Smax, H_2802, X, X1;284.09 + 2.581*Smax + 0.26*H_2802 + 0.578*X - 0.189*X1;Lars4;0.7129021494445438;0.7012635205950395;60.60606060606061;0.49177052531734944;0.652338373560317;0.7579278635732297;65.0;0.5744546463806803;0.6512539915749403;0.7588598279377473;65.0;0.5758682384577076
Smax, H_2802, X, X1, Y_sum;212.768 + 2.56*Smax + 0.066*H_2802 + 1.017*X - 0.768*X1 + 1.97*Y_sum;LassoCV;0.7188052893679838;0.6952114469545284;60.60606060606061;0.4833189559766091;0.6552967597936578;0.7553715354737252;67.0;0.5705861566039333;0.6548432661782259;0.7557647099071464;67.0;0.5711802967410333
Smax, H_2802, X, X1, Y_sum;214.067 + 2.55*Smax + 0.073*H_2802 + 1.018*X - 0.765*X1 + 1.922*Y_sum;ElasticNetCV;0.7189087602955679;0.6951044485329451;60.60606060606061;0.48317019437028974;0.6557498309252272;0.7549782508400729;67.0;0.569992159241536;0.6552210337828174;0.7554372223345737;67.0;0.570685396888576
Smax, H_2802, X, X1, Y_sum;212.667 + 2.552*Smax + 0.069*H_2802 + 1.025*X - 0.775*X1 + 1.962*Y_sum;BayesianRidge;0.7190466157502031;0.6949618438289831;60.60606060606061;0.4829719643781799;0.6557821874141829;0.7549501458177682;67.0;0.5699497226702694;0.655276894128796;0.7553887687945319;67.0;0.5706121920209187
Smax, H_2802, X, X1, Y_sum;211.22 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;RidgeCV;0.7190486989721613;0.6949596884038974;60.60606060606061;0.4829689685064422;0.655483705740657;0.7552093163544104;67.0;0.5703411115084959;0.6551253765327781;0.755520179097015;67.0;0.5708107410227856
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;LarsCV;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;Lars5;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;Lars6;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;Lars7;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;Lars8;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;Lars9;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;Lars10;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
Smax, H_2802, X, X1, Y_sum;211.218 + 2.559*Smax + 0.062*H_2802 + 1.027*X - 0.78*X1 + 2.013*Y_sum;Lars11;0.7190487640586415;0.6949596210613536;60.60606060606061;0.48296887490574014;0.6554831668523469;0.7552097840820248;67.0;0.5703418179732185;0.6551250983818273;0.7555204202867062;67.0;0.5708111054702011
