Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;HistGradientBoostingRegressor;0.6457117079575697;0.7635812924676182;84.375;0.5830563902065182;0.6739155936829928;0.7388083463191921;77.0;0.5458377725908994;0.6652361361706305;0.7466330311021407;67.0;0.5574608831327703
;;VotingRegressor;0.6792413278353214;0.7339149940970748;65.625;0.5386312185605094;0.6117260518419928;0.7910696792936811;74.0;0.6257912374978074;0.6092157608223302;0.7930045124497523;74.0;0.6288561567656694
Smax, H_2802, X, X1;310.222 + 4.094*Smax + 0.139*H_2802 + 0.613*X + 0.499*X1;HuberRegressor;0.6891051678526384;0.7246613468640279;68.75;0.5251340676387871;0.6809227135611365;0.7323552813741009;65.0;0.5363442581565385;0.6711594794167914;0.7413129927291047;65.0;0.5495449531889816
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;LinearRegression;0.6940042243987109;0.7199709275496781;65.625;0.5183581365167436;0.6767110155298951;0.7362487361350769;65.0;0.542062201460498;0.6742550413979995;0.7384985708512793;65.0;0.5453801391493821
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;OMPCV;0.6940042243987111;0.7199709275496777;65.625;0.5183581365167433;0.6767110155298955;0.7362487361350765;65.0;0.5420622014604976;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;OMP4;0.6940042243987111;0.7199709275496777;65.625;0.5183581365167433;0.6767110155298955;0.7362487361350765;65.0;0.5420622014604976;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;LarsCV;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars4;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars5;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars6;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars7;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars8;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars9;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars10;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars11;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars12;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars13;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;Lars14;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
Smax, H_2802, X, X1;288.227 + 3.846*Smax + 0.173*H_2802 + 0.839*X + 0.45*X1;LassoLarsCV;0.6940042243987113;0.7199709275496776;65.625;0.5183581365167432;0.6767110155298954;0.7362487361350766;65.0;0.5420622014604977;0.6742550413979993;0.7384985708512795;65.0;0.5453801391493822
