Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;VotingRegressor;0.3156083281753577;0.9488895526805824;96.96969696969697;0.9003913831863557;0.3916525217353356;0.9201132007630107;93.0;0.8466083022183524;0.3611771871145646;0.9324972061663299;92.0;0.8695510395080108
;;RandomForestRegressor;0.32289052221671444;0.9464363215043141;100.0;0.8957417106626174;0.4257058438300624;0.9048616107057115;88.0;0.8187745345289346;0.36844433875939897;0.9296498100016743;91.0;0.8642487692361492
;;HistGradientBoostingRegressor;0.3303822043075702;0.9438472329126525;93.93939393939394;0.8908475990768709;0.41872370382878527;0.908113682229215;89.0;0.8246704598519037;0.41806751956637106;0.9084159559825125;89.0;0.8252195490836219
;;BaggingRegressor;0.3380758502867687;0.9411188657406027;96.96969696969697;0.8857047194528783;0.4072659580873005;0.9133096076266981;92.0;0.8341344393832332;0.38242447799631263;0.9239867524100375;92.0;0.8537515186292478
;;ExtraTreesRegressor;0.34947952862382464;0.9369439999663104;96.96969696969697;0.8778640590728694;0.4198110679803908;0.9076115177768315;90.0;0.8237586672011636;0.4008467967384574;0.9161451007043141;90.0;0.8393218455445177
;;StackingRegressorRidge;0.3844049569503548;0.9231645731244218;90.9090909090909;0.8522328290719959;0.457736520871539;0.8890878907399533;87.0;0.7904772774604192;0.43356790681480906;0.9011208965395404;88.0;0.812018870180225
S_2802, H_2802, X, Q01, Q02;217.584 + 3.308*S_2802 + 0.316*H_2802 + 0.455*X + 0.056*Q01 + 0.399*Q02;OMPCV;0.6090507502193873;0.7931312524779247;84.84848484848484;0.6290571836572016;0.6725819075276785;0.7400226872646739;72.0;0.5476335776664292;0.6705913100508492;0.7418269979478275;70.0;0.5503072948842858
S_2802, H_2802, X, Q01, Q02;217.584 + 3.308*S_2802 + 0.316*H_2802 + 0.455*X + 0.056*Q01 + 0.399*Q02;OMP5;0.6090507502193873;0.7931312524779247;84.84848484848484;0.6290571836572016;0.6725819075276785;0.7400226872646739;72.0;0.5476335776664292;0.6705913100508492;0.7418269979478275;70.0;0.5503072948842858
S_2802, H_2802, Q01;275.645 + 3.543*S_2802 + 0.484*H_2802 + 0.112*Q01;OMP3;0.6149343244646337;0.7885783262271571;78.78787878787878;0.6218557765952246;0.6838956134458968;0.72957987219321;67.0;0.5322867899094605;0.6820383100662796;0.7313164455978912;67.0;0.5348237436019334
S_2802, H_2802, X, Q12, Q01, Q02;205.037 + 3.091*S_2802 + 0.172*H_2802 + 0.556*X + 0.242*Q12 - 0.042*Q01 + 0.507*Q02;OMP6;0.6203380321284876;0.7843345752260036;81.81818181818183;0.6151807258949555;0.6683928096625786;0.7438084780313841;69.0;0.5532510519913638;0.6681165775989946;0.7440566099010254;68.0;0.5536202387374067
S_2802, H_2802, X, Q01;236.574 + 3.292*S_2802 + 0.509*H_2802 + 0.412*X + 0.084*Q01;OMP4;0.6209829509585436;0.7838240712167617;75.75757575757575;0.614380174618819;0.6860565634734056;0.7275482057671925;67.0;0.5293263917150608;0.6845151832021662;0.72899860354167;67.0;0.5314389639657049
