Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;StackingRegressorRidge;0.3985821611491673;0.9171326298925686;93.75;0.8411322608136593;0.42925017589989334;0.9031856323535659;88.0;0.8157442864899106;0.43675871230940355;0.8995786942907394;87.0;0.8092418272218317
;;ExtraTreesRegressor;0.4068564050244746;0.9134921267808281;93.75;0.8344678656905606;0.4372884437121208;0.8993213090969386;87.0;0.8087788169958314;0.44073215127548815;0.8976386638464724;87.0;0.8057551708320803
;;BaggingRegressor;0.4165183227366601;0.9091273215697785;90.625;0.8265124868246394;0.43070341233262655;0.9024935293978741;88.0;0.8144945706050315;0.3957556059053013;0.9183558680568922;88.0;0.8433775003945279
;;VotingRegressor;0.45550394838644986;0.8902337631231217;87.5;0.7925161530043544;0.46600383105958787;0.8847827018188065;88.0;0.7828404294377871;0.4624727199276592;0.8866335112788784;88.0;0.7861189833227129
;;RandomForestRegressor;0.4834968087791273;0.8753461234851045;84.375;0.7662308359004;0.4961868420013145;0.8682157668602676;85.0;0.7537986178247625;0.4843930226589658;0.8748505012853971;85.0;0.7653633995993108
;;HistGradientBoostingRegressor;0.5026949740005467;0.8644638587671492;84.375;0.7472977631145896;0.45847989424961133;0.8887047803229513;86.0;0.7897961865688652;0.46632701197717386;0.8846124111159874;87.0;0.7825391179004407
;;KNeighborsRegressor;0.5701706143175146;0.8215263054636704;87.5;0.674905470568788;0.5567838943467729;0.830657387251833;84.0;0.6899916949960416;0.548804746335302;0.8359505669594613;84.0;0.6988133503998449
S_2802, H_2802;414.852 + 4.626*S_2802 + 0.278*H_2802;OMP2;0.6017244644601584;0.7987037428672383;71.875;0.6379276688701356;0.5789334849315092;0.8153747727426071;67.0;0.664836020025058;0.5758004804263727;0.8175902437901019;67.0;0.6684538067407584
S_2802, H_2802, X, X1;279.461 + 4.382*S_2802 + 0.352*H_2802 + 0.705*X + 0.6*X1;OMP4;0.6055220061729368;0.7958285619656421;71.875;0.6333431000403018;0.5772482526462518;0.816568707958399;67.0;0.666784454816849;0.5757518935676871;0.8176244596715676;71.0;0.6685097570532228
S_2802, H_2802, X;365.2 + 4.157*S_2802 + 0.273*H_2802 + 0.603*X;OMP3;0.6097656356251137;0.7925817747152032;65.625;0.6281858696107012;0.5797240090278634;0.8148129069649436;73.0;0.6639200733566617;0.5782824413154591;0.8158366368742167;73.0;0.6655894180662326
S_2802, H_2802, X, X1;374.01 + 3.968*S_2802 + 0.23*H_2802 + 0.599*X + 0.19*X1;Lars4;0.6156519578792701;0.7880181893582289;65.625;0.6209726667594215;0.5845329993748576;0.8113699357517709;74.0;0.6583211726418328;0.5839834987544235;0.8117655284517459;74.0;0.6589632731825422
S_2802;506.654 + 4.371*S_2802;OMP1;0.6197970532210865;0.7847621377324837;71.875;0.6158516128184577;0.5991389447104263;0.8006450680115857;67.0;0.6410325249312767;0.5971023665300521;0.8021650477826938;67.0;0.6434687638842111
S_2802, H_2802, X;417.721 + 3.777*S_2802 + 0.173*H_2802 + 0.55*X;Lars3;0.6233576097231823;0.7819368838980552;71.875;0.6114252904002007;0.591587915142571;0.8062404967857086;75.0;0.6500237386572663;0.5886141443324137;0.8084141197998835;74.0;0.6535333890918205
S_2802, H_2802, X, X1;402.899 + 3.765*S_2802 + 0.202*H_2802 + 0.536*X + 0.107*X1;QuantileRegressor;0.623830257797115;0.7815598566052283;71.875;0.610835809456785;0.5896433480118636;0.8076637432405644;74.0;0.6523207221453604;0.5905977268357714;0.8069661238592483;75.0;0.6511943250564195
S_2802, H_2802, X, X1, Xs;347.77 + 3.999*S_2802 + 0.289*H_2802 + 0.893*X + 0.366*X1 - 0.304*Xs;Lars5;0.6360405417936615;0.771655641588154;68.75;0.5954524291948254;0.5978229406760545;0.8016281754039305;75.0;0.6426077316014347;0.5944381787877686;0.8041413132027734;73.0;0.6466432515994808
S_2802, X;508.562 + 3.12*S_2802 + 0.459*X;Lars2;0.6622144323353615;0.7493143836913548;75.0;0.5614720456067549;0.6312566639677586;0.7755739965962605;76.0;0.6015150241962963;0.6337933334968117;0.773502430775107;75.0;0.5983060104149993
;;AdaBoostRegressor;0.7430530715555088;0.6692324953645958;81.25;0.44787213285192384;0.5615522155470771;0.8274413025793244;84.0;0.684659109214169;0.5873622002088752;0.8093241907701691;82.0;0.6550056457657891
S_2802, H_2802, X, X1, Xs;235.635 + 4.132*S_2802 + 0.541*H_2802 + 2.15*X + 1.117*X1 - 1.602*Xs;OMPCV;0.7954045165630982;0.6060789181542483;59.375;0.36733165503102405;0.7293816349485529;0.6841070315380305;65.0;0.46800243059977575;0.7279088352239318;0.6856739222129852;66.0;0.4701487276029389
S_2802, H_2802, X, X1, Xs;235.635 + 4.132*S_2802 + 0.541*H_2802 + 2.15*X + 1.117*X1 - 1.602*Xs;OMP5;0.7954045165630982;0.6060789181542483;59.375;0.36733165503102405;0.7293816349485529;0.6841070315380305;65.0;0.46800243059977575;0.7279088352239318;0.6856739222129852;66.0;0.4701487276029389
S_2802, H_2802, X, X1, X2, Xs;296.087 + 3.963*S_2802 + 0.415*H_2802 + 2.442*X + 1.514*X1 - 1.021*X2 - 1.777*Xs;Lars6;0.8235134387163344;0.5672967620686707;59.375;0.3218256162535983;0.7567519225589735;0.6537021704899697;61.0;0.4273265277032975;0.7799691877097635;0.6258179177870922;61.0;0.39164806622337145
S_2802;668.056 + 0.835*S_2802;Lars1;0.8889002282879047;0.458100844956338;56.25;0.20985638414971097;0.8792005724632214;0.4764518374194225;56.00000000000001;0.22700635338034392;0.8978607037743671;0.4402796345708012;55.00000000000001;0.19384615661779814
S_2802, Smax, H_2802, X, X1, X2, Xs;276.721 + 5.03*S_2802 - 1.353*Smax + 0.543*H_2802 + 3.873*X + 2.417*X1 - 1.819*X2 - 3.101*Xs;ElasticNetCV;1.0702486060734842;0;53.125;-0.14543207880223563;1.0006374305192838;0;49.0;-0.0012752673562346217;0.9890190687973179;0.1477879614694177;48.0;0.021841281555285974
S_2802, H_2802, X, X1, X2, Xs;245.873 + 3.927*S_2802 + 0.538*H_2802 + 3.946*X + 2.63*X1 - 2.012*X2 - 3.209*Xs;OMP6;1.0822203221344173;0;43.75;-0.17120082564072203;0.9951677201527763;0.09818965712296508;48.0;0.009641208765925557;0.9959421595613304;0.0899956377182447;49.0;0.008099214808313326
S_2802, Smax, H_2802, X, X1, X2, Xs;311.92 + 5.931*S_2802 - 2.464*Smax + 0.557*H_2802 + 3.826*X + 2.485*X1 - 1.755*X2 - 3.239*Xs;HuberRegressor;1.1088236939956646;0;50.0;-0.22948998436619106;1.0447780730822795;0;49.0;-0.09156122199352112;1.032028895121548;0;49.0;-0.06508364036580327
S_2802, Smax, H_2802, X, X1, X2, Xs;273.071 + 5.241*S_2802 - 1.604*Smax + 0.566*H_2802 + 4.117*X + 2.569*X1 - 1.947*X2 - 3.33*Xs;LassoCV;1.1165281944904697;0;50.0;-0.24663520909214776;1.0467268045188318;0;48.0;-0.09563700329820479;1.0350386230520014;0;49.0;-0.07130495120938285
S_2802, Smax, H_2802, X, X1, X2, Xs;272.938 + 5.244*S_2802 - 1.612*Smax + 0.567*H_2802 + 4.131*X + 2.578*X1 - 1.956*X2 - 3.342*Xs;BayesianRidge;1.119067908800606;0;50.0;-0.2523129845073615;1.0492587662118122;0;48.0;-0.10094395847233462;1.0391642523313238;0;49.0;-0.07986234332331943
S_2802, Smax, H_2802, X, X1, X2, Xs;271.888 + 5.307*S_2802 - 1.686*Smax + 0.573*H_2802 + 4.203*X + 2.623*X1 - 1.994*X2 - 3.409*Xs;RidgeCV;1.1329883962730942;0;50.0;-0.28366270608947786;1.0631381251684204;0;47.0;-0.13026267318662432;1.0516369920806103;0;47.0;-0.10594036311235389
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;LinearRegression;1.1331191703340566;0;50.0;-0.28395905417854084;1.063268548519668;0;47.0;-0.1305400062711215;1.0517510541650663;0;47.0;-0.10618027993732793
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;OMP7;1.1331191703340586;0;50.0;-0.28395905417854506;1.06326854851967;0;47.0;-0.13054000627112594;1.0517510541650705;0;47.0;-0.10618027993733725
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;LarsCV;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars7;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars8;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars9;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars10;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars11;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars12;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars13;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
S_2802, Smax, H_2802, X, X1, X2, Xs;271.879 + 5.307*S_2802 - 1.687*Smax + 0.573*H_2802 + 4.204*X + 2.623*X1 - 1.994*X2 - 3.41*Xs;Lars14;1.1331191703340602;0;50.0;-0.28395905417854883;1.0632685485196713;0;47.0;-0.13054000627112883;1.0517510541650676;0;47.0;-0.10618027993733103
