Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
S_2802, H_2802, X2, Xs;309.052 + 2.34*S_2802 + 0.388*H_2802 + 1.76*X2 - 0.236*Xs;ElasticNetCV;0.7532954381440415;0.6576822810988422;66.66666666666666;0.43254598287137647;0.6460882088430739;0.7632627505610033;73.0;0.5825700263939484;0.6437739589867489;0.765215714508352;73.0;0.5855550897305276
S_2802, H_2802, X2, Xs;307.07 + 2.347*S_2802 + 0.394*H_2802 + 1.784*X2 - 0.244*Xs;BayesianRidge;0.7539965052879763;0.6568784286407331;66.66666666666666;0.43148927001351867;0.646467542099769;0.7629414899004271;73.0;0.5820797170114835;0.6439873654533104;0.7650361253800402;73.0;0.5852802731365043
S_2802, H_2802, X2;290.622 + 2.314*S_2802 + 0.376*H_2802 + 1.614*X2;OMP3;0.7542068986015468;0.6566368510081019;66.66666666666666;0.4311719541018363;0.6448631429765672;0.764298061511596;72.0;0.5841515268303833;0.6428430976511911;0.7659978797635286;72.0;0.5867527518022212
S_2802, H_2802, X2, Xs;305.255 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;RidgeCV;0.7544923279932946;0.656308865549795;66.66666666666666;0.4307413269992587;0.6466243520947086;0.7628085915077899;73.0;0.5818769472780982;0.6441352146379308;0.7649116453966084;73.0;0.5850898252633469
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;LarsCV;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars4;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars5;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars6;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars7;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars8;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars9;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars10;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars11;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars12;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars13;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;Lars14;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;LassoLarsCV;0.7544937211896909;0.6563072639285146;66.66666666666666;0.430739224685333;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987475;0.7649112683351754;73.0;0.5850892484261266
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;OMPCV;0.7544937211896909;0.6563072639285146;66.66666666666666;0.4307392246853329;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987474;0.7649112683351755;73.0;0.5850892484261268
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;OMP4;0.7544937211896909;0.6563072639285146;66.66666666666666;0.4307392246853329;0.6466248132683886;0.7628082005757552;73.0;0.5818763508656215;0.6441356623987474;0.7649112683351755;73.0;0.5850892484261268
S_2802, H_2802, X2, Xs;305.25 + 2.354*S_2802 + 0.398*H_2802 + 1.803*X2 - 0.248*Xs;LinearRegression;0.7544937211896912;0.6563072639285144;66.66666666666666;0.43073922468533266;0.6466248132683887;0.762808200575755;73.0;0.5818763508656214;0.6441356623987474;0.7649112683351755;73.0;0.5850892484261268
S_2802, H_2802, X2, Xs;282.098 + 2.411*S_2802 + 0.491*H_2802 + 1.956*X2 - 0.281*Xs;HuberRegressor;0.7696473541476779;0.6384692242022938;66.66666666666666;0.40764295025347885;0.6609216898771042;0.7504548752923076;71.0;0.5631825198499928;0.6584204325966504;0.7526503397589347;71.0;0.5664825339392396
S_2802, H_2802, X2, Xs;0.871 + 2.606*S_2802 + 0.666*H_2802 + 3.053*X2 - 0.196*Xs;PassiveAggressiveRegressor;1.403590566797572;0;12.121212121212121;-0.9700664792031295;1.369740812174643;0;17.0;-0.8761898925368505;1.5475025542506897;0;30.0;-1.3947641554124082
