Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;BaggingRegressor;0.6630694281597649;0.748557902529846;68.75;0.5603389334398825;0.6423822842914438;0.7663843688571073;65.0;0.5873450008285067;0.6217253735480275;0.7832353157810018;67.0;0.6134575598865656
Smax, H_2802, X, X1, Y_sum;218.345 + 3.383*Smax + 0.363*H_2802 + 0.88*X + 0.267*X1 + 1.586*Y_sum;HuberRegressor;0.6969339281280843;0.717135342751951;65.625;0.5142830998239583;0.5967408715738408;0.8024340048834501;68.0;0.6439003321932928;0.5948587242159169;0.8038302670490903;68.0;0.6461430982242118
Smax, H_2802, X, X1, Y_sum;0.321 + 3.299*Smax + 0.482*H_2802 + 1.798*X + 1.289*X1 + 2.002*Y_sum;PassiveAggressiveRegressor;0.7033670687021312;0.7108268190391887;65.625;0.5052747666653715;0.6082443492107502;0.7937498419862463;65.0;0.630038811653191;0.9051328212155415;0.4251288933469408;51.0;0.1807345759583946
;;ExtraTreesRegressor;0.7094846971130797;0.7047208415836455;71.875;0.4966314645623616;0.6909520571500444;0.7229005842576984;64.0;0.522585254720122;0.6913806343933501;0.7224907047054993;61.0;0.5219928183858489
Smax, H_2802, X;298.053 + 3.08*Smax + 0.395*H_2802 + 1.135*X;OMP3;0.7095342574152927;0.7046709427485492;56.25;0.49656113755412923;0.6240207329591877;0.7814077839624316;65.0;0.6105981248370782;0.6210954636885845;0.783734920100835;65.0;0.6142404249854622
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;LarsCV;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;Lars5;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;Lars6;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;Lars7;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;Lars8;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;Lars9;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;Lars10;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
Smax, H_2802, X, X1, Y_sum;239.414 + 2.999*Smax + 0.275*H_2802 + 1.196*X + 0.455*X1 + 1.537*Y_sum;Lars11;0.7109722059495217;0.7032201094730376;59.375;0.4945185223672711;0.6371541864890492;0.7707363639010929;65.0;0.594034542639478;0.6360347484600695;0.7716604167322153;64.0;0.5954597987513361
