Predictors;Equations;Method;Criterion;Correlation;Pm
;;KNeighborsRegressor;0.4068856738615859;0.9134790902950123;86.48648648648648
;;VotingRegressor;0.4196777830325578;0.9076731561684951;86.48648648648648
;;BaggingRegressor;0.4445365785526099;0.8957606992544043;89.1891891891892
;;HistGradientBoostingRegressor;0.44582797528198725;0.8951186605450496;89.1891891891892
;;RandomForestRegressor;0.45065806869772257;0.8926966478696101;83.78378378378379
;;AdaBoostRegressor;0.45511531312387743;0.8904325082566085;83.78378378378379
;;ExtraTreesRegressor;0.466738666061075;0.8843952835715082;86.48648648648648
;;StackingRegressorRidge;0.475679045431638;0.8796189207476415;86.48648648648648
S_2802, H_2802, X2, X3, Xs;95.186 + 1.535*S_2802 + 0.198*H_2802 + 0.779*X2 + 0.22*X3 + 0.283*Xs;ElasticNetCV;0.6518601019692711;0.7583392429912957;78.37837837837837
S_2802, H_2802, X2, X3, Xs;94.374 + 1.536*S_2802 + 0.2*H_2802 + 0.783*X2 + 0.221*X3 + 0.284*Xs;BayesianRidge;0.6518793349372503;0.7583227101186989;78.37837837837837
S_2802, H_2802, X2, X3, Xs;94.766 + 1.537*S_2802 + 0.199*H_2802 + 0.783*X2 + 0.22*X3 + 0.283*Xs;LassoCV;0.6519234637256109;0.7582847733167284;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.887 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;RidgeCV;0.6519546199401646;0.7582579861357713;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;LinearRegression;0.6519549528050407;0.7582576999364907;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;LarsCV;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars5;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars6;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars7;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars8;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars9;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars10;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars11;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars12;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars13;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;Lars14;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;LassoLarsCV;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;OMPCV;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, H_2802, X2, X3, Xs;93.885 + 1.539*S_2802 + 0.201*H_2802 + 0.787*X2 + 0.221*X3 + 0.285*Xs;OMP5;0.6519549528050408;0.7582576999364906;78.37837837837837
S_2802, X2, X3, Xs;129.581 + 1.515*S_2802 + 0.765*X2 + 0.276*X3 + 0.255*Xs;OMP4;0.6578379690330023;0.7531594827780732;78.37837837837837
S_2802, H_2802, X2, X3, Xs;102.372 + 1.41*S_2802 + 0.219*H_2802 + 0.402*X2 + 0.283*X3 + 0.221*Xs;QuantileRegressor;0.6582829072163352;0.7527706251354457;75.67567567567568
S_2802, X2, X3, Xs;171.781 + 1.392*S_2802 + 0.393*X2 + 0.193*X3 + 0.146*Xs;Lars4;0.6622756695796148;0.7492602601785797;81.08108108108108
S_2802, X3;178.395 + 1.555*S_2802 + 0.303*X3;OMP2;0.668634148535134;0.7435915380184852;72.97297297297297
S_2802, X2, X3;152.469 + 1.544*S_2802 + 0.787*X2 + 0.291*X3;OMP3;0.668695009971258;0.7435368071854541;72.97297297297297
S_2802, X3, Xs;216.304 + 1.262*S_2802 + 0.107*X3 + 0.03*Xs;Lars3;0.6835721137953209;0.7298829805122167;75.67567567567568
S_2802, X3;223.941 + 1.231*S_2802 + 0.085*X3;Lars2;0.6913969479257758;0.7224750932723716;78.37837837837837
S_2802;223.183 + 1.543*S_2802;OMP1;0.6945453750597258;0.719448901578941;72.97297297297297
S_2802;241.744 + 1.105*S_2802;Lars1;0.717214619587788;0.6968523440798234;72.97297297297297
