Group;Prediction;Criterion;Correlation;Pm;R2;R2_t;Method;Predictors;Equations
2;223;0.1416556699278527;0.9899159919797695;100.0;0.9799336711772912;0.9113533352191815;AdaBoostRegressor;;
2;216;0.1863897856552705;0.9824758764485683;100.0;0.9652588478033823;0.9596453613573317;ExtraTreesRegressor;;
2;224;0.1864361681333639;0.9824670758919853;100.0;0.965241555211748;0.943429121859191;KNeighborsRegressor;;
2;206;0.19133323934259683;0.9815251354512876;100.0;0.9633915915226685;0.9587278377629374;RandomForestRegressor;;
2;217;0.19209478870037588;0.9813763763990643;100.0;0.963099592154158;0.9568316146509348;StackingRegressorRidge;;
2;213;0.2089477079104268;0.9779268149299205;100.0;0.956340855358979;0.9560389334036143;VotingRegressor;;
2;215;0.21929969061885207;0.975657545296748;100.0;0.9519076456944757;0.9486891761487177;BaggingRegressor;;
2;213;0.27084593239919497;0.9626227095299646;96.66666666666667;0.9266424809028107;0.9287079078626439;HistGradientBoostingRegressor;;
0;228;0.4660293591044411;0.88476925605081;83.33333333333334;0.7828166364527038;0.7465256093907486;AdaBoostRegressor;;
0;227;0.4972706631158585;0.8675954631072678;86.66666666666667;0.7527218876043144;0.7763875316480731;KNeighborsRegressor;;
2;225;0.5566852301731497;0.8307235126725783;70.0;0.6901015545070673;0.697157457429864;BayesianRidge;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 88.616 + 1.104*S_2802 + 0.38*H_2802 + 0.564*X2 + 0.262*X3 + 0.48*Xs + 1.499*L_2802 + 0.642*Y_sum
2;224;0.5567315032718414;0.830692502232129;70.0;0.6900500332646757;0.6970576934905162;ElasticNetCV;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 88.575 + 1.106*S_2802 + 0.379*H_2802 + 0.563*X2 + 0.261*X3 + 0.48*Xs + 1.501*L_2802 + 0.646*Y_sum
2;225;0.5568056878366017;0.8306427788121732;70.0;0.6899674259928088;0.6966902677881386;LassoCV;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 89.256 + 1.109*S_2802 + 0.378*H_2802 + 0.566*X2 + 0.258*X3 + 0.482*Xs + 1.505*L_2802 + 0.662*Y_sum
2;225;0.5568761469979476;0.8305955435136407;70.0;0.6898889569047202;0.6962493335219413;RidgeCV;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.289 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.682*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars10;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars11;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars12;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars13;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars14;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars7;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars8;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;Lars9;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;LarsCV;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156924;LassoLarsCV;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156923;LinearRegression;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
2;225;0.556876939585641;0.8305950121194626;70.0;0.6898880741577303;0.6962458104156923;OMP7;S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 90.295 + 1.113*S_2802 + 0.378*H_2802 + 0.571*X2 + 0.255*X3 + 0.484*Xs + 1.508*L_2802 + 0.683*Y_sum
