Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t;Prediction
;;KNeighborsRegressor;0.38248186557607494;0.9239629984503954;89.1891891891892;0.8537076225054454;0.8550547480174734;209.12383128359596
;;KNeighborsRegressor;0.41428799470312055;0.910145844051857;86.48648648648648;0.8283654574448671;0.7987904644275963;218.1762738031502
;;KNeighborsRegressor;0.4765881431094334;0.8791266927169838;86.48648648648648;0.7728637418475022;0.6896700472447832;304.7256039460457
S_2802, H_2802, X, X1, X2, X3;79.797 + 1.394*S_2802 + 0.292*H_2802 + 0.379*X + 0.137*X1 + 0.571*X2 + 0.21*X3;Lars6;0.6251811587483223;0.7804796722183769;78.37837837837837;0.6091485187461052;0.6308590900652684;265.5840266929007
S_2802, H_2802, X2, X3, Xs;92.101 + 1.515*S_2802 + 0.211*H_2802 + 0.818*X2 + 0.233*X3 + 0.265*Xs;Lars6;0.6512499731852145;0.758863276503915;75.67567567567568;0.5758734724262575;0.6358305920157057;253.18632724055718
Smax, H_2802, X, X1, X3;73.478 + 1.352*Smax + 0.157*H_2802 + 0.504*X + 0.353*X1 + 0.28*X3;Lars6;0.7112940713031504;0.7028945469478255;75.67567567567568;0.49406074412898904;0.657220335994388;326.7250501874415
