Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t;Prediction
;;KNeighborsRegressor;0.3858225917344382;0.9225729931595228;89.1891891891892;0.851140927707321;0.764815191578259;177.14914846026326
Smax, H_2802, X, X1, X3;123.04 + 0.495*Smax - 0.192*H_2802 + 0.271*X + 0.187*X1 + 0.199*X3;Lars6;0.6697029935620794;0.7426290463037313;67.56756756756756;0.5514979004139895;0.5898718426871138;207.28042831549774
