Таблица  - Проверочные прогнозы максимумов весеннего
половодья р.Неман-Мосты по данным, рассчитанным
на дату 28 февраля
Предикторы;; Smax, H, X, X1, X3
Уравнение;;  - 36.79 + 1.71*Smax + 0.98*H + 0.5*X + 0.87*X1 - 0.05*X3

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1977.0;202.0;-43.351351351351354;1879.3396639883129;-0.71;202.84796234960515;-0.8479623496051545;0.7190401463478943;-0.01
2.0;1978.0;280.0;34.648648648648646;1200.5288531775016;0.56;301.7539929164856;-21.753992916485572;473.2362078105044;-0.35
3.0;1979.0;553.0;307.64864864864865;94647.69101533966;5.02;432.77897308855387;120.22102691144613;14453.095311642655;1.96
4.0;1980.0;313.0;67.64864864864865;4576.339663988312;1.1;273.9308889925599;39.069111007440085;1526.3954349116761;0.64
5.0;1981.0;280.0;34.648648648648646;1200.5288531775016;0.56;242.53114638002677;37.46885361997323;1403.914991594981;0.61
6.0;1982.0;247.0;1.6486486486486456;2.718042366691005;0.03;294.4839565094659;-47.483956509465884;2254.7261257928476;-0.77
7.0;1983.0;234.0;-11.351351351351354;128.85317750182622;-0.19;196.46438767474697;37.53561232525303;1408.922192631687;0.61
8.0;1984.0;173.0;-72.35135135135135;5234.718042366691;-1.18;207.87910997295168;-34.87910997295168;1216.5523125052575;-0.57
9.0;1985.0;324.0;78.64864864864865;6185.609934258582;1.28;230.5923677525758;93.4076322474242;8724.985762070042;1.52
10.0;1986.0;320.0;74.64864864864865;5572.420745069393;1.22;319.20234731068837;0.7976526893116329;0.6362498127660804;0.01
11.0;1987.0;329.0;83.64864864864865;6997.096420745069;1.36;238.5256796100304;90.47432038996959;8185.602650026867;1.48
12.0;1988.0;399.0;153.64864864864865;23607.90723155588;2.51;230.29682201511486;168.70317798488514;28460.762262199834;2.75
13.0;1989.0;127.0;-118.35135135135135;14007.042366691016;-1.93;197.65011119419086;-70.65011119419086;4991.438211751532;-1.15
14.0;1991.0;203.0;-42.351351351351354;1793.6369612856101;-0.69;234.9888650075299;-31.98886500752991;1023.2874844699716;-0.52
15.0;1992.0;164.0;-81.35135135135135;6618.042366691016;-1.33;142.82644751095236;21.173552489047637;448.31932500645536;0.35
16.0;1993.0;210.0;-35.351351351351354;1249.7180423666912;-0.58;205.88498708765368;4.115012912346316;16.933331268776907;0.07
17.0;1994.0;380.0;134.64864864864865;18130.25858290723;2.2;347.5916189435641;32.40838105643593;1050.303162699155;0.53
18.0;1995.0;196.0;-49.351351351351354;2435.5558802045293;-0.8;199.0650431197598;-3.0650431197597925;9.394489325986841;-0.05
19.0;1996.0;325.0;79.64864864864865;6343.90723155588;1.3;353.68655147951813;-28.68655147951813;822.9182357870438;-0.47
20.0;1999.0;328.0;82.64864864864865;6830.799123447771;1.35;237.54668406891403;90.45331593108597;8181.80236292885;1.47
21.0;2001.0;135.0;-110.35135135135135;12177.420745069394;-1.8;124.92184061739968;10.078159382600319;101.56929654109484;0.16
22.0;2003.0;220.0;-25.351351351351354;642.6910153396641;-0.41;209.86947883505454;10.130521164945463;102.62745907340799;0.17
23.0;2004.0;273.0;27.648648648648646;764.4477720964205;0.45;253.75166924196213;19.248330758037866;370.4982369708266;0.31
24.0;2005.0;196.0;-49.351351351351354;2435.5558802045293;-0.8;228.04215728243253;-32.04215728243253;1026.699843312144;-0.52
25.0;2006.0;280.0;34.648648648648646;1200.5288531775016;0.56;289.15758962700505;-9.157589627005052;83.86144777663053;-0.15
26.0;2007.0;200.0;-45.351351351351354;2056.7450693937185;-0.74;236.25936423866233;-36.25936423866233;1314.7414949919846;-0.59
27.0;2008.0;135.0;-110.35135135135135;12177.420745069394;-1.8;137.63491658225314;-2.6349165822531404;6.94278539543257;-0.04
28.0;2009.0;156.0;-89.35135135135135;7983.663988312637;-1.46;202.64220943799603;-46.64220943799603;2175.495701257886;-0.76
29.0;2010.0;321.0;75.64864864864865;5722.7180423666905;1.23;361.2378190933718;-40.2378190933718;1619.082085390916;-0.66
30.0;2011.0;195.0;-50.351351351351354;2535.258582907232;-0.82;280.4540514032003;-85.45405140320031;7302.394901220801;-1.39
31.0;2012.0;184.0;-61.351351351351354;3763.988312636962;-1.0;198.06071138254663;-14.060711382546629;197.70360458327633;-0.23
32.0;2013.0;301.0;55.648648648648646;3096.7720964207447;0.91;354.37273271221903;-53.37273271221903;2848.648597169976;-0.87
33.0;2015.0;115.0;-130.35135135135135;16991.474799123447;-2.13;122.48810676354074;-7.488106763540742;56.0717429021846;-0.12
34.0;2017.0;263.0;17.648648648648646;311.47479912344767;0.29;229.7458769386156;33.254123061384405;1105.836700581698;0.54
35.0;2018.0;196.0;-49.351351351351354;2435.5558802045293;-0.8;218.14929932419952;-22.149299324199518;490.5914605529852;-0.36
36.0;2019.0;141.0;-104.35135135135135;10889.204528853179;-1.7;249.20570362989133;-108.20570362989133;11708.474298039879;-1.76
37.0;2021.0;180.0;-65.35135135135135;4270.799123447772;-1.07;291.4785299047615;-111.4785299047615;12427.462629726804;-1.82
Сумма;;9078.0
Средний;;245.35135135135135
Высший;;553.0
Низший;;115.0

σ = ;;90.99731870781696;;σ -;среднеквадратическое отклонение (см)
δдоп =;;61.33219280906864;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;45.94594595;;Pк -;климатическая обеспеченность в %
Pм =;;75.67567568;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;59.53352170319937;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.65423380104589;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.4280218664309532;;ρ -;корреляционное отношение
ρ =;;0.7562923598510346;;;(оценка эффективности метода прогнозирования)
Модель:;;Lars5;;δ50% -;погрешность (ошибка) прогнозов (см)
