Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 76.13 + 1.047*S_2802 + 0.484*H_2802 + 0.547*X2 + 0.245*X3 + 0.439*Xs + 1.418*L_2802 + 0.367*Y_sum;Ridge;0.5572974905759778;0.830312897044071;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 84.455 + 1.1*S_2802 + 0.48*H_2802 + 0.586*X2 + 0.2*X3 + 0.455*Xs + 1.477*L_2802 + 0.553*Y_sum;RidgeCV;0.5576867980274958;0.830051465456112;73.33333333333333
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 84.549 + 1.101*S_2802 + 0.48*H_2802 + 0.586*X2 + 0.2*X3 + 0.455*Xs + 1.478*L_2802 + 0.555*Y_sum;LinearRegression;0.55769831698063;0.8300437260993981;73.33333333333333
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 84.549 + 1.101*S_2802 + 0.48*H_2802 + 0.586*X2 + 0.2*X3 + 0.455*Xs + 1.478*L_2802 + 0.555*Y_sum;OMP7;0.5576983169806301;0.8300437260993981;73.33333333333333
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 84.549 + 1.101*S_2802 + 0.48*H_2802 + 0.586*X2 + 0.2*X3 + 0.455*Xs + 1.478*L_2802 + 0.555*Y_sum;Lars7;0.5576983169806302;0.830043726099398;73.33333333333333
S_2802, H_2802, X3, Xs, L_2802; - 52.143 + 0.956*S_2802 + 0.442*H_2802 + 0.336*X3 + 0.499*Xs + 1.398*L_2802;OMPCV;0.559109260963021;0.8290939840002365;76.66666666666667
S_2802, H_2802, X3, Xs, L_2802; - 52.143 + 0.956*S_2802 + 0.442*H_2802 + 0.336*X3 + 0.499*Xs + 1.398*L_2802;OMP5;0.559109260963021;0.8290939840002365;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802; - 62.278 + 0.983*S_2802 + 0.484*H_2802 + 0.501*X2 + 0.293*X3 + 0.433*Xs + 1.393*L_2802;Lars6;0.5606824088744724;0.8280309392641793;73.33333333333333
S_2802, H_2802, X2, X3, Xs, L_2802; - 53.612 + 0.964*S_2802 + 0.461*H_2802 + 0.45*X2 + 0.298*X3 + 0.417*Xs + 1.361*L_2802;LarsCV;0.5610061474633026;0.8278116346780728;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802; - 53.612 + 0.964*S_2802 + 0.461*H_2802 + 0.45*X2 + 0.298*X3 + 0.417*Xs + 1.361*L_2802;LassoLarsCV;0.5610061474633026;0.8278116346780728;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802; - 48.329 + 0.952*S_2802 + 0.446*H_2802 + 0.42*X2 + 0.302*X3 + 0.407*Xs + 1.341*L_2802;LassoCV;0.5615172488097533;0.8274650320642714;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802; - 78.8 + 1.02*S_2802 + 0.53*H_2802 + 0.597*X2 + 0.283*X3 + 0.463*Xs + 1.455*L_2802;OMP6;0.561838734612847;0.8272467807665588;73.33333333333333
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 51.751 + 0.93*S_2802 + 0.462*H_2802 + 0.427*X2 + 0.321*X3 + 0.384*Xs + 1.241*L_2802 + 0.136*Y_sum;BayesianRidgeCV;0.5621697926410026;0.8270218402448463;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 51.751 + 0.93*S_2802 + 0.462*H_2802 + 0.427*X2 + 0.321*X3 + 0.384*Xs + 1.241*L_2802 + 0.136*Y_sum;BayesianRidge;0.5621700336179233;0.8270216764402388;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802; - 44.735 + 0.926*S_2802 + 0.447*H_2802 + 0.4*X2 + 0.321*X3 + 0.389*Xs + 1.277*L_2802;ElasticNetCV;0.5629084545073115;0.8265192507402294;80.0
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 30.256 + 0.986*S_2802 + 0.396*H_2802 + 0.346*X2 + 0.235*X3 + 0.404*Xs + 1.366*L_2802 + 0.027*Y_sum;ARDRegression;0.5644905517302178;0.8254395295885183;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 141.441 + 1.167*S_2802 + 0.667*H_2802 + 0.814*X2 + 0.231*X3 + 0.443*Xs + 1.634*L_2802 + 0.694*Y_sum;TheilSenRegressor;0.5768778344071395;0.8168304378325584;70.0
S_2802, X3, Xs, L_2802; - 11.234 + 1.016*S_2802 + 0.427*X3 + 0.53*Xs + 1.425*L_2802;OMP4;0.5784417857621131;0.8157236667428116;70.0
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 92.467 + 1.019*S_2802 + 0.681*H_2802 + 0.585*X2 + 0.456*X3 + 0.206*Xs + 1.164*L_2802 + 0.15*Y_sum;QuantileRegressor;0.5805604623560042;0.8142171390660986;76.66666666666667
S_2802, H_2802, X3, Xs, L_2802;23.632 + 0.792*S_2802 + 0.248*H_2802 + 0.345*X3 + 0.276*Xs + 1.073*L_2802;Lars5;0.5913561675656687;0.8064104929141515;70.0
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 3.276 + 0.848*S_2802 + 0.284*H_2802 + 0.352*X2 + 0.328*X3 + 0.253*Xs + 1.011*L_2802 + 0.168*Y_sum;HuberRegressorCV;0.5970058300103848;0.8022368970158451;76.66666666666667
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum; - 0.003 + 1.192*S_2802 + 0.297*H_2802 + 0.555*X2 + 0.323*X3 + 0.09*Xs + 1.249*L_2802 - 0.058*Y_sum;PassiveAggressiveRegressor;0.6023607906284624;0.7982239522298574;76.66666666666667
S_2802, Xs, L_2802;31.367 + 1.162*S_2802 + 0.693*Xs + 1.485*L_2802;OMP3;0.6064262789095862;0.7951397161806677;73.33333333333333
S_2802, H_2802, X2, X3, Xs, L_2802, Y_sum;0.001 + 0.814*S_2802 + 0.352*H_2802 + 0.289*X2 + 0.492*X3 + 0.278*Xs + 1.0*L_2802 + 0.004*Y_sum;SGDRegressor;0.650016304581463;0.7599202614605421;60.0
S_2802, L_2802;129.263 + 1.232*S_2802 + 1.219*L_2802;OMP2;0.6861166638724205;0.7274915281682529;70.0
S_2802, H_2802, X3, L_2802;117.882 + 0.589*S_2802 + 0.007*H_2802 + 0.356*X3 + 0.669*L_2802;Lars4;0.7066722951606987;0.7075410004037295;66.66666666666666
S_2802, X3, L_2802;119.908 + 0.584*S_2802 + 0.354*X3 + 0.661*L_2802;Lars3;0.7097031360644671;0.7045008578137151;66.66666666666666
S_2802;169.11 + 1.591*S_2802;OMP1;0.8047797120249823;0.5935735970484086;63.33333333333333
S_2802, X3;223.072 + 0.102*S_2802 + 0.028*X3;Lars2;0.9718464737057514;0.23561500704686925;46.666666666666664
S_2802;230.185 + 0.043*S_2802;Lars1;0.9906437594992229;0.13647322728376388;46.666666666666664
