Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;KNeighborsRegressor;0.3858225917344382;0.9225729931595228;89.1891891891892;0.851140927707321;0.4849585636131617;0.8745371299025897;88.0;0.764815191578259;0.47784650436840337;0.878443349489822;88.0;0.7716627182628973
Smax, H_2802, X, X1, X3;123.04 + 0.495*Smax - 0.192*H_2802 + 0.271*X + 0.187*X1 + 0.199*X3;Lars6;0.6697029935620794;0.7426290463037313;67.56756756756756;0.5514979004139895;0.6404124899725848;0.7680311469511597;67.0;0.5898718426871138;0.6371742722315176;0.7707197589307258;67.0;0.5940089468062358
