Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;KNeighborsRegressor;0.6612505668898379;0.7501651070183604;76.66666666666667;0.5627476877878681;0.5829859226980433;0.812482254536006;76.0;0.6601274139359111;0.6115271129056347;0.7912234767632336;75.0;0.6260345901812991
Smax, H_2802, X, X1, X3, L_max;90.554 + 0.626*Smax + 0.212*H_2802 + 0.359*X + 0.084*X1 + 0.109*X3 + 0.282*L_max;Lars6;0.7299272425261586;0.6835248500370403;53.333333333333336;0.4672062206181584;0.6778309595551822;0.7352177842438938;64.0;0.540545190268501;0.6756625627915225;0.7372110289747379;65.0;0.5434801012419921
