Predictors;Equations;Method;Criterion;Correlation;Pm;R2;Criterion_t;Correlation_t;Pm_t;R2_t;Criterion_f;Correlation_f;Pm_f;R2_f
;;KNeighborsRegressor;0.38248186557607494;0.9239629984503954;89.1891891891892;0.8537076225054454;0.380716760837406;0.9246917043087785;94.0;0.8550547480174734;0.3798858516058566;0.9250333722356686;94.0;0.8556867397496931
S_2802, H_2802, X, X1, X2, X3;79.797 + 1.394*S_2802 + 0.292*H_2802 + 0.379*X + 0.137*X1 + 0.571*X2 + 0.21*X3;Lars6;0.6251811587483223;0.7804796722183769;78.37837837837837;0.6091485187461052;0.6075696749630709;0.7942663848264437;84.0;0.6308590900652684;0.6007296272564449;0.7994522593228021;85.0;0.6391239149363327
