Таблица  - Проверочные прогнозы максимумов весеннего половодья
р.Неман-Мосты
Предикторы:;; S_2802, Smax, H_2802, X, X1, X2, X3, Xs
Уравнение:;; 41.351 + 1.722*S_2802 + 0.188*Smax + 0.106*H_2802 - 0.835*X - 0.838*X1 + 2.037*X2 + 0.307*X3 + 1.251*Xs
Модель:;; Ridge

№;Год;Hmax фактический;Hф-Hср;(Hф-Hср)^2;δ50% Погрешность климатических прогнозов в долях от допустимой погрешности;Hmax прогнозный;Hф-Hп;(Hф-Hп)^2;δ50% Погрешность проверочных прогнозов в долях от допустимой погрешности
1.0;1977.0;202.0;-43.351351351351354;1879.3396639883129;-0.7068286549986418;193.75934577486984;8.240654225130157;67.90838205815551;0.13436099131142898
2.0;1978.0;280.0;34.648648648648646;1200.5288531775016;0.5649341245063957;325.1795663914491;-45.1795663914491;2041.193219319357;-0.7366370632156626
3.0;1979.0;553.0;307.64864864864865;94647.69101533966;5.016103852774027;398.46522943604066;154.53477056395934;23880.995313255553;2.519635504392233
4.0;1980.0;313.0;67.64864864864865;4576.339663988312;1.1029876081431422;226.7923811492532;86.2076188507468;7431.753547915635;1.405585140565854
5.0;1981.0;280.0;34.648648648648646;1200.5288531775016;0.5649341245063957;245.75794244959988;34.24205755040012;1172.5185052849138;0.5583047985419014
6.0;1982.0;247.0;1.6486486486486456;2.718042366691005;0.026880640869649045;323.08924878722837;-76.08924878722837;5789.573781004734;-1.2406086477961007
7.0;1983.0;234.0;-11.351351351351354;128.85317750182622;-0.18507982238119053;167.43824607889553;66.56175392110447;4430.467085053666;1.0852661689158223
8.0;1984.0;173.0;-72.35135135135135;5234.718042366691;-1.179663534558207;222.16878557866698;-49.168785578666984;2417.5694752809304;-0.8016798899027272
9.0;1985.0;324.0;78.64864864864865;6185.609934258582;1.2823387693553912;250.80362257959547;73.19637742040453;5357.709667470306;1.193441389716326
10.0;1986.0;320.0;74.64864864864865;5572.420745069393;1.2171201652782098;361.79381206910125;-41.79381206910125;1746.7227272673533;-0.6814335205527101
11.0;1987.0;329.0;83.64864864864865;6997.096420745069;1.363862024451868;265.50482076564253;63.495179234357465;4031.6377860031794;1.0352667388238075
12.0;1988.0;399.0;153.64864864864865;23607.90723155588;2.5051875958025427;183.5332279020794;215.4667720979206;46425.929878297255;3.5131105253106405
13.0;1989.0;127.0;-118.35135135135135;14007.042366691016;-1.929677481445793;198.44378693686525;-71.44378693686525;5104.214691880198;-1.16486601350248
14.0;1991.0;203.0;-42.351351351351354;1793.6369612856101;-0.6905240039793464;219.5276105744774;-16.527610574477393;273.16191130157694;-0.26947692259966943
15.0;1992.0;164.0;-81.35135135135135;6618.042366691016;-1.3264053937318652;186.1569513774745;-22.156951377474513;490.93049434376974;-0.3612613598612174
16.0;1993.0;210.0;-35.351351351351354;1249.7180423666912;-0.576391446844279;226.25257230097438;-16.25257230097438;264.1461063983996;-0.2649925195332533
17.0;1994.0;380.0;134.64864864864865;18130.25858290723;2.195399226435931;272.7821491940047;107.21785080599528;11495.667531456664;1.748149640430628
18.0;1995.0;196.0;-49.351351351351354;2435.5558802045293;-0.8046565611144139;256.9700574728869;-60.97005747288688;3717.347908247129;-0.9940955097218013
19.0;1996.0;325.0;79.64864864864865;6343.90723155588;1.2986434203746864;366.14665950942583;-41.14665950942583;1693.0475887846233;-0.6708819239109587
20.0;1999.0;328.0;82.64864864864865;6830.799123447771;1.3475573734325725;269.12218813556376;58.87781186443624;3466.596729943949;0.9599821752293602
21.0;2001.0;135.0;-110.35135135135135;12177.420745069394;-1.7992402732914303;161.04686859478238;-26.04686859478238;678.4393635938607;-0.42468510258337067
22.0;2003.0;220.0;-25.351351351351354;642.6910153396641;-0.41334493665132543;249.1906486126599;-29.190648612659913;852.0939664277842;-0.4759433386562979
23.0;2004.0;273.0;27.648648648648646;764.4477720964205;0.4508015673713282;266.49923663823006;6.500763361769941;42.25992428573043;0.10599267797268015
24.0;2005.0;196.0;-49.351351351351354;2435.5558802045293;-0.8046565611144139;251.6624350249644;-55.662435024964395;3098.306672908383;-0.907556577966247
25.0;2006.0;280.0;34.648648648648646;1200.5288531775016;0.5649341245063957;248.04834281380164;31.95165718619836;1020.9083969443413;0.5209606199091248
26.0;2007.0;200.0;-45.351351351351354;2056.7450693937185;-0.7394379570372325;279.92125974143147;-79.92125974143147;6387.407758657355;-1.3030882491064992
27.0;2008.0;135.0;-110.35135135135135;12177.420745069394;-1.7992402732914303;108.83211915373623;26.16788084626377;684.7579879842583;0.4266581651128339
28.0;2009.0;156.0;-89.35135135135135;7983.663988312637;-1.456842601886228;240.51606179025237;-84.51606179025237;7142.964700533756;-1.378004893015267
29.0;2010.0;321.0;75.64864864864865;5722.7180423666905;1.233424816297505;300.30957728777184;20.690422712228155;428.0935920106867;0.3373501217645825
30.0;2011.0;195.0;-50.351351351351354;2535.258582907232;-0.8209612121337092;298.3948127591917;-103.39481275919172;10690.487305508315;-1.6858163392440073
31.0;2012.0;184.0;-61.351351351351354;3763.988312636962;-1.000312373345958;197.8054935860433;-13.805493586043298;190.59165315428262;-0.22509375506955628
32.0;2013.0;301.0;55.648648648648646;3096.7720964207447;0.9073317959115981;276.59629422964434;24.403705770355657;595.54085532609;0.39789390616321324
33.0;2015.0;115.0;-130.35135135135135;16991.474799123447;-2.1253332936773375;171.8973877161028;-56.8973877161028;3237.3127289165254;-0.9276920506205983
34.0;2017.0;263.0;17.648648648648646;311.47479912344767;0.2877550571783747;232.14748413250567;30.852515867494333;951.8777353539896;0.5030395042867675
