Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t;Prediction
;;KNeighborsRegressor;0.3143754982448991;0.9492987127892208;94.5945945945946;0.9011680461032714;0.9012293444226667;205.704592101977
;;KNeighborsRegressor;0.374099482931582;0.9273885792214194;91.8918918918919;0.8600495768703229;0.8370705511462088;224.85041804948725
;;KNeighborsRegressor;0.3858225917344382;0.9225729931595228;89.1891891891892;0.851140927707321;0.764815191578259;179.84419432111292
S_2802, Smax, H_2802, X, X2, X3;109.377 + 0.191*S_2802 + 0.32*Smax + 0.016*H_2802 + 0.153*X + 0.527*X2 + 0.183*X3;Lars6;0.659774931895598;0.75146326539769;72.97297297297297;0.5646970392421589;0.592964556039774;192.87364553620415
Smax, H_2802, X, X1, X3;123.04 + 0.495*Smax - 0.192*H_2802 + 0.271*X + 0.187*X1 + 0.199*X3;Lars6;0.6697029935620794;0.7426290463037313;67.56756756756756;0.5514979004139895;0.5898718426871138;182.9550242190371
S_2802, H_2802, X2, X3, Xs;90.96 + 0.548*S_2802 + 0.165*H_2802 + 0.788*X2 + 0.188*X3 + 0.14*Xs;Lars6;0.745158631411628;0.6668872573627042;59.45945945945946;0.4447386140327494;0.5020192187772169;208.40415276910355
