Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t;Prediction
;;KNeighborsRegressor;0.4765881431094334;0.8791266927169838;86.48648648648648;0.7728637418475022;0.6896700472447832;363.1681701736193
Smax, H_2802, X, X1, X3;73.478 + 1.352*Smax + 0.157*H_2802 + 0.504*X + 0.353*X1 + 0.28*X3;Lars6;0.7112940713031504;0.7028945469478255;75.67567567567568;0.49406074412898904;0.657220335994388;311.0313044112679
