Predictors;Equations;Method;Criterion;Correlation;Pm;R2;R2_t;Prediction
;;KNeighborsRegressor;0.20363105704402387;0.9790476967988503;100.0;0.9585343926071335;0.9365853639359152;339.9840464767897
;;KNeighborsRegressor;0.21939501586994872;0.9756361140360811;97.2972972972973;0.951865827011425;0.8379918374009795;325.1004464847382
;;KNeighborsRegressor;0.2890959927904569;0.9573001133147849;97.2972972972973;0.9164235069525001;0.8973456510007309;316.1075782017593
S_2802, Smax, H_2802, X1, X3, Xs;150.633 + 1.966*S_2802 + 0.331*Smax - 0.145*H_2802 + 0.353*X1 + 0.346*X3 + 0.086*Xs;Lars6;0.6111822662539352;0.7914898845953142;75.67567567567568;0.626456237416704;0.6297727158836373;218.19604745701517
S_2802, H_2802, X2, X3, Xs;110.485 + 2.26*S_2802 - 0.106*H_2802 + 0.724*X2 + 0.436*X3 + 0.371*Xs;Lars6;0.6140205406689855;0.7892900453170347;75.67567567567568;0.6229787756365668;0.6509548408529804;258.76543061206746
Smax, H_2802, X, X1, X3;121.313 + 2.448*Smax - 0.194*H_2802 - 0.102*X + 0.498*X1 + 0.399*X3;Lars6;0.6832346203426318;0.7301989136976716;78.37837837837837;0.5331904535652596;0.65608910916496;249.7593587077593
