year;d_0;S_2802;Smax;d_smax;H_2802;H_max;d_hmax;X;X1;X2;Xs;Q12;Q01;Q02;W12;W01;W02;Y12;Y01;Y02;Y_sum
2024;17.11.2023;27;70;20.02.2024;340;;;206.0;65.0;53.0;217.0;248.0;297.0;168.0;664.0;795.0;406.0;24.3;29.1;14.9;68.4
