year;d_0;S_2802;Smax;d_smax;H_2802;H_max;d_hmax;X;X1;X2;Xs;Q12;Q01;Q02;W12;W01;W02;Y12;Y01;Y02;Y_sum
2024;25.11.2023;13;46;10.02.2024;578;;;168.0;61.0;53.0;202.0;382.0;402.0;330.0;1023.0;1077.0;798.0;24.5;25.8;19.1;69.5
