Сумма;;9078.0
Средний;;245.35135135135135
Высший;;553.0
Низший;;115.0

σ = ;;90.99731870781696;;σ -;среднеквадратическое отклонение (см)
δдоп =;;61.33219280906864;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;45.94594595;;Pк -;климатическая обеспеченность в %
Pм =;;78.37837838;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;52.628118759402376;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.5783480162573346;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.3344864279087941;;ρ -;корреляционное отношение
ρ =;;0.8157901519944978;;;(оценка эффективности метода прогнозирования)
Модель:;;TheilSenRegressor;;δ50% -;погрешность (ошибка) прогнозов (см)
Сумма;;9078.0
Средний;;245.35135135135135
Высший;;553.0
Низший;;115.0

σ = ;;90.99731870781696;;σ -;среднеквадратическое отклонение (см)
δдоп =;;61.33219280906864;;δдоп -;допустимая погрешность прогноза (см)
Pк =;;45.94594595;;Pк -;климатическая обеспеченность в %
Pм =;;81.08108108;;Pм -;обеспеченность метода (допустимой погрешности проверочных прогнозов) в %
S =;;53.62255591439066;;S -;среднеквадратическая погрешность (см)
S/σ =;;0.5892762190781377;;S/σ -;критерий эффективности метода прогнозирования
(S/σ)^2 =;;0.3472464623710253;;ρ -;корреляционное отношение
ρ =;;0.8079316416807641;;;(оценка эффективности метода прогнозирования)
Модель:;;SGDRegressor;;δ50% -;погрешность (ошибка) прогнозов (см)
