Predictors;Equations;Method;Criterion;Correlation;Pm
S_2802, Smax, H_2802, X, X1, X2, Xs;305.892 + 1.793*S_2802 + 0.211*Smax + 0.556*H_2802 + 1.097*X - 1.332*X1 + 2.326*X2 - 1.16*Xs;LassoCV;0.894724047835834;0.4466193885449446;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;307.565 + 1.75*S_2802 + 0.256*Smax + 0.544*H_2802 + 1.124*X - 1.26*X1 + 2.236*X2 - 1.183*Xs;ElasticNetCV;0.8960060600722755;0.44404182270790427;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;LarsCV;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars7;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars8;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars9;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars10;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars11;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars12;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars13;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;Lars14;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;LassoLarsCV;0.896845969771779;0.4423429738383071;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;OMP7;0.8968459697717791;0.44234297383830695;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.96 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.1*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;LinearRegression;0.8968459697717804;0.44234297383830423;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;304.964 + 1.795*S_2802 + 0.208*Smax + 0.561*H_2802 + 1.101*X - 1.36*X1 + 2.356*X2 - 1.165*Xs;RidgeCV;0.8968502703752367;0.44233425430082274;48.484848484848484
S_2802, Smax, H_2802, X, X1, X2, Xs;306.417 + 1.758*S_2802 + 0.247*Smax + 0.551*H_2802 + 1.125*X - 1.296*X1 + 2.277*X2 - 1.186*Xs;BayesianRidge;0.8980549331267386;0.43988332212841297;48.484848484848484
;;RandomForestRegressor;0.9635590424587515;0.26749574145390426;57.57575757575758
S_2802, H_2802, X, X2, Xs;307.035 + 1.962*S_2802 + 0.49*H_2802 + 1.607*X + 1.369*X2 - 1.687*Xs;OMPCV;0.9945172920161931;0.10457225196378864;48.484848484848484
S_2802, H_2802, X, X2, Xs;307.035 + 1.962*S_2802 + 0.49*H_2802 + 1.607*X + 1.369*X2 - 1.687*Xs;OMP5;0.9945172920161931;0.10457225196378864;48.484848484848484
