Predictors;Equations;Method;Criterion;Correlation;Pm
;;ExtraTreesRegressor;0.6625116586735779;0.7490516017749276;62.5
;;StackingRegressorRidge;0.6811203199482382;0.732171502964715;65.625
Smax, H_2802, X;376.73 + 3.787*Smax + 0.06*H_2802 + 0.638*X;QuantileRegressor;0.6947594479832737;0.7192421771823291;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;LinearRegression;0.6968099029465933;0.7172558533435327;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;LarsCV;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars4;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars5;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars6;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars7;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars8;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars9;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars10;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars11;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars12;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars13;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;Lars14;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;LassoLarsCV;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;OMPCV;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.931 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;OMP4;0.6968099029465936;0.7172558533435324;65.625
Smax, H_2802, X, X1;289.936 + 3.766*Smax + 0.197*H_2802 + 0.852*X + 0.329*X1;RidgeCV;0.6968114435918633;0.7172543566123691;65.625
Smax, H_2802, X, X1;291.803 + 3.757*Smax + 0.195*H_2802 + 0.85*X + 0.321*X1;LassoCV;0.6969889704665161;0.7170818468264455;65.625
Smax, H_2802, X, X1;292.258 + 3.739*Smax + 0.195*H_2802 + 0.857*X + 0.321*X1;BayesianRidge;0.6975192546574098;0.7165660397912892;65.625
Smax, H_2802, X, X1;294.447 + 3.727*Smax + 0.192*H_2802 + 0.857*X + 0.311*X1;ElasticNetCV;0.6978072258512592;0.7162856103187957;65.625
Smax, H_2802, X;337.156 + 3.629*Smax + 0.158*H_2802 + 0.805*X;OMP3;0.6999367865019049;0.7142047989907284;65.625
Smax, X;391.691 + 3.508*Smax + 0.796*X;OMP2;0.7036957671509187;0.7105014196283354;65.625
Smax, H_2802, X;368.018 + 3.408*Smax + 0.107*H_2802 + 0.784*X;Lars3;0.7070242586756597;0.7071892940678146;62.5
;;HistGradientBoostingRegressor;0.7140903355272876;0.7000535641695753;71.875
;;BaggingRegressor;0.7158890088522378;0.698214098256803;59.375
;;RandomForestRegressor;0.7251347041435466;0.6886070438549485;65.625
Smax, X;432.737 + 2.943*Smax + 0.74*X;Lars2;0.7279828477170722;0.6855953423337574;59.375
;;VotingRegressor;0.7772175246955936;0.6292320075346249;65.625
;;KNeighborsRegressor;0.7800681341097736;0.6256945789652458;65.625
X;438.517 + 2.204*X;OMP1;1.000001226377582;0;50.0
X;646.43 + 0.452*X;Lars1;1.0004413287150846;0;53.125
