Predictors;Equations;Method;Criterion;Correlation;Pm
;;StackingRegressorRidge;0.42930960451866;0.9031573857684118;87.87878787878788
;;KNeighborsRegressor;0.4542628651566154;0.8908676946324311;87.87878787878788
;;HistGradientBoostingRegressor;0.4681601559533975;0.8836436320020026;87.87878787878788
;;VotingRegressor;0.4786487609979688;0.8780064712717722;78.78787878787878
;;AdaBoostRegressor;0.49220998755268147;0.8704764948885116;81.81818181818183
;;BaggingRegressor;0.4930763671827595;0.8699860321441101;78.78787878787878
;;ExtraTreesRegressor;0.4934240996990502;0.869788858192712;81.81818181818183
S_2802, H_2802;280.281 + 3.571*S_2802 + 0.552*H_2802;OMP2;0.627472021672101;0.7786391089707262;75.75757575757575
S_2802, H_2802, X2, Xs, Y_sum;156.24 + 3.454*S_2802 + 0.633*H_2802 + 1.306*X2 + 0.03*Xs + 0.991*Y_sum;BayesianRidge;0.6282234016055879;0.7780330055178278;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;158.844 + 3.446*S_2802 + 0.631*H_2802 + 1.29*X2 + 0.031*Xs + 0.969*Y_sum;ElasticNetCV;0.6282687287895106;0.7779964038639333;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.987 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;RidgeCV;0.6282866420254904;0.7779819377417019;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;LinearRegression;0.6282868369012314;0.7779817803629114;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars5;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars6;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars7;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars8;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars9;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars10;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars11;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars12;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars13;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;Lars14;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;154.983 + 3.463*S_2802 + 0.635*H_2802 + 1.315*X2 + 0.027*Xs + 0.996*Y_sum;OMP5;0.6282868369012317;0.7779817803629112;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;161.009 + 3.456*S_2802 + 0.634*H_2802 + 1.282*X2 + 0.021*Xs + 0.933*Y_sum;LassoCV;0.6285933356368761;0.7777341566325254;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;161.024 + 3.456*S_2802 + 0.634*H_2802 + 1.282*X2 + 0.021*Xs + 0.932*Y_sum;LarsCV;0.6285985120725519;0.7777299728184416;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;161.024 + 3.456*S_2802 + 0.634*H_2802 + 1.282*X2 + 0.021*Xs + 0.932*Y_sum;LassoLarsCV;0.6285985120725519;0.7777299728184416;78.78787878787878
S_2802, H_2802, X2, Y_sum;156.791 + 3.475*S_2802 + 0.641*H_2802 + 1.329*X2 + 0.98*Y_sum;OMPCV;0.6293403178698344;0.7771298246132984;78.78787878787878
S_2802, H_2802, X2, Y_sum;156.791 + 3.475*S_2802 + 0.641*H_2802 + 1.329*X2 + 0.98*Y_sum;OMP4;0.6293403178698344;0.7771298246132984;78.78787878787878
S_2802, H_2802, X2, Y_sum;184.661 + 3.427*S_2802 + 0.628*H_2802 + 1.15*X2 + 0.684*Y_sum;Lars4;0.6299196971846407;0.7766602700658831;78.78787878787878
S_2802, H_2802, X2;248.985 + 3.318*S_2802 + 0.598*H_2802 + 0.739*X2;Lars3;0.631975017453546;0.7749887594762844;75.75757575757575
;;RandomForestRegressor;0.6364395445984667;0.7713265884638596;72.72727272727273
S_2802, H_2802, X2;162.569 + 3.576*S_2802 + 0.817*H_2802 + 1.322*X2;OMP3;0.637209875212165;0.7706903236268748;75.75757575757575
S_2802, H_2802;358.358 + 2.99*S_2802 + 0.321*H_2802;Lars2;0.6439738308739331;0.7650475182297836;78.78787878787878
S_2802, H_2802, X2, Xs, Y_sum;166.188 + 2.968*S_2802 + 0.62*H_2802 + 0.355*X2 + 0.376*Xs + 0.985*Y_sum;QuantileRegressor;0.6533188886800819;0.7570828420284155;75.75757575757575
S_2802;401.619 + 3.258*S_2802;OMP1;0.6648116961410679;0.7470109829674771;78.78787878787878
S_2802;466.814 + 2.183*S_2802;Lars1;0.7101482605583466;0.7040521628586583;63.63636363636363
