Predictors;Equations;Method;Criterion;Correlation;Pm
;;ExtraTreesRegressor;0.3006457529617743;0.9537358812721937;96.96969696969697
;;StackingRegressorRidge;0.31627369094683544;0.9486679885053915;96.96969696969697
;;HistGradientBoostingRegressor;0.3405972711274467;0.9402092846279155;100.0
;;VotingRegressor;0.3449841522483059;0.9386085098152039;93.93939393939394
;;AdaBoostRegressor;0.349803772544151;0.9368229932670739;96.96969696969697
;;BaggingRegressor;0.3508899219985797;0.9364167142035807;96.96969696969697
S_2802, H_2802, X, Q01, Q02;213.525 + 3.276*S_2802 + 0.32*H_2802 + 0.483*X + 0.055*Q01 + 0.431*Q02;OMPCV;0.6100935399633631;0.7923293964601921;84.84848484848484
S_2802, H_2802, X, Q01, Q02;213.525 + 3.276*S_2802 + 0.32*H_2802 + 0.483*X + 0.055*Q01 + 0.431*Q02;OMP5;0.6100935399633631;0.7923293964601921;84.84848484848484
S_2802, H_2802, Q01;276.637 + 3.53*S_2802 + 0.492*H_2802 + 0.115*Q01;OMP3;0.6143851118359042;0.789006295509981;78.78787878787878
S_2802, H_2802, X, Q01;234.249 + 3.263*S_2802 + 0.523*H_2802 + 0.437*X + 0.087*Q01;OMP4;0.6213825278466198;0.7835073414378099;72.72727272727273
;;KNeighborsRegressor;0.6240848134501215;0.7813566059239067;87.87878787878788
S_2802, H_2802, X, Q12, Q01, Q02;199.262 + 3.012*S_2802 + 0.142*H_2802 + 0.605*X + 0.285*Q12 - 0.057*Q01 + 0.559*Q02;OMP6;0.6251249485665116;0.7805246944714281;78.78787878787878
S_2802, Q01;361.113 + 3.271*S_2802 + 0.244*Q01;OMP2;0.6290067219412304;0.7773998609163418;78.78787878787878
;;RandomForestRegressor;0.6302933815717202;0.7763570397355111;78.78787878787878
S_2802, H_2802, X, X2, Q12, Q02;270.214 + 2.652*S_2802 + 0.047*H_2802 + 0.483*X + 0.06*X2 + 0.255*Q12 + 0.382*Q02;Lars6;0.6357522541282401;0.7718931735485562;75.75757575757575
S_2802, H_2802, X, X1, X2, Q12, Q02;184.989 + 2.776*S_2802 + 0.238*H_2802 + 0.579*X - 0.355*X1 + 0.868*X2 + 0.26*Q12 + 0.462*Q02;Lars7;0.6362592725418214;0.7714752997371674;78.78787878787878
S_2802, H_2802, X, X2, Q12, Q01, Q02;116.773 + 3.182*S_2802 + 0.376*H_2802 + 0.349*X + 1.199*X2 + 0.285*Q12 - 0.07*Q01 + 0.581*Q02;OMP7;0.6364239463621326;0.7713394586670964;75.75757575757575
S_2802, H_2802, X, X1, X2, Q12, Q01, Q02;175.872 + 2.791*S_2802 + 0.261*H_2802 + 0.59*X - 0.4*X1 + 0.96*X2 + 0.256*Q12 + 0.007*Q01 + 0.467*Q02;LarsCV;0.6366782699457542;0.7711295485058793;78.78787878787878
S_2802, H_2802, X, X1, X2, Q12, Q01, Q02;170.895 + 2.799*S_2802 + 0.273*H_2802 + 0.595*X - 0.425*X1 + 1.01*X2 + 0.253*Q12 + 0.01*Q01 + 0.469*Q02;Lars8;0.6369963378804614;0.770866827361822;78.78787878787878
S_2802, H_2802, X, Q12, Q02;278.166 + 2.622*S_2802 + 0.029*H_2802 + 0.492*X + 0.257*Q12 + 0.374*Q02;Lars5;0.6376599344892805;0.7703179914471208;75.75757575757575
S_2802, H_2802, X, X1, X2, Q12, Q01, Q02;119.941 + 2.882*S_2802 + 0.397*H_2802 + 0.655*X - 0.678*X1 + 1.524*X2 + 0.228*Q12 + 0.046*Q01 + 0.496*Q02;OMP8;0.6438462376343067;0.7651549008430566;75.75757575757575
S_2802, X, Q12, Q02;296.297 + 2.519*S_2802 + 0.472*X + 0.262*Q12 + 0.338*Q02;Lars4;0.6451440891478213;0.7640609296630917;72.72727272727273
S_2802;404.265 + 3.233*S_2802;OMP1;0.6645938369587198;0.747204812535684;78.78787878787878
S_2802, H_2802, X, X1, X2, Q12, Q01, Q02;152.125 + 2.473*S_2802 + 0.149*H_2802 + 0.835*X - 0.343*X1 + 0.13*X2 + 0.266*Q12 + 0.103*Q01 + 0.612*Q02;QuantileRegressor;0.682631886245527;0.7307624154818542;75.75757575757575
S_2802, X, Q12;400.227 + 1.977*S_2802 + 0.32*X + 0.225*Q12;Lars3;0.7094126672918074;0.7047933509092743;60.60606060606061
S_2802, H_2802, X, X1, X2, Xs, Q12, Q01, Q02;192.667 + 2.905*S_2802 + 0.482*H_2802 + 1.473*X - 0.579*X1 + 1.156*X2 - 1.147*Xs + 0.097*Q12 + 0.025*Q01 + 0.443*Q02;Lars9;0.7786999533133333;0.6273965115537482;60.60606060606061
S_2802, Smax, H_2802, X, X1, X2, Xs, Q12, Q01, Q02;192.89 + 2.916*S_2802 - 0.012*Smax + 0.484*H_2802 + 1.479*X - 0.579*X1 + 1.158*X2 - 1.155*Xs + 0.097*Q12 + 0.024*Q01 + 0.443*Q02;LassoCV;0.7801475317407126;0.625595579203429;60.60606060606061
S_2802, Smax, H_2802, X, X1, X2, Xs, Q12, Q01, Q02;192.757 + 2.915*S_2802 - 0.024*Smax + 0.484*H_2802 + 1.488*X - 0.588*X1 + 1.167*X2 - 1.158*Xs + 0.099*Q12 + 0.024*Q01 + 0.445*Q02;ElasticNetCV;0.7820551171654206;0.6232092696000118;60.60606060606061
S_2802, Smax, H_2802, X, X1, X2, Xs, Q12, Q01, Q02, Y_sum;193.628 + 2.952*S_2802 - 0.065*Smax + 0.491*H_2802 + 1.511*X - 0.591*X1 + 1.176*X2 - 1.187*Xs + 0.091*Q12 + 0.016*Q01 + 0.439*Q02 + 0.067*Y_sum;BayesianRidge;0.7872037738225784;0.6166929693773805;60.60606060606061
S_2802, H_2802, X, X1, X2, Xs, Q12, Q01, Q02;194.535 + 2.914*S_2802 + 0.5*H_2802 + 1.549*X - 0.592*X1 + 1.168*X2 - 1.245*Xs + 0.084*Q12 + 0.026*Q01 + 0.441*Q02;OMP9;0.7948705623689314;0.6067790282131533;60.60606060606061
S_2802, Smax, H_2802, X, X1, X2, Xs, Q12, Q01, Q02;195.806 + 3.037*S_2802 - 0.141*Smax + 0.507*H_2802 + 1.548*X - 0.587*X1 + 1.184*X2 - 1.246*Xs + 0.09*Q12 + 0.019*Q01 + 0.444*Q02;Lars10;0.7977686989194626;0.6029636000824161;60.60606060606061
S_2802, Smax, H_2802, X, X1, X2, Xs, Q12, Q01, Q02;195.836 + 3.038*S_2802 - 0.142*Smax + 0.507*H_2802 + 1.549*X - 0.587*X1 + 1.184*X2 - 1.246*Xs + 0.09*Q12 + 0.019*Q01 + 0.444*Q02;OMP10;0.7979549468677032;0.6027171001136113;60.60606060606061
