Predictors;Equations;Method;Criterion;Correlation;Pm
;;KNeighborsRegressor;0.35771916672943993;0.933829212305117;87.87878787878788
;;StackingRegressorRidge;0.4049993597509792;0.9143169683437451;87.87878787878788
;;HistGradientBoostingRegressor;0.4442570560955112;0.895899362712883;84.84848484848484
;;BaggingRegressor;0.4508704374123306;0.8925894065401032;87.87878787878788
;;ExtraTreesRegressor;0.49453677033817484;0.8691567078401267;81.81818181818183
;;VotingRegressor;0.6635762143112107;0.7481086871574224;63.63636363636363
S_2802, H_2802;404.54 + 2.456*S_2802 + 0.154*H_2802;OMP2;0.7400026219142858;0.672603984198713;69.6969696969697
S_2802, H_2802, X2;372.222 + 2.156*S_2802 + 0.202*H_2802 + 0.94*X2;Lars3;0.7411332191345493;0.6713579905648402;66.66666666666666
S_2802;449.321 + 2.348*S_2802;OMP1;0.7416773462166446;0.6707568218878102;66.66666666666666
S_2802, H_2802, X2, Xs;365.182 + 2.33*S_2802 + 0.262*H_2802 + 1.207*X2 - 0.171*Xs;QuantileRegressor;0.7435559737244176;0.6686736976573351;66.66666666666666
S_2802, X2;468.287 + 1.938*S_2802 + 0.203*X2;Lars2;0.7437109255025889;0.6685013532432695;63.63636363636363
S_2802;480.822 + 1.884*S_2802;Lars1;0.7455879557729718;0.666407233008677;63.63636363636363
S_2802, H_2802, X2, Xs;311.727 + 2.382*S_2802 + 0.388*H_2802 + 1.73*X2 - 0.277*Xs;ElasticNetCV;0.753125510685856;0.6578768616953848;66.66666666666666
S_2802, H_2802, X2;292.542 + 2.338*S_2802 + 0.37*H_2802 + 1.551*X2;OMP3;0.7531500877876727;0.6578487252137994;66.66666666666666
S_2802, H_2802, X2, Xs;310.391 + 2.388*S_2802 + 0.391*H_2802 + 1.744*X2 - 0.281*Xs;LassoCV;0.7534955751335121;0.6574529779795798;66.66666666666666
S_2802, H_2802, X2, Xs;310.657 + 2.386*S_2802 + 0.391*H_2802 + 1.744*X2 - 0.282*Xs;BayesianRidge;0.7535523123109552;0.6573879468098063;66.66666666666666
S_2802, H_2802, X2, Xs;309.392 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;RidgeCV;0.7539262813647588;0.6569590263231844;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;LarsCV;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars4;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars5;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars6;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars7;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars8;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars9;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars10;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars11;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars12;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars13;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;Lars14;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;LassoLarsCV;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;OMPCV;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;OMP4;0.7539273669520401;0.6569577805009724;66.66666666666666
S_2802, H_2802, X2, Xs;309.389 + 2.391*S_2802 + 0.394*H_2802 + 1.757*X2 - 0.285*Xs;LinearRegression;0.7539273669520402;0.6569577805009723;66.66666666666666
;;RandomForestRegressor;0.9234984876679937;0.38360206370003863;63.63636363636363
